Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d
Q9BZ95	NSD3_HUMAN	NSD3	Histone-lysine N-methyltransferase NSD3	8	8	59818	44674.8	49132.7	39825.1	48758.5	48050.9	49494.2	35926.4	53992	56125.5	49852.9	48896.6	53434.8	50164.1	47204.5	42309.3	54231.3	54910.7
Q9BZD4	NUF2_HUMAN	NUF2	Kinetochore protein Nuf2	11	11	109099	114254	106774	116650	125127	109241	117339	119754	106020	124690	114267	114815	120170	106094	99713.2	114885	104914	108968
Q9BZE1	RM37_HUMAN	MRPL37	Large ribosomal subunit protein mL37	8	8	125115	136520	137227	135526	132033	137988	124572	136432	141180	120694	146032	134906	120464	138003	124020	135433	123476	135212
Q9BZE2	PUS3_HUMAN	PUS3	tRNA pseudouridine(38/39) synthase	7	7	64195.1	63227.1	71003.8	64766.2	59418.5	70983.9	69119.5	68203.7	71034.1	62462.7	67528.1	60509.6	66529.6	61236.3	69970	65500.4	60113.1	56391.9
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	23	23	384895	338892	353060	332401	355629	369017	341129	349008	353615	370342	342202	369048	366125	354790	374284	355912	344527	357968
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	8	8	162528	155811	169741	167575	158631	156714	163585	160427	155190	166175	159038	148441	157116	159858	155688	157955	153941	149520
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	8	8	31885.7	31051.4	33661	29539.1	29003.5	34202.9	34034.7	36467.1	32880.4	31303.8	33861.9	35202.4	35224.7	28520.3	30800.8	33836.6	32357.7	30833
Q9BZF2	OSBL7_HUMAN	OSBPL7	Oxysterol-binding protein-related protein 7	5	5	45770.9	84892.7	76189.8	57099.1	61703.9	70376.3	66765.4	47163.3	67426.1	45911.4	50583.2	48194.6	51345.1	39458	31945.4	41788.7	52307.8	62644.5
Q9BZF3	OSBL6_HUMAN	OSBPL6	Oxysterol-binding protein-related protein 6	9	9	29664.9	29480.6	32881.1	36002.8	37003.3	38500	31655.8	30742.9	37450.5	35098.9	37362.8	29910.6	34946.6	39535.9	42453.8	31826.5	37869.1	34200.8
Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	10	10	125801	132111	122418	132345	134696	137462	139427	141228	147250	138676	138440	140078	137933	134763	140098	143565	133613	142373
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	11	11	174323	158351	162974	185599	166834	179135	156185	157230	193697	159696	163273	183881	171629	172617	185622	149165	145308	158553
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	10	10	147055	137506	131501	145604	146779	145308	141498	145004	126687	144289	145364	140463	161961	139901	164816	156665	145858	151201
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	13	13	204593	202402	198030	204570	200094	205724	212801	192998	221583	210539	204407	202420	206155	215563	209499	200877	200437	209909
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	9	6	452788	472812	449953	495300	464428	474669	460409	447284	465149	478067	461955	488106	486103	460705	462513	474803	452469	472107
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	9	9	90494.2	81352.4	91936.2	85992.2	79345.5	84142	75912.3	87631.5	87591.8	84882.6	82639.7	85138.8	90452.4	86693.1	86552.5	92733.7	82340.1	84634.7
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	11	8	68827.1	78950.1	72366.9	84253.9	74400.1	83467.3	76060.7	75169.1	79565.3	75306.7	80866.5	76364.7	71648.6	78473.9	78504.9	79026.3	75924.4	79683.7
Q9BZM1	PG12A_HUMAN	PLA2G12A	Group XIIA secretory phospholipase A2	1	1	8933.11			6805.53			11686.8	9823.22	4406.26	7937.1	9838.01	12717	10689.1	9934.01	8735.06		6734.53	
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	5	5	39453.7	38612.1	30679.1	36422.8	33725.3	37956.5	33862	42090.7	43577.4	39309.6	41548.6	34807.6	35194.6	41241.8	44114.2	41854.1	39401	39864.8
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	9	9	116703	119829	115696	122354	121039	120748	119574	116384	117241	139439	123067	126405	135904	131235	127651	133008	131735	139315
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	5	5	53231.2	59051.3	56764.5	60507.6	44976.4	65148.8	58094.8	61339.9	64489.7	61158.3	59906.3	54060.4	63337.4	61535	58473.8	56895.7	63889.3	63509.2
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	6	6	228783	213595	218240	219453	205281	195370	210734	212778	232897	235787	241438	223366	243496	246889	228144	235734	253202	254361
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	13	13	1.52884e+06	1.53797e+06	1.55721e+06	1.56036e+06	1.48373e+06	1.57734e+06	1.55489e+06	1.65397e+06	1.50413e+06	1.52868e+06	1.46734e+06	1.51149e+06	1.51792e+06	1.50258e+06	1.46406e+06	1.51981e+06	1.52025e+06	1.48334e+06
Q9C004	SPY4_HUMAN	SPRY4	Protein sprouty homolog 4	1	1	9554.81	12456.4	12505.4	15496.3	13356.9	18286.1	12605.4	14827.8	11442.2	10888.5	11003.5	11250.7	13737.4	12693.7	11570.6	12586.9	11113.8	13305.4
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	3	3	727358	728082	763422	569405	572908	538396	710905	708179	751985	543610	514078	525234	490968	548010	495504	666301	588174	699114
Q9C010	IPKB_HUMAN	PKIB	cAMP-dependent protein kinase inhibitor beta	1	1	35516.9	38541.5	34810.9	30917.2	36577.6	28440.2	35110.6	38989.9	41130.5	29257.4	27050.3	30259.2	31724.2	38340.6	24770	33848.1	33527.9	28653.5
Q9C035	TRIM5_HUMAN	TRIM5	Tripartite motif-containing protein 5	5	4	53614	53475.9	49720.6	52401.8	49729.6	47084.9	48813.7	39382.8	44980.5	48991.7	58323.8	52642.2	54409.4	49839.5	39847.1	48958.1	36158.7	48605.9
Q9C037	TRIM4_HUMAN	TRIM4	E3 ubiquitin-protein ligase TRIM4	7	7	88819.9	86578	85635.7	90075.9	87630.6	79937.2	87733.5	89469.9	92174.6	90214.5	82678	90092.1	90392.1	88179.8	92924.4	88993.4	89977.4	86411.6
Q9C073	F117A_HUMAN	FAM117A	Protein FAM117A	6	6	63640.1	61856.9	51971	60198.8	64900.2	56774.6	57039.8	59148.3	60705.6	54439	59828.2	50708.8	52447.4	52922.9	46928.6	58496.4	48565.7	56970.5
Q9C086	IN80B_HUMAN	INO80B	INO80 complex subunit B	1	1	21633.8	30867.8		31192.2	31642.3	29265.9	28136.1	39795.1	30581.5	37413.1	30064.7	29577.4	33547.4	24370.2	31509.5	29304.9	30274.5	26984.8
Q9C099	LRCC1_HUMAN	LRRCC1	Leucine-rich repeat and coiled-coil domain-containing protein 1	4	4	28011.4	19126	31031.5	33370.1	25873.8	37128.8	30362.6	45303.5	41282.6	23831.9	31473.4	36489.8	23320.4	33059.6	42827.5	22374.5	26402.9	32663.9
Q9C0A6	SETD5_HUMAN	SETD5	Histone-lysine N-methyltransferase SETD5	1	1						10740.3	13160.7									8878.88		
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	8	8	90188.6	95178.7	116286	113671	109881	104032	97798.8	103450	123439	103547	106226	108472	101860	109964	102837	100431	105192	104741
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	10	10	51283.4	52525.2	52499.2	48076.7	57502	53558.5	49352.5	52849.6	49934	55154.8	56862.8	55345.7	55374.8	50152	51439.4	48386.8	51391.9	52694.6
Q9C0B7	TNG6_HUMAN	TANGO6	Transport and Golgi organization protein 6 homolog	9	9	66776.3	71495.7	72154.6	75819.1	53663.7	73647.4	71775.4	70707.9	72608.1	69340.1	69108.4	71888.7	64886.8	64854.1	70575.7	68094.8	70884.3	68546.4
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	33	33	162667	162018	149805	168060	165235	162846	159714	167225	161466	169920	158803	156644	165457	160765	155411	166518	153573	158052
Q9C0C4	SEM4C_HUMAN	SEMA4C	Semaphorin-4C	2	2	46493.9			15871.5		19429.1	36168.4		18347.4	37880.6	35592.4				34900.7	38388.3	36537.4	25875.4
Q9C0C7	AMRA1_HUMAN	AMBRA1	Activating molecule in BECN1-regulated autophagy protein 1	14	14	41696.5	41741.8	37548.1	37007.2	41799.5	38313.4	36134.6	46013.9	40334.7	40735.2	41635.9	39564.8	40484.4	39370.9	39274.6	41705.3	42299.6	38968.4
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	20	20	205556	213480	226247	215207	213776	219289	215694	215918	219931	211345	208949	212909	214309	219573	218035	207561	217534	223547
Q9C0D3	ZY11B_HUMAN	ZYG11B	Protein zyg-11 homolog B	11	11	64169.1	69616.4	73172	68926.9	73229.5	76052.6	70306.2	67620.2	74208.7	66134.5	63584.2	66573.6	69108.2	71560	70970.9	66379	65056.6	64220
Q9C0D4	Z518B_HUMAN	ZNF518B	Zinc finger protein 518B	2	2											15888.4			16557.4	15184.1			
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	17	17	126907	125088	110599	126295	122659	123839	118124	121548	117332	125758	121254	129935	118589	125209	123035	117275	128269	119912
Q9C0F1	CEP44_HUMAN	CEP44	Centrosomal protein of 44 kDa	3	3	135677	142519	112816	173220	136691	143816	150795	130944	113714	168854	119455	119366	119834	142093	138958	101641	152716	123631
Q9C0F3	ZN436_HUMAN	ZNF436	Zinc finger protein 436	1	1						8039.05	8684.28	4143.08		6724.68	9037.94	9819.53		7373.34	8983.56	5023.15		8540.54
Q9C0I1	MTMRC_HUMAN	MTMR12	Myotubularin-related protein 12	8	8	45410.9	45762.5	44409.6	43454.7	49338.5	41552.4	37511.6	44378.7	42094.7	46489.1	43064.5	40107.8	32583.4	41315	42110.6	45213.1	42722.8	46374
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	16	16	210901	186545	175428	174915	176050	156040	180864	163687	159912	227466	190743	184229	211895	208000	186278	212510	190329	219658
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	12	12	806874	825050	840229	837454	805076	825871	804944	857055	799707	859760	836277	833110	834196	846043	820341	854549	828856	841274
Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	4	4	46662.8	58810.9	46060	61130	57479.9	62012	50561.8	48121.4	57176.6	44910.9	46715.3	49313.9	60893.6	69576	49342.8	39664.8	41162.2	59994.5
Q9GZN1	ARP6_HUMAN	ACTR6	Actin-related protein 6	5	5	106290	121311	118350	108418	120918	114452	127408	107037	122758	124982	116025	124107	119864	123022	132836	133498	127511	135082
Q9GZN2	TGIF2_HUMAN	TGIF2	Homeobox protein TGIF2	2	1									5046.46						5567.17	4796.79	5891.5	5683.25
Q9GZN7	ROGDI_HUMAN	ROGDI	Protein rogdi homolog	1	1	15078.5					17701.2	16897								18603.8			
Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein	5	5	250004	279822	282889	291538	269261	290188	297682	291862	263710	248529	249923	277283	272828	266518	275987	248419	274158	247075
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	7	7	517354	543442	530570	534352	516863	587809	522717	548756	570801	533770	532892	527119	556161	575084	587559	555878	583661	574821
Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	1	1			45000	16585.8		22204.1	19203.9			32898			18710.7	27320.4	9955.05		12163.3	17438
Q9GZR1	SENP6_HUMAN	SENP6	Sentrin-specific protease 6	7	7	40873.8	36776.8	28192.7	37157.1	36322.3	37930.5	31224.6	43182.9	38242.5	30785.9	34364.1	34196.7	25157.6	41568.8	36096.8	36591.4	37201.5	36873.2
Q9GZR2	REXO4_HUMAN	REXO4	RNA exonuclease 4	8	8	197503	204939	192274	205263	198294	212011	208763	223690	206083	234909	221707	212573	225852	224861	226994	227325	231068	229661
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	13	13	125552	132951	127620	134083	140668	134411	137371	132487	132488	133226	126754	142842	133029	135827	140609	127022	136038	137005
Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49	5	5	75214.9	91361.1	76391	74246.9	73251.3	97682.5	68974.8	83844.9	77066.2	90110.7	85386.1	93912	90701.6	76534	95853.5	101432	103468	89486.9
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	9	9	308268	316541	334853	335306	320273	325975	313461	317319	312220	317055	325308	336383	328760	333875	330904	340925	331816	336311
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	6	6	751980	803798	799266	792241	794365	839267	799755	819308	811056	772768	756076	772320	719327	736028	745985	684418	731876	741997
Q9GZT4	SRR_HUMAN	SRR	Serine racemase	2	2	19247.2	17444.9	15093.9	21130.4	16104.6	16668.5	19277.2	16969.9	22832.2	13832.5	15656.5	17866.3	17232.1	12384.2	13593.9	16918.8	19402.1	16539.9
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	5	5	57296.1	50153	44596.7	51292.1	52355.1	44694.8	55437	58306.9	62241.7	42935.6	51184.1	47758	48843.5	44565.4	49982.3	47097.4	43799.1	53505.4
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	11	11	239062	254746	262497	271386	245819	271427	242158	265087	258359	257772	258718	256952	266988	275266	254329	258355	253075	263637
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	7	6	151823	145104	150601	162840	150416	169763	152918	169065	151156	156235	149456	154084	148718	160265	144447	148504	149058	148128
Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	6	6	185038	183494	185030	189246	184410	176744	174168	164057	179870	206081	197149	182814	190090	186235	171224	187366	180887	198016
Q9GZV4	IF5A2_HUMAN	EIF5A2	Eukaryotic translation initiation factor 5A-2	1	1	64910.3	53679.9	60525.1	44037.3	39514.6	53764.5	55255.5	37950.7	66365.7	55206.5	46443.6	52203.4	53207	46396.5	55850.5	49989.1	54177.6	39085.1
Q9GZX9	TWSG1_HUMAN	TWSG1	Twisted gastrulation protein homolog 1	2	2	41482.6	45985.2	48082.5	44058.2	58862.9	55512.9	56480.5	51882.7	49235.6	40162.5	31760.9	41404.7	36209.5	39077	29591.5	28422.4	32281.2	35820.1
Q9GZY4	COA1_HUMAN	COA1	Cytochrome c oxidase assembly factor 1 homolog	3	3	100635	106325	104045	108410	111327	118334	104230	111445	106628	108857	110562	103418	94963.3	103816	102679	99819.3	103856	97280.6
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	4	4	116280	117206	128459	125604	128590	121405	129911	129692	127549	128605	127364	133428	123821	124604	126333	126316	115668	123108
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	7	7	1.26879e+06	1.3318e+06	1.37851e+06	1.39455e+06	1.34587e+06	1.36997e+06	1.29842e+06	1.41069e+06	1.3342e+06	1.34465e+06	1.30767e+06	1.34069e+06	1.28416e+06	1.2477e+06	1.29431e+06	1.28358e+06	1.24215e+06	1.30546e+06
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	6	6	291395	256089	286229	263802	273252	253764	290480	255333	303796	347029	311872	324589	335126	312308	326270	367163	357783	310055
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	4	4	159559	172739	159922	162923	162544	152988	165372	167865	161555	174470	156973	164686	169781	166470	156221	190733	169919	172927
Q9H019	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like	5	5	155341	140699	148839	164473	150969	160203	153932	150828	159341	141082	125069	141254	140909	152398	136673	152465	151832	145096
Q9H040	SPRTN_HUMAN	SPRTN	DNA-dependent metalloprotease SPRTN	1	1													18498.4					
Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	4	4	80257.3	68780.8	88396	80451.1	64380.4	60984.1	75848	74538.6	76038.6	103532	89880.3	95418.9	102220	87249	91926	97129.1	97998.9	98610.4
Q9H063	MAF1_HUMAN	MAF1	Repressor of RNA polymerase III transcription MAF1 homolog	2	2	117501	92342.8	84874	89827	100483	82095.8	96327	93188.1	88855.2	112850	80914.6	71593.6	106852	101927	94943.4	99200	97044.6	98289.4
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	9	9	601793	653146	615113	650123	624046	637089	608284	666555	581505	687280	695544	615510	673413	689012	638216	702266	704436	650264
Q9H078	CLPB_HUMAN	CLPB	Mitochondrial disaggregase	16	16	229398	259411	261432	256635	256011	258430	258657	253811	254872	256386	237847	255693	250857	259280	267201	253519	262836	244299
Q9H079	KTBL1_HUMAN	KATNBL1	KATNB1-like protein 1	1	1	22534.6				21429		22380.1	19828.2			17914.5	16872.6	13841.5	18406.3		20755.5		
Q9H081	MIS12_HUMAN	MIS12	Protein MIS12 homolog	6	6	108265	115029	121333	100288	114214	95417.2	110514	114275	98259	108856	115721	120874	124568	118803	105529	122793	118866	112828
Q9H082	RB33B_HUMAN	RAB33B	Ras-related protein Rab-33B	3	3	320848	210227	240368			335177		330699	214450		312138	205286	20467.7		286001			277695
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	12	12	179618	175855	192633	185558	190583	192351	181344	189618	196653	186109	182079	181783	184566	189586	184464	187422	181142	196440
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	29	29	422835	456993	463175	474929	467308	442746	454704	429669	447657	455494	445923	462169	488820	531598	485928	516150	480209	518490
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	4	4	40260.1	34002.5	46788.5	44187.9	45829.2	47973.5	41019.6	43734.9	48565.5	61712	44332.8	47707.2	55738.2	50005	51353.4	56024.2	48726.1	50062.3
Q9H0B6	KLC2_HUMAN	KLC2	Kinesin light chain 2	9	8	121764	121622	104308	118073	107869	117157	114606	106653	110160	134559	127343	114293	118954	124097	127459	117674	122065	120279
Q9H0C5	BTBD1_HUMAN	BTBD1	BTB/POZ domain-containing protein 1	2	2		39388.5	26336.8	36635.9	39949.3		30095.3	30455	39417		32029.3	28696.8		39309	30401	34199.9	30719.3	30230.2
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	3	3	143914	132341	141832	143000	133866	149100	146112	145019	143803	147619	131231	125300	148951	129882	135051	133615	137049	127502
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	21	21	338885	363813	362236	389163	393703	372721	366188	347128	376261	368206	357822	373837	361503	355767	357090	366397	362736	367068
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	4	4	140031	130194	120182	136632	138389	129563	129157	142089	132367	114963	113167	124946	127758	122613	128591	111776	122732	120863
Q9H0E3	SP130_HUMAN	SAP130	Histone deacetylase complex subunit SAP130	5	5	60616.2	78159	86373.6	76401.1	72919.4	72357.8	82870.6	85643.7	76157.5	71019.6	76364	74341.3	74534.9	64352.4	73683.6	75617.8	70528.8	74217
Q9H0E9	BRD8_HUMAN	BRD8	Bromodomain-containing protein 8	13	13	123578	119469	115133	121265	116686	113446	120588	110860	113072	148724	135090	133692	146675	130028	138502	143853	136440	131861
Q9H0F6	SHRPN_HUMAN	SHARPIN	Sharpin	2	2	71664.4	62234.9	71214.1	69511.8	75603.9	54772.4	57733.6	62382.1	51700.5	62362.9	70058.6	71214	65294.8	73537.4	66454.5	67740.8	51912.7	68632.7
Q9H0G5	NSRP1_HUMAN	NSRP1	Nuclear speckle splicing regulatory protein 1	6	6	55092.1	28292	45464.5	37928.1	35218.8	54039.4	53581.2	41908	49333.7	48138.3	49867.7	35554.6	50777.9	56676.3	47875.5	55325.8	47483.7	49168.9
Q9H0H0	INT2_HUMAN	INTS2	Integrator complex subunit 2	10	10	67000.6	76341.1	77428.1	77408.4	81360	73221.1	77872.7	68286.6	66779.7	71736.4	61274.4	76401.1	81295.9	75725.7	65105.9	70688.5	77180.8	74822
Q9H0H5	RGAP1_HUMAN	RACGAP1	Rac GTPase-activating protein 1	10	10	92980.4	83972.7	95856.6	91253.3	93775	95320.2	97123.3	87701.2	85098.6	94546.2	79655.8	92873.9	99630	92380.6	90416.9	91874	96709.7	89620.8
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12	4	4	41031.9	44703.8	44897.4	40936.9	45241.5	36426.2	42148.8	47926.4	41141.1	42227.3	37484.6	44848.4	42107.2	49798.4	42378.1	42025.9	46489.5	44244.7
Q9H0K1	SIK2_HUMAN	SIK2	Serine/threonine-protein kinase SIK2	3	3	48631.4	46957.2	53303.2	57159.1	71851.2	61578	60476.6		63704.1	40013.7	63584.2	61336.4	53906.4	58949.6	51352.2	56899.6	54783.5	49119.2
Q9H0K6	PUS7L_HUMAN	PUS7L	Pseudouridylate synthase PUS7L	13	13	64686.4	67305.6	72112.7	59930.5	69388.4	69575.2	59498.2	78192.2	71666.3	76095.1	67136.1	72294.3	71390.5	72282.9	67856.9	63854	71380.3	73499
Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	4	4	201075	175930	173959	174923	189247	176557	186152	161131	156231	211678	214723	206978	191791	205215	200362	184072	191070	186595
Q9H0N5	PHS2_HUMAN	PCBD2	Pterin-4-alpha-carbinolamine dehydratase 2	2	2	53775.7	47125.6	46797.3	53388.9	56292.2	47935.9	53263.7	64123.7	51936.6	41854.3	49706.5	44376.3	48577.3	47337.6	44767.2	54887.7	56866	49527.7
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	9	9	351092	341295	345262	367480	352957	403044	361193	395371	389997	336482	330896	368630	370824	357465	393718	355750	381531	403162
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	1	1									50056.2				51682.6					
Q9H0R1	AP5M1_HUMAN	AP5M1	AP-5 complex subunit mu-1	1	1	11706.2		12960.4	15663.4	9640.66		13848.7	19327.7	16033.2	16262.7	13515	16431	16565.7	14483.3	13463.4	15983.4	13930.6	15125.4
Q9H0R3	TM222_HUMAN	TMEM222	Transmembrane protein 222	2	2	46699.7	34554.8	30705.9	39735.5		32412.9	32733.9	41971.5	25002.8	35671.4	35591.4	34261.4	41316.4	30995	44818.6	50531.3		33262.1
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	6	6	102395	100756	100940	100359	98095.9	108078	98145.5	99719.1	96436.7	84433.4	91568.7	91957.6	86453.1	87476.7	87677.2	92125.6	90369.8	92969.5
Q9H0R6	GATA_HUMAN	QRSL1	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	8	8	110271	123661	121780	121369	112409	128349	105142	108261	123842	119196	108447	122474	122187	122125	118904	120710	114200	126120
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	13	12	217481	191678	186363	199760	200699	203257	198691	198610	214335	209324	209979	198709	206012	220325	192024	203591	203020	210146
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	3	1	595805	587682	623813	628918	595414	594331	624734	640184	550240	599992	619024	639422	599464	613040	577269	599006	591673	626475
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	3	3	39011.9	61847.7	58989.5	47184.1	56621	57831.5	53702.7	62692.3	61624.9	48380.7	54051.4	53590.7	46926.6	49930.4	62512.4	56632.6	55105.2	56877.4
Q9H0U9	TSYL1_HUMAN	TSPYL1	Testis-specific Y-encoded-like protein 1	1	1	189479	175893	151651	131727	140713	131149	128478	170904		155616	151519	146250	141508	145809	131868	161566	146415	154024
Q9H0V1	TM168_HUMAN	TMEM168	Transmembrane protein 168	6	6	22230.6	26517.6	22463.2	26311.5	24399.9	16576.2	18591.7	19640.8	21810	24156.5	23425	22831.4	23733.3	25654.1	24212.1	29256.8	26044.9	22622.3
Q9H0W5	CCDC8_HUMAN	CCDC8	Coiled-coil domain-containing protein 8	4	4	79806.3	77791.1	73246	96394.6	96663.5	76400.9	79863.5	80998.2	81252.5	83380.4	85581.3	82079	82733.9	80422	79286.1	82517.5	71734.1	85243.4
Q9H0W8	SMG9_HUMAN	SMG9	Nonsense-mediated mRNA decay factor SMG9	13	13	137767	128141	129003	139263	131776	136472	134797	139988	128654	145779	126017	127860	135927	133271	131176	136645	131056	132157
