Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P37325	YBCH_ECOLI	ybcH	Uncharacterized protein YbcH	1	1			406326	361260		
P37329	MODA_ECOLI	modA	Molybdate-binding periplasmic protein	13	13	3.03691e+07	3.19458e+07	3.11727e+07	3.0721e+07	3.04977e+07	3.12113e+07
P37330	MASZ_ECOLI	glcB	Malate synthase G	7	7	6.64125e+06	6.7978e+06	6.73831e+06	6.4348e+06	6.39505e+06	6.7483e+06
P37342	YJJI_ECOLI	yjjI	Uncharacterized protein YjjI	9	9	1.10057e+07	1.15007e+07	1.21518e+07	1.19088e+07	1.18148e+07	1.18507e+07
P37349	DHAM_ECOLI	dhaM	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM	7	7	1.23442e+07	1.25902e+07	1.28535e+07	1.26981e+07	1.28883e+07	1.25543e+07
P37353	MENE_ECOLI	menE	2-succinylbenzoate--CoA ligase	4	4	1.00382e+06	984441	1.17564e+06	1.16022e+06	1.00087e+06	997932
P37440	UCPA_ECOLI	ucpA	Oxidoreductase UcpA	9	9	1.97086e+07	1.93514e+07	1.91979e+07	1.9499e+07	1.88913e+07	1.9957e+07
P37595	IAAA_ECOLI	iaaA	Isoaspartyl peptidase	1	1						306695
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	5	5	1.86477e+07	1.85012e+07	1.90664e+07	1.97988e+07	1.85721e+07	1.87829e+07
P37617	ATZN_ECOLI	zntA	Lead, cadmium, zinc and mercury-transporting ATPase	11	11	8.16437e+06	7.83577e+06	7.27459e+06	7.80266e+06	7.4888e+06	7.49878e+06
P37624	YHIH_ECOLI	yhiH	Uncharacterized ABC transporter ATP-binding protein YhiH	1	1	369908	429153		419078	342725	483863
P37626	YHII_ECOLI	yhiI	Uncharacterized protein YhiI	8	8	2.27922e+06	2.59384e+06	2.54573e+06	2.75701e+06	2.55329e+06	2.73525e+06
P37631	YHIN_ECOLI	yhiN	Uncharacterized protein YhiN	4	4	4.35386e+06	4.47145e+06	4.12752e+06	4.40915e+06	4.19396e+06	4.44187e+06
P37634	RLMJ_ECOLI	rlmJ	Ribosomal RNA large subunit methyltransferase J	12	12	2.74998e+07	2.66199e+07	2.61324e+07	2.68119e+07	2.74641e+07	2.70802e+07
P37636	MDTE_ECOLI	mdtE	Multidrug resistance protein MdtE	13	13	2.06754e+07	2.05036e+07	2.02327e+07	1.93265e+07	2.07269e+07	2.02358e+07
P37637	MDTF_ECOLI	mdtF	Multidrug resistance protein MdtF	5	5	1.07081e+06	1.03067e+06	1.01471e+06	1.27028e+06	1.04052e+06	1.13072e+06
P37646	YHJH_ECOLI	yhjH	Cyclic di-GMP phosphodiesterase YhjH	2	2	439438	438139	275401			461167
P37647	KDGK_ECOLI	kdgK	2-dehydro-3-deoxygluconokinase	7	7	1.23185e+07	1.25444e+07	1.26056e+07	1.17093e+07	1.25832e+07	1.24814e+07
P37648	YHJJ_ECOLI	yhjJ	Protein YhjJ	8	8	1.68958e+07	1.66487e+07	1.66192e+07	1.58594e+07	1.66248e+07	1.65987e+07
P37650	BCSC_ECOLI	bcsC	Cellulose synthase operon protein C	12	12	5.19934e+06	5.34871e+06	4.75276e+06	5.43296e+06	4.88958e+06	5.21729e+06
P37651	GUN_ECOLI	bcsZ	Endoglucanase	5	5	7.39915e+06	7.31921e+06	7.86485e+06	7.90101e+06	7.51457e+06	7.67749e+06
P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	13	13	1.27591e+07	1.32386e+07	1.3336e+07	1.321e+07	1.24202e+07	1.30502e+07
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	5	5	1.27866e+07	1.27508e+07	1.19756e+07	1.22111e+07	1.28014e+07	1.26923e+07
P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	4	4	4.10879e+06	4.22432e+06	3.97132e+06	3.97352e+06	4.18655e+06	3.82384e+06
P37659	BCSG_ECOLI	bcsG	Protein BcsG homolog	3	3	1.97584e+06	1.62863e+06	1.70024e+06	2.13468e+06	1.98626e+06	1.73777e+06
P37665	YIAD_ECOLI	yiaD	Inner membrane lipoprotein YiaD	6	6	3.23241e+07	3.22919e+07	3.26971e+07	3.36812e+07	3.13167e+07	3.2226e+07
P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	10	10	8.95579e+07	8.95454e+07	9.38098e+07	9.12359e+07	8.97781e+07	9.19654e+07
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	5	5	4.71921e+06	4.87123e+06	4.99085e+06	5.75198e+06	4.89043e+06	4.72842e+06
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	22	22	1.99523e+08	1.98258e+08	1.94729e+08	1.98186e+08	2.00583e+08	2.00836e+08
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	5	5	2.08611e+06	2.46887e+06	2.02028e+06	2.31462e+06	2.11271e+06	2.07029e+06
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	8	8	1.68e+07	1.72196e+07	1.7229e+07	1.63816e+07	1.643e+07	1.69816e+07
P37747	GLF_ECOLI	glf	UDP-galactopyranose mutase	2	2		5.45987e+06	5.01784e+06	5.90224e+06	5.42852e+06	5.28209e+06
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	11	11	2.53143e+07	2.54981e+07	2.63096e+07	2.6428e+07	2.56832e+07	2.60487e+07
P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	14	14	4.3776e+07	4.41348e+07	4.77035e+07	4.58977e+07	4.62067e+07	4.52336e+07
P37774	YECC_ECOLI	yecC	Uncharacterized amino-acid ABC transporter ATP-binding protein YecC	1	1					153735	
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	5	5	5.84578e+06	5.79165e+06	4.54596e+06	5.05225e+06	5.21401e+06	5.10686e+06
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5	4.50059e+07	4.59079e+07	4.59491e+07	4.59834e+07	4.69579e+07	4.40143e+07
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	5	5	2.59614e+06	2.76143e+06	2.70238e+06	2.53314e+06	2.21832e+06	2.55543e+06
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	16	16	2.47992e+07	2.38134e+07	2.4434e+07	2.494e+07	2.37682e+07	2.49816e+07
P38051	MENF_ECOLI	menF	Menaquinone-specific isochorismate synthase	2	2		751808	743841		830382	698739
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	23	23	1.88482e+07	1.83559e+07	1.72478e+07	1.81322e+07	1.81358e+07	1.85451e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	13	13	7.09023e+07	7.18503e+07	7.12436e+07	7.09221e+07	7.02947e+07	7.06394e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	3	3	1.70759e+06	1.80935e+06	1.77985e+06	1.62438e+06	1.85857e+06	1.60147e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	3	3	2.82615e+06	2.57443e+06	2.93306e+06	2.14828e+06	3.01554e+06	1.68745e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	15	15	2.9704e+07	3.00652e+07	2.90987e+07	2.95053e+07	2.89186e+07	2.88497e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	3.08338e+06	3.2934e+06	2.88614e+06	3.46138e+06	3.35496e+06	3.14786e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	4	4	7.34966e+06		7.82731e+06	8.74543e+06	6.77854e+06	8.2253e+06
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	1.00834e+08	1.03327e+08	1.04625e+08	1.03013e+08	9.88628e+07	1.05111e+08
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	5	5	1.35434e+06	1.72891e+06	2.00357e+06	1.68208e+06	1.87224e+06	1.94494e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.34105e+08	1.33373e+08	1.37705e+08	1.38386e+08	1.29017e+08	1.35899e+08
P39187	YTFJ_ECOLI	ytfJ	Uncharacterized protein YtfJ	2	2			3.59625e+06	3.4225e+06		3.33183e+06
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	8	8	4.37022e+07	4.38475e+07	4.15023e+07	4.38314e+07	4.54014e+07	4.34775e+07
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	2	2	1.03366e+06	1.12258e+06	1.08959e+06		1.32054e+06	1.11911e+06
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	2	2	5.32005e+06	6.35804e+06	5.79903e+06	5.18952e+06	5.50058e+06	5.53462e+06
P39285	YJEP_ECOLI	yjeP	Uncharacterized MscS family protein YjeP	1	1			1.30799e+06			
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.14804e+07	1.13071e+07	1.13537e+07	1.15512e+07	1.10465e+07	1.1014e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	2	2	3.2044e+06	4.18945e+06	3.75684e+06	3.43922e+06	4.12793e+06	4.08592e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	1	1	1.2812e+06	1.02378e+06	923603	1.26461e+06	1.07133e+06	1.13005e+06
P39304	ULAD_ECOLI	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	2	2		283151	291061		314346	299514
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	1.95277e+06	1.98105e+06	2.04104e+06	2.06812e+06	2.08671e+06	2.01968e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	4	4	1.20939e+07	1.31759e+07	1.3405e+07	1.28229e+07	1.33676e+07	1.17095e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	12	12	3.0242e+06	3.20981e+06	3.18188e+06	3.03667e+06	3.15144e+06	3.03018e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	3	3	3.91962e+06	4.1073e+06	3.92945e+06	3.96082e+06	4.20368e+06	3.48937e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.12034e+06	1.27729e+06	1.88423e+06	1.76363e+06	1.53556e+06	1.634e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	8	8	3.43186e+06	3.56725e+06	3.87808e+06	3.63779e+06	3.67799e+06	3.56618e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	2.69028e+06	3.05054e+06	3.28498e+06	2.67296e+06	2.88706e+06	3.24159e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10	1.765e+07	1.86841e+07	1.79406e+07	1.83311e+07	1.79356e+07	1.85482e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	3	3	3.37646e+06	3.56907e+06	3.31739e+06	3.50661e+06	3.35441e+06	2.84084e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	4	4	1.50764e+06	1.6517e+06	1.49285e+06	1.35716e+06	1.50265e+06	1.33632e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	9	9	1.92212e+06	1.97982e+06	2.01686e+06	2.16581e+06	2.06103e+06	1.86463e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	5	5	1.94629e+07	1.89822e+07	1.93508e+07	1.79735e+07	1.9145e+07	1.79463e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	9	9	2.12407e+06	2.30325e+06	2.07004e+06	2.14023e+06	2.22871e+06	2.1508e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	3.81466e+07	3.81476e+07	3.81303e+07	3.7925e+07	3.71025e+07	3.75971e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	5	5	809153	1.33014e+06	1.19359e+06	1.11917e+06	1.22785e+06	1.20493e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	1.4941e+06	1.44304e+06	1.49078e+06	1.2446e+06	1.16558e+06	1.42213e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.19132e+07	1.06951e+07	1.10033e+07	1.12294e+07	1.13531e+07	1.15582e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	7.35179e+06	8.28489e+06	6.8214e+06	7.21539e+06	7.72663e+06	7.37287e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	3	3	623586	819015	752165	640664	791380	713112
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	2	2	2.61199e+06	2.57301e+06	2.44071e+06	2.67009e+06	2.67542e+06	2.37947e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	5.64553e+07	5.33536e+07	5.59921e+07	5.42156e+07	5.3952e+07	5.66442e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.52325e+06	1.42526e+06	1.52498e+06	1.48614e+06	1.48891e+06	1.51936e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	11	11	1.19282e+07	1.23684e+07	1.19151e+07	1.19594e+07	1.25593e+07	1.24897e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	7.81037e+06	8.01121e+06	7.58996e+06	7.9159e+06	7.67907e+06	7.67954e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	7.74687e+06	8.15452e+06	8.64466e+06	9.39922e+06	8.71516e+06	8.62348e+06
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	5	5	729685	571944	629871	717622	706464	663567
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	14	14	1.57634e+07	1.58887e+07	1.59853e+07	1.60748e+07	1.64779e+07	1.57186e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	5	5	2.92534e+06	3.23993e+06	3.15535e+06	2.72158e+06	3.41202e+06	3.1044e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		1	1			5.59474e+06	5.01096e+06		4.92054e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	5	5	1.37235e+07	1.2957e+07	1.33111e+07	1.49029e+07	1.21754e+07	1.37469e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	3.04578e+06	3.87447e+06	3.84681e+06	3.6655e+06	3.8782e+06	3.77329e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	8.84536e+06	8.84153e+06	8.78997e+06	8.22123e+06	8.83383e+06	8.72792e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	986591	1.029e+06		970874	962155	760329
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	6.36136e+06	7.00766e+06	6.45894e+06	6.79294e+06	6.83941e+06	7.31487e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1	6.16557e+06	4.47135e+06	5.47713e+06	4.57313e+06	5.2779e+06	
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	6	6	2.81426e+06	2.89502e+06	2.80763e+06	2.66755e+06	2.68404e+06	2.72164e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	18	18	1.26701e+07	1.28659e+07	1.31846e+07	1.25362e+07	1.29635e+07	1.27925e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.76241e+07	2.84745e+07	2.69004e+07	2.79834e+07	2.66922e+07	2.74707e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	20	20	4.22674e+06	4.47975e+06	4.13147e+06	4.35262e+06	4.26544e+06	4.25934e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	553338	531888	631943	571819	636997	719571
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	2	2	4.26108e+06	4.27625e+06	4.02576e+06	4.28502e+06	4.05177e+06	4.05075e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	12	12	4.50537e+06	4.30841e+06	3.99412e+06	4.43402e+06	4.99029e+06	4.38932e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	11	11	6.74338e+06	6.65626e+06	6.35109e+06	6.8016e+06	7.10805e+06	6.52324e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	2	2	1.60038e+06	1.37991e+06		1.73438e+06	1.38571e+06	1.87275e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	5.26474e+06	5.45429e+06	5.3956e+06	5.7239e+06	5.50596e+06	5.19411e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	15	15	2.69494e+07	2.66152e+07	2.5783e+07	2.57733e+07	2.6273e+07	2.56924e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	3.8209e+06	4.096e+06	3.67377e+06	3.72631e+06	3.71212e+06	3.75726e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	3.27278e+06	2.64154e+06	3.06864e+06	3.73126e+06	3.1341e+06	3.5875e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	3.08897e+06	3.07724e+06	3.36628e+06	3.21182e+06	3.56921e+06	3.22632e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17	2.45584e+08	2.41095e+08	2.3861e+08	2.45987e+08	2.28317e+08	2.39051e+08
P45524	YHET_ECOLI	yheT	Putative esterase YheT	2	2				375395	458206	
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	3	3	6.29737e+06	8.1541e+06	8.36809e+06	7.10424e+06	6.93175e+06	8.07956e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	3.56943e+06	3.43447e+06	3.70114e+06	3.05431e+06	3.15048e+06	3.24954e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	2	2	1.4233e+06	1.29061e+06	1.37969e+06	1.48919e+06	1.52711e+06	1.33557e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1		192481	166081	164193	232542	157561
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2		4.6171e+06	4.37467e+06		4.28577e+06	4.69593e+06
P45577	PROQ_ECOLI	proQ	ProP effector	13	13	9.61312e+07	9.72533e+07	9.79236e+07	9.69365e+07	9.95873e+07	9.34674e+07
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	1.49197e+08	1.45747e+08	1.66824e+08	1.59667e+08	1.51857e+08	1.6598e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.55028e+07	1.56883e+07	1.43457e+07	1.52608e+07	1.48185e+07	1.52567e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	2.54581e+06	2.93727e+06	2.98744e+06	2.88383e+06	3.31759e+06	3.32869e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	5	5	6.43323e+06	7.29231e+06	7.44001e+06	6.94616e+06	6.68652e+06	6.77242e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.61662e+06	1.41421e+06	1.19116e+06	1.31632e+06		1.60914e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.26185e+07	1.23322e+07	1.23498e+07	1.22302e+07	1.26263e+07	1.29156e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	1	1	699646				1.25121e+06	876950
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	5.16808e+06	5.07623e+06	6.30803e+06	4.94179e+06	6.1135e+06	5.31812e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	652818	857005	694925	958580		711716
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.6033e+07	3.53859e+07	3.69413e+07	3.60947e+07	3.71438e+07	3.66899e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	7.2816e+07	7.65404e+07	7.39462e+07	7.13365e+07	7.57313e+07	7.28694e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	4	4	284790	404456	444472	433354	460339	361546
P46837	YHGF_ECOLI	yhgF	Protein YhgF	29	29	3.60835e+07	3.62481e+07	3.57758e+07	3.6008e+07	3.61723e+07	3.60507e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	3.34611e+06	3.87259e+06	5.0255e+06	4.89373e+06	4.43579e+06	4.67126e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	11	11	3.20863e+07	3.2748e+07	3.06492e+07	3.17069e+07	3.28011e+07	3.19701e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	1	1	2.10274e+06	2.31465e+06	2.36594e+06	2.12204e+06	2.61534e+06	2.28147e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2		2.86622e+06			2.98828e+06	3.36995e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	7	7	1.17442e+07	1.42476e+07	1.40836e+07	1.29182e+07	1.29568e+07	1.3339e+07
P50456	MLC_ECOLI	mlc	Protein mlc	4	4	4.2851e+06	4.53016e+06	4.46831e+06	4.49464e+06	4.38788e+06	4.42672e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	1	1	2.60274e+06	1.99494e+06	2.16701e+06	1.90277e+06	2.18399e+06	2.29743e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.46224e+07	1.52972e+07	1.54577e+07	1.4409e+07	1.32781e+07	1.56372e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	3.79672e+06	3.94391e+06	3.63753e+06	3.68834e+06	4.06047e+06	3.86827e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.99255e+06	6.29678e+06	6.488e+06	6.82856e+06	6.15404e+06	6.05203e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	2.79656e+06	2.99892e+06	3.03897e+06	4.21826e+06	2.26222e+06	4.07483e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.16579e+07	2.29162e+07	2.14588e+07	2.32475e+07	2.01437e+07	2.16223e+07
P52062	YGGW_ECOLI	yggW	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	1	1		743062			1.0403e+06	885714
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	2.38872e+06	2.03079e+06	2.14874e+06	2.41849e+06	1.95408e+06	2.1329e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1				1.22483e+06	1.46326e+06	1.54079e+06
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.61203e+07	1.63713e+07	1.53091e+07	1.58353e+07	1.66221e+07	1.60963e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.67948e+07	1.7461e+07	1.66511e+07	1.68866e+07	1.67451e+07	1.72806e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	3	3	632484		797797		607093	1.02381e+06
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	414771	434176	540766	443692	403660	472624
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	869337	1.08855e+06	1.11134e+06	1.15458e+06	899528	859838
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	854471	632160	950705	714388	903973	799515
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	12	12	2.8385e+07	2.73089e+07	2.96549e+07	2.72499e+07	2.72496e+07	2.92795e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	1.52438e+06	2.05539e+06	1.91027e+06	1.9687e+06	2.38839e+06	1.86613e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	13	13	6.99403e+06	7.60382e+06	7.78659e+06	7.25757e+06	7.45985e+06	7.02765e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.07994e+08	1.09381e+08	1.14461e+08	1.14094e+08	1.12905e+08	1.0986e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	2	2	4.22118e+06	3.93457e+06	4.93054e+06		3.6524e+06	3.84201e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		2	2			6.60795e+06	6.21848e+06		6.69025e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	1	1			1.27345e+06			
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	4	4	5.35693e+06	5.75875e+06	4.50357e+06	6.45162e+06	5.14372e+06	4.92454e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.50496e+06	3.83824e+06	3.66695e+06	3.72767e+06	3.39342e+06	3.69393e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	21	21	1.92735e+07	1.999e+07	1.95419e+07	1.89881e+07	1.95728e+07	1.98206e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	14	14	6.59926e+06	6.57571e+06	6.68749e+06	6.48847e+06	6.63846e+06	6.44889e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	6	6	3.04099e+07	3.14414e+07	3.09318e+07	3.21435e+07	3.36357e+07	2.99974e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.19466e+07	2.15597e+07	2.32774e+07	2.23566e+07	2.1108e+07	2.2938e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	6.29659e+08	6.27134e+08	6.93826e+08	6.62204e+08	6.23337e+08	6.81289e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.17237e+09	1.12128e+09	1.0326e+09	1.12222e+09	1.07765e+09	1.10779e+09
