Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d
Q9UGC7	Q9UGC7		MTRF1L		12898	17061.7	13745.9	14849	16874.4	15942.2	11113.4	18117.1	15524	15172.8	16490.5	14367.1	12553.2	16729.5	13876.2	16309.5	17229.5	18243.9
Q9UGI8	Q9UGI8		TES		155861	165687	157209	156963	149455	142651	164037	167895	167350	164239	165501	162641	152984	160421	167598	171629	166510	169110
Q9UGJ1	Q9UGJ1		TUBGCP4		44092.5	41701.4	43475.6	45585.4	42540.1	44658.2	46118.5	44133.1	42484.1	43043.2	46272.6	42494.7	44233.2	44148.8	44893.6	42860.5	43920.9	44036.1
Q9UGL1	Q9UGL1		KDM5B		66525.7	66979.7	62549.2	66194.7	60805.7	62058	63192.8	65331.8	63728.9	62734.3	65629.4	66001.2	66353	64364.6	64399.4	65057.6	63043.3	63559.5
Q9UGM6	Q9UGM6		WARS2		24030.7	22372.7	15854.7	22650.4	18793.6	17316	17913.4	19215.1	17111.7	17259	23292.3	22605.9	19642.1	22280.8	23239.2	21090.3	19860.1	22895.2
Q9UGN5	Q9UGN5		PARP2		15114.3	16762.4	14522.9	14548.3	15434.6	14439	15779.1	15268.7	15975.9	15065.6	14415.1	16452.2	16481	14487.1	15774.8	15247.6	15747.3	14746.4
Q9UGP4	Q9UGP4		LIMD1		34320.9	36103.9	34507.6	34915.3	30729.6	29618.8	37328.9	39019.8	35582.3	36369.3	34759.1	35780.7	31068.8	34896.2	35736.5	37903.1	37702.9	37278.1
Q9UGP8	Q9UGP8		SEC63		21447.7	20501.2	20133.6	21581.2	20079.2	20106	21554.6	18758.9	19369.7	19729.7	21289.4	21661.7	20088.3	19648.5	19884.3	20242.3	21590.9	20864.6
Q9UGR2	Q9UGR2		ZC3H7B		28780	27020.5	27814.6	28631.4	29266.6	26699.9	32236.3	27409.3	28585.1	28614.6	30339.3	28445.2	29776.1	30412.6	30091.8	31765.9	29674.1	29548.4
Q9UGU0	Q9UGU0		TCF20		21343	22195.5	22258.9	21815.5	22989.2	21234.6	21567.3	22123.7	20791.6	20900.3	21319.1	22221.3	21550.4	20683.4	21687.4	21945.8	21811.5	20566.3
Q9UGU5	Q9UGU5		HMGXB4		1871.96	2492.44	2272.09	1626.99	2770.97	1876.74	2048.99	2268.87	1950.15	1801.19	2772.47	2515.89	2122.16	1770.31	1684.92	1826.18	2176.07	1521.75
Q9UGV2	Q9UGV2		NDRG3		151384	159109	162579	156157	157483	149789	166671	169693	160476	155791	161422	158133	153527	166948	165689	170650	160234	174718
Q9UGY1	Q9UGY1		NOL12		1157.39	1251.15	1859.23	1097.03	1235.59	1007.7	1174.49	1719.84	1016.07	2007.9	1155.32	1678.34		957.275	1140.12	2429.99	1672.65	970.753
Q9UH17	Q9UH17		APOBEC3B		99044.8	99376.9	96976.5	100936	100991	100314	104402	101886	101267	100180	107752	102362	104735	104235	103734	106175	105360	107402
Q9UH36	Q9UH36		SRRD		10714.1	10476	10218.1	9001.93	9282.35	8546.43	8621.54	9101.88	8175.4	8286.42	9623.79	9612.65	8883.17	9686.53	10633.5	9076.22	11474.8	11361.4
Q9UH62	Q9UH62		ARMCX3		17387.9	18208.4	16826.5	17513.6	16851.4	15956.3	20151	19345.8	18372.7	18626.4	20466	18476.7	16343.4	19333.3	19308.6	19975.9	19433.1	21083.3
Q9UH65	Q9UH65		SWAP70		8628.08	9178.4	8267.47	7930.62	8406.88	7773.45	9320.03	6856.59	7675.28	7252.06	8405.82	7546.48	6978.42	9567.3	7640.88	8272.05	8291.15	7924.9
Q9UH92	Q9UH92		MLX		8029.34	8713.69	7541.86	7155.01	7361.9	6973.54	7110.69	8116.75	7956.44	7867.55	7959.95	7494.49	8211.57	8355.96	7891.17	8154.8	8185.88	8268.53
Q9UHA2	Q9UHA2		SS18L2		12662.2	14522.6	11507.1	13310.7	10952.6	15931.5	13757.6	15577.5	15648.5	13999.3	15471.8	13526.1	15825	13262.6	19268.2	15417.4	16297.8	13974.1
Q9UHA3	Q9UHA3		RSL24D1		9324.42	9945.74	8393.24	10456.4	8268.82	9579.12	9079.27	8700.15	8160.16	8510.65	7540.85	9214.29	9631.72	8801.71	8563.8	10299.6	9985.69	7594
Q9UHA4	Q9UHA4		LAMTOR3		74131.5	75486.4	71077.4	72999.5	74605.3	69625.9	73122.5	64151	72661.4	74527.3	71274.9	73498.8	73933.1	71466.2	69461.7	67918.4	70177.3	69462.9
Q9UHB4	Q9UHB4		NDOR1		9149.82	8775.19	7921.41	7829.97	8383.27	7500.48	9966.09	9608.92	8380.32	8862.36	6393.53	8547.03	7872.93	7869.01	7554.16	8667.09	8408.96	7649.54
Q9UHB6	Q9UHB6		LIMA1		179530	174467	184893	170449	176736	173185	178106	169408	175806	166694	176333	180751	175157	178758	180819	173446	171883	180144
Q9UHB7	Q9UHB7		AFF4		10983	9169.34	8444.29	9793.3	8940.33	8412.59	9972.83	11292.4	10496.5	11025.9	8319.05	9429.13	9399.21	9766.58	8954.88	11234.7	11098.3	9246.26
Q9UHB9	Q9UHB9		SRP68		120016	121835	118527	127230	122676	122227	129332	129103	129469	120767	128458	122293	121302	128655	131066	129512	130975	134261
Q9UHC7	Q9UHC7		MKRN1		55271.9	54902.4	58657.3	55597.8	52601.7	51831.5	56780.3	56348.1	56057	56129.1	57573.8	61535.4	58428.7	57741.5	55680.8	60891.9	53706.4	59359.2
Q9UHD1	Q9UHD1		CHORDC1		228256	223816	226358	232325	219234	220918	227318	226291	229512	219634	241317	236290	235344	232392	233181	227005	234010	236686
Q9UHD2	Q9UHD2		TBK1		131255	132452	126978	125756	127678	127020	123925	126591	125363	129179	128894	135351	131690	121018	127330	128741	128344	131931
Q9UHD8	Q9UHD8		SEPTIN9		257149	255697	239708	248133	247758	247169	261680	273457	266874	256284	267288	250483	254848	258328	263957	272887	273186	263738
Q9UHD9	Q9UHD9		UBQLN2		51350.9	53748.7	47321.1	49129.7	47512	46339.1	50462	52157.9	50099.2	50966.5	51406.8	51574.3	46249.7	48040.9	51260.8	52378.1	52034.1	52505.4
Q9UHF1	Q9UHF1		EGFL7		5666.4	5483.51	5662.84	5835.34	5481.69	4905.74	5356.72	5488.35	4967.8	6471.89	5229.75	5673.56	6036.33	7247.49	5123.96	6557.33	8106.77	6044.78
Q9UHF7	Q9UHF7		TRPS1		1827	1936.94	1490.59	1434.94	1670.37	890.653	1789.07	1270.92	1497.17	1822.42	1258.17	1387.51	1624.39	1720.9	1312.08	2141.21	1735.11	1477.93
Q9UHG3	Q9UHG3		PCYOX1		33054	32820.3	34824.3	33668.8	36712.1	36605.6	35043.3	35172.8	35993.3	31208.1	33933.3	36022.9	33216	34489.5	34977.4	35311	33443.9	35261.8
Q9UHI6	Q9UHI6		DDX20		66713.1	66151.7	66564.4	66486.8	66314.4	62731.4	65700.4	67677.1	66195.5	63233.6	67792.4	65076.4	63780.4	66148.3	65496.2	65524	67083	66354
Q9UHJ6	Q9UHJ6		SHPK		66497.6	68840.7	66191.7	68202.1	67119.6	68871.1	66206.7	67066.7	65708.6	66922	66581.4	67578.3	66283.1	66481.4	66103.5	64603	68460.4	64158
Q9UHK0	Q9UHK0		NUFIP1		18179.4	16283.2	19787	18978.9	20624.1	19277.2	17917.1	17029.4	17080.5	16163.8	18577.3	19115.1	19276.4	16934.7	18482.3	18038.3	18006.9	17889.4
Q9UHL4	Q9UHL4		DPP7		46242.2	46849.1	47121.2	45421.3	42369.9	42463.1	45370.1	46584.4	47665.4	46828.9	45505.2	46259.8	46107.2	47526.1	44681.4	48592.4	47267.9	47475.3
Q9UHN1	Q9UHN1		POLG2		51427.8	50351.2	51225.8	50957.4	49665	49463.7	49021.3	49857.1	49530.3	49699.9	51365.2	51293.4	48190.9	48403.1	45567	48907.3	49782.5	46387.5
Q9UHP3	Q9UHP3		USP25		37608.2	36492.9	36769.4	37017.4	38640.4	35005.6	36130.2	39616.7	38029.9	38037.1	38178.3	37737.2	37834.2	37518.9	39049	38580.5	37739.9	36750
Q9UHQ1	Q9UHQ1		NARF		47379	48639.9	47331.4	46505.1	46450.9	46420.7	46317.2	48136	47265.5	48254.8	47414.1	51100.7	48600.7	47454.5	47909.8	47552.6	49731.8	48797.9
Q9UHQ4	Q9UHQ4		BCAP29		9987.66	9927.04	9685.45	8926.06	9080.79	7099.11	9556.26	6995.9	10612.7	5302.6	10604.6	8063.84	9093.06	8745.6	9181.68	10888.2	8203.34	10674.9
Q9UHQ9	Q9UHQ9		CYB5R1		39877.6	39233.9	38585	39486.3	39978.7	38486.4	40226.3	42343	39685.4	40225.5	40341.3	41891.4	40453.6	40426	37573.4	42391.1	40189	39904.5
Q9UHR4	Q9UHR4		BAIAP2L1		70288.3	68445.4	73885.9	70843.7	71782.4	69842.8	70858	68315	70336	72617.3	72586.8	76175.3	73496.2	67150.2	66187	73089.3	71916.7	71160.6
Q9UHR5	Q9UHR5		SAP30BP		31897.4	31841.3	28837.8	32084.4	31143.6	30618.9	31124.3	36732.3	33725.8	32678.3	32061.7	29724.3	30683.9	34094.8	40041	34805	33324.1	36443.1
Q9UHR6	Q9UHR6		ZNHIT2		27144.5	25425.9	24308.8	24910.8	24074.3	24567.4	24852.1	25070.3	23796.5	24370.5	26515.2	25144.9	27511.4	26245.2	23587.1	24869.4	24890.3	24113.7
Q9UHV7	Q9UHV7		MED13		17046.2	15697.4	16324.4	16018.1	13942.6	14927	15938.5	18004.5	15762.6	15769.4	16765.1	16773.6	14230.3	16301.1	17175.1	16997.2	15806.4	17143.7
Q9UHV9	Q9UHV9		PFDN2		113130	108262	107165	105083	96659	106149	103372	115262	122878	109737	103913	118455	103620	109178	110910	112655	117625	117232
Q9UHW5	Q9UHW5		GPN3		72425.1	69546.3	72433.6	72620.6	68856.3	71891.9	69303.2	78514.5	74594.1	74325.8	71017.4	76543.7	71089.4	74078	71909.7	80023.6	76116	72190.9
Q9UHW9	Q9UHW9		SLC12A6		3899.64	4038.56	3957.61	4160.44	4414.78	4085.25	3850.73	3936.16	3793.11	3813.46	3687.08	4144.58	3879.53	3827.44	3720.22	3394.05	3375.63	4036.72
Q9UHX1	Q9UHX1		PUF60		1.27512e+06	1.31044e+06	1.24184e+06	1.25962e+06	1.22506e+06	1.22269e+06	1.34814e+06	1.37435e+06	1.36469e+06	1.30352e+06	1.34186e+06	1.3237e+06	1.31305e+06	1.38889e+06	1.38146e+06	1.42181e+06	1.38239e+06	1.417e+06
Q9UHY1	Q9UHY1		NRBP1		112546	110578	107316	111241	109586	107130	118158	108111	109011	111969	111263	113701	112509	111239	113900	112326	109164	111795
Q9UHY7	Q9UHY7		ENOPH1		152948	159876	146606	150780	150874	141813	149547	161453	151384	173276	148174	146805	140010	152367	160039	158532	156254	145194
Q9UHY8	Q9UHY8		FEZ2		23575.5	23327.3	22853.4	25824.8	23627.1	25851.3	24492.7	19923.9	24769.1	24026.5	24615.7	22400.3	26116.3	25158.2	20418.2	21022.3	21091.1	24240.1
Q9UI09	Q9UI09		NDUFA12		93011.9	93746	94925.6	95242.7	90747.5	97284.8	92804.1	102770	103649	92914.2	96697.6	93484.4	91432.3	102989	98338.4	103355	103458	98306.1
Q9UI10	Q9UI10		EIF2B4		82018.4	80381.8	75518.7	80041.6	76698.2	77783.8	75982.6	76271.3	78996.7	75247.9	76991.1	79832.3	82102.5	80063.6	76890.5	78356.2	78092.3	78360.8
Q9UI12	Q9UI12		ATP6V1H		154528	157165	154082	158553	155847	156893	160082	159842	160415	162550	157711	165366	157210	170667	165765	163699	160669	163703
Q9UI15	Q9UI15		TAGLN3			3319.99	1817.71	2110.44	3643.07		4652.94	2168.58	2203.63	3305.43		2335.17	4156.27	3646.38	5002.2	4811.71	2932.37	
Q9UI26	Q9UI26		IPO11		357645	344654	355345	352304	362299	349165	357297	367313	365811	351716	357917	353560	342690	356270	360920	356945	362271	362384
Q9UI30	Q9UI30		TRMT112		147085	135457	139137	145744	134958	131236	143649	145418	138793	139698	136228	143920	141629	135666	149419	143116	148688	147590
Q9UI43	Q9UI43		MRM2		5168.91	6625.57	4307.37	5383.7	4530.61	4953.62	7134.76	6484.93	6839.14	6169.73	6120.32	4934.7	4950.81	7395.32	5410.94	9077.9	7073.1	6671.23
Q9UI95	Q9UI95		MAD2L2		30097.5	32222	29499.4	28521.2	31745.4	29537.5	29088.5	26373.9	31416.9	32448.6	31426.5	29302.9	30945.2	26320.4	27259	30154.2	30297.2	30551.1
Q9UIA9	Q9UIA9		XPO7		155152	158606	152862	157347	156706	151299	154844	157391	158981	158829	154377	157931	150978	153620	155650	153647	158687	150637
Q9UIC8	Q9UIC8		LCMT1		40440.1	39530.3	38491.2	41283.6	39909.8	40257.8	43429.4	44272.5	47221.9	39531.7	47515.1	44607.6	41772.7	47622.5	42926.3	48667.4	47365.7	46435.2
Q9UID3	Q9UID3		VPS51		48093.1	51176.3	49066.1	49532.9	50427.6	50710.6	51374.6	52731.2	53904.3	49775.4	51506.8	49970.6	46654	54487.7	52050.7	53900.4	52256	50896.9
Q9UID6	Q9UID6		ZNF639		2848.96	2787.28	2582.91	2879.4	1862.89	2796.25	2249.49	2048.79	2611.72	2906.69		1967.78	2809.77	3540.43	3761.27	3711.26	3500.26	3221.56
Q9UIF9	Q9UIF9		BAZ2A		45785.6	46100.6	44392.7	44336.3	44300.1	44459.2	46713.2	47513.5	46117.6	46124.6	46897.9	44933.7	42639.3	47301.8	46694.4	46074.6	47347.4	46313.8
Q9UIG0	Q9UIG0		BAZ1B		37283	38565.8	38433.6	38092.5	38012.2	37678.8	38124.4	37964.4	37573.6	37405.2	38140.9	37949	38509.1	37562.9	38867	38532	39770	37154.2
Q9UII2	Q9UII2		ATP5IF1		23187.7	21862.1	22703	24348.3	24361.4	25999.6	24054.5	22087.8	26060.6	23799.5	25851.4	26757.5	23477.8	26352.7	27438.9	23569.2	27159.6	26666.7
Q9UIJ7	Q9UIJ7		AK3		125960	127865	120360	131913	121485	125850	122718	129199	126432	117433	130511	126454	119809	129542	133201	138071	125947	133663
Q9UIL1	Q9UIL1		SCOC		131915	138679	139267	123128	137155	132474	108187	134694	144413	139803	120941	128925	127614	124715	119673	120936	123456	120780
Q9UIM3	Q9UIM3		FKBPL		19391.1	16924.7	16698.3	16076.2	17238.8	14431.9	16219.4	18118.1	17493.3	18344	16587.6	17904.9	17405.8	17685.7	19730.1	18421.3	18237.9	17000.4
Q9UIQ6	Q9UIQ6		LNPEP		15369.6	15625.1	15730.3	15161.1	13720	15283.5	14746.2	15805.1	15158.5	15731.8	15495.9	16416.4	15616.8	14922.4	15959.5	14029.4	15782.7	15607.2
Q9UIS9	Q9UIS9		MBD1		13390.4	14420.7	13374.6	13819.3	13970.4	13984.3	11945	13484.2	13802.6	11895.6	12568.2	14396.8	14788.4	15108.7	14042.4	13792.1	14533.6	14873.6
Q9UIU6	Q9UIU6		SIX4		21627.5	20926.6	20810.7	21135.6	20650.7	21404.4	20637.2	17830.9	19306.9	20506.5	19712.3	21293.2	22347.8	19445.1	19928.2	19288.8	16928	18899.5
Q9UIV1	Q9UIV1		CNOT7		93038.7	98074.8	96605.4	100421	95326.2	99578.8	101878	110265	106742	99862.1	104474	102461	94021.7	100175	114412	104128	102398	102511
Q9UIW2	Q9UIW2		PLXNA1		64084	62596.6	65585.1	61189	64091.3	60398.2	62989.9	62432.1	61409.3	62767.5	69498.4	63887.5	65417.9	63408	61418.9	62904.8	58668.5	66662.1
Q9UJ41	Q9UJ41		RABGEF1		15551.6	16251.3	17904.1	17489.7	17206.9	16335.1	17669.9	19362.8	17276.7	18196.5	18477.3	16732	16091.1	19050.6	18623.5	19476.4	18230.2	18684.6
Q9UJ70	Q9UJ70		NAGK		39750.2	40380.9	40628.3	40758.8	42919.2	41792.8	41135.1	40298.4	39318.2	41998.9	41471.2	42158.7	41127.9	40774.7	41633	39566	35878.2	39088.4
Q9UJ83	Q9UJ83		HACL1		35221.1	35642	34823.6	34491.7	34511.5	34081.8	37468.1	34888.2	35239.5	33331.2	33654.6	34410.9	35451.5	34728.5	36142.7	33600.4	34757.3	32194.5
Q9UJA5	Q9UJA5		TRMT6		55559.7	56675.1	54493.6	56256.7	54633.3	53906.9	58139.3	57006.1	55458.5	54165.6	55835.8	57603.9	56894.1	55745	58434.4	57228.6	55995.7	56868.4
Q9UJC5	Q9UJC5		SH3BGRL2		4506.51	4216.87	3984.3	5440.27	4044.7	5009.97	7163.36	8833.17	9493.35	6066.58	5969.61		4088.46	10364.2	8974.06	8621.21	8292.8	10625.7
Q9UJJ7	Q9UJJ7		RPUSD1		26109.9	21983.2	27916.8	25259.6	25859.6	26045.3	26058.7	24164.9	24782.3	20445.3	25020.9	26848.4	26490.5	24216.3	25754.3	27095.6	27724.8	23418.4
Q9UJK0	Q9UJK0		TSR3		5562.19	3936.29	4712.53	4733.49	3709.72	3381.35	3437.44	4264.64	5982.64	4401.34	3659.65	5105.22	4186.4	3749.29	4012.75	4251.97	4343.75	4011.12
Q9UJN7	Q9UJN7		ZNF391		1887.54	1997.88	1616.37	2764.66	2754.42	1801.96	2055.81	1661.28	2697.23	2457.97	2534.08	1896.88	2250.15	1492.46	2048.58	2181.72	2104.42	2288.86
Q9UJS0	Q9UJS0		SLC25A13		146542	146335	150100	143959	147804	148012	158174	148956	157976	153957	156475	150666	147713	156132	158969	158062	156800	157765
Q9UJT0	Q9UJT0		TUBE1		19240.6	20252.1	17813	19483.2	19537.2	19475.6	20809.1	21987.6	18493.4	18870.2	17347.5	21468.1	19168.7	21973	20842.5	20081.1	18956.6	20167.3
Q9UJT1	Q9UJT1		TUBD1		3216.12	3112.85	4145.8	3310.72	1876.85	2560.7	3172.48	3276.07	2772.56	3418.87	3429.39	3436.96	2868.13	4056.26	2581.61	3190.86	4482.26	3074.84
Q9UJU2	Q9UJU2		LEF1		13352.4	15075.5	15307.4	14383.9	18036.6	14377.2	15528.2	11747.2	14581.3	14139.9	13595.1	15099.5	10802.1	14206.7	13154.5	11692.1		11513.8
Q9UJU6	Q9UJU6		DBNL		67532.4	68472.9	65180.5	61719.4	65149.5	59724.4	68428.8	74044.4	70720.9	70312.7	68951.3	65249.2	64600.6	71050.8	66283.2	77500.1	72917.8	71433.4
Q9UJV9	Q9UJV9		DDX41		65663.5	68470.6	68394.5	70758.8	68596.7	70090.8	67116	67423.1	67940.7	67754.3	64171.5	70871.5	68382.3	72693.7	69064.3	63012.5	66903.9	67786.3
Q9UJW0	Q9UJW0		DCTN4		26810.4	26717	24630	28182.6	26564.4	24748.9	25639.8	28108	27775.4	29191.1	26141.2	29063.6	26591.9	26275.2	26961.3	26368.8	26819.9	26080.9
Q9UJX2	Q9UJX2		CDC23		73196.1	70815.5	78357	77517.4	80208.5	77327.8	82773.7	72790.6	73310.3	73637.3	74246	74142.7	76388.1	78294.5	71404.5	76519.8	74179.7	72096.9
Q9UJX3	Q9UJX3		ANAPC7		212056	215121	208098	214158	209057	211572	216566	214575	211723	200326	211838	218881	214739	217421	215802	210645	211200	214613
Q9UJX4	Q9UJX4		ANAPC5		101803	102072	94456.4	98949.9	100418	95250.7	102539	101746	98186.4	98771.1	104307	100395	98289.2	99942	102390	102528	99730.3	98879.3
Q9UJX5	Q9UJX5		ANAPC4		57760.2	56669.6	55709.6	56750.3	53886.6	54242.3	51031.6	53233.8	55657.5	56349.3	53037.4	56658.9	57981.6	50583.5	53908.9	53585.9	55626.4	52883.8
Q9UJX6	Q9UJX6		ANAPC2		36394.6	36293.1	34629.3	34687.9	33973	33683.6	35042.2	33667.3	36665.1	35346.7	32935.7	37704.3	37049.9	32255.1	32917.1	33843.1	36053.7	34157.8
Q9UJY4	Q9UJY4		GGA2		27657.2	27715.8	28329.4	26437.8	25324.8	28519.9	27316.7	30091.6	29591.4	27041.3	28221.8	26842.2	29285.1	26636.6	25871.9	29186.1	28670.7	28446.4
Q9UJY5	Q9UJY5		GGA1		39783.8	43062.1	41709.7	36158.7	34581.2	32710.1	38156.5	42543.1	42535.5	38606	45171.4	40533.1	34440.6	41285.2	43061.5	42424.2	42423.3	41478
Q9UJZ1	Q9UJZ1		STOML2		482737	483244	476497	476147	469380	428060	450934	511095	482843	498896	474203	468937	465832	463410	474729	492590	474059	473776
Q9UK33	Q9UK33		ZNF580		3081.51	2480.77	4513.26	3833.21	4149.53	3771.33	2919.52	2700.14	2877.04	3527.54	4447.2	3628.14	3022.49	3132.38	4340.09	3572.87	2998.94	2785.8
Q9UK39	Q9UK39		NOCT		9730.47	8318.04	8723.79	8303.1	7847.37	8498.43	8442.69	8487.8	8859	9399.36	8654.65	8267.77	8760.44	8891.96	8854.77	7727.7	9258.57	8464.28
Q9UK41	Q9UK41		VPS28		111566	108690	102477	106973	104158	104035	118721	128122	118444	110231	120761	113418	112544	121891	119366	128493	126162	117748
Q9UK45	Q9UK45		LSM7		91756.5	109845	91754.2	107718	77452	93269.2	77755.1	111861	85262.9	92990.5	95759.4	93860.7	69252.9	86403.3	105659	98909.9	112355	102266
Q9UK53	Q9UK53		ING1		13706.9	11493.3	11335.6	11955.7	9690.27	12344.7	12325.1	11931.7	11882	11920.1	13726.5	11111.5	12562	11952.9	12024	13528.1	13906.3	11306.7
Q9UK58	Q9UK58		CCNL1		22441.8	20447.1	19567	21399.7	19725.4	21176.1	19918.6	20694.6	19809.2	21491.8	22185	20213.3	19519.3	20676.2	21080.3	19985.4	21124.3	19915.2
Q9UK59	Q9UK59		DBR1		76679.3	78122.3	73584.9	71362.8	73210.6	73997.7	76971.8	80015.2	76017.4	74515.5	75943.5	75727.6	75857.2	73054.9	76554	77792.1	76110	74937.5
Q9UK61	Q9UK61		TASOR		30115.1	30974.5	30515.1	31370	31121.7	30597.8	29898	28829.8	29317.8	30603.1	29775.9	30780.1	30553.7	29256.6	29364.1	29178.3	28689.4	28629.8
Q9UK73	Q9UK73		FEM1B		27479	26012	26719.9	27312.8	25513.8	27431.5	27744.9	23163	27080.8	24910.7	25999.8	25606.2	25961.8	25145.2	26514.3	25970.9	24343	25259.4
Q9UK76	Q9UK76		JPT1		201116	205054	187074	200230	197816	186745	204054	212395	202400	210152	195213	208065	186982	195316	194347	202548	201609	196222
Q9UK97	Q9UK97		FBXO9		22359.5	21881.8	24853.6	24349.3	23820.7	23332.1	21794.2	20355.5	20078.3	21117.8	20421.5	21480.3	23192.2	22871.5	20054.5	22432.7	19865.8	22072.4
Q9UK99	Q9UK99		FBXO3		21051.2	20267.4	21112.3	20694.5	21816.3	20195.2	19881.2	19755.7	20761.1	21291.5	21521.4	21305.3	22580.6	21796.7	21674.4	21316.1	22072.9	20558.6
Q9UKA4	Q9UKA4		AKAP11		12438.5	12608.7	12127.5	14290.2	11310	12975.7	14272.4	10684.5	13142.2	12562	11968.1	12033.5	13904.5	10504.9	11191.8	9717.48	11261.8	10449.4
Q9UKA9	Q9UKA9		PTBP2		271627	269650	309795	287992	246325	267530	254577	288686	282764	293531	278546	263488	280562	300005	277945	260544	292454	280039
Q9UKB1	Q9UKB1		FBXW11		10620.6	11611	12976.5	9369.96	11020.9	10635.8	11665.5	11210	10494.6	10387.7	10898.5	10723.4	11035.3	11269.1	13169.5	10809.3	10143.5	9192.64
Q9UKB3	Q9UKB3		DNAJC12		3469.96	4355.9	3278.15	3245.03	3804.92	2296.48	4491.74	3363.52	3500.23	4682.75	3871.94	2953.49		4067.39	5029.36	5031.1	4293.2	4388.01
Q9UKD1	Q9UKD1		GMEB2		10170.4	11006.9	10720.4	11645.4	10932.4	10068	9217.94	10014.7	10584.6	10805.8	10202.5	10846.9	10985.1	10275.6	9996.78	11012.9	8962.31	9786.3
Q9UKD2	Q9UKD2		MRTO4		163028	170245	155909	171797	162053	149881	179138	195061	191486	156313	178470	177489	164709	191266	191764	200730	192895	198487
Q9UKE5	Q9UKE5		TNIK		54847.7	55548.6	53026.1	55871.9	54814.1	51936.3	58408.1	58966.9	53880.3	58977.1	56421.3	56757.8	56450.7	59353.9	55700.8	55292.7	58004.9	57671.9
Q9UKF6	Q9UKF6		CPSF3		83330.5	83473.1	80254.4	82936	83366.3	83760.1	84360	84927.1	81318.7	78983.4	82831.7	82658.3	83690.5	86122	84520	85584.2	81473	84865.6
Q9UKG1	Q9UKG1		APPL1		9020.6	8538.68	6709.29	7387.4	7454.36	7003.69	7234.34	8946.11	7938.17	7971.3	7843.53	8558.84	8126.05	8352.74	6758.26	8830.18	6947.43	7779.65
Q9UKG9	Q9UKG9		CROT		3264.51		2833.62	4266.54	1808.76	3361.95	3142.43	2835.07		2798	2514.76	2502.23	2031.98	2253.78		3074	3408.71	
Q9UKI8	Q9UKI8		TLK1		108156	109796	95901	106705	101190	103401	97459.4	102012	97305.9	102050	102216	104590	100607	98685.3	104673	102985	100918	93623.5
Q9UKJ3	Q9UKJ3		GPATCH8		75567	80222.5	72272.8	77395.2	72943.5	70683.4	67748.6	69214	74136.9	70903.2	70660	78783.2	72983.4	71943.8	71467.4	69937.8	69595.3	69705.8
