protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P76539	22177187.43503557	20718651.78106064	21415538.62233433	21281021.999605395	20775814.470908504	21734367.12122439	0	0.7507218766946675	0.011716499736144376	False	0.040364711680630855	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AE48	66721222.1528056	61106725.184951134	62714767.697193086	62868306.44410467	64536080.68691119	61144434.442439415	0	0.7524266173886984	0.015176317366965274	False	0.04038935436175456	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39280	8287183.97358501	8857689.39333422	8324226.592846453	8923540.677278217	7055586.32186597	8818277.121358028	0	0.7527373533920985	0.03855887568451317	False	0.040413997042878264	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P51025	22083750.375035457	20032344.24957616	20342565.05003373	18963057.60268802	20902183.84625552	21569031.595030703	0	0.7527531095309783	0.023857877272093802	False	0.040438639724001975	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76658	280878910.5452945	255239394.3415613	257156479.6797468	262302813.3989027	263585150.28250995	258382546.65630755	0	0.7527933834482612	0.01646933738369765	False	0.04046328240512568	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AF03	88432601.47863439	85740587.1766867	86589768.27474955	86082717.30207436	91938623.8168451	85130759.38097043	0	0.7528786874325331	-0.013157970643842292	False	0.040487925086249384	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75883	18615142.55555834	7869771.867151584	8210412.381612911	15764936.49439163	7230346.513768022	16326281.115076363	0	0.7544486543423041	-0.18057935409873377	False	0.040512567767373095	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75828	71062.04711532188	11173383.70003262	13107370.97605444	8828514.199735818	10334922.79076762	9563165.273458757	1	0.7545686087783131	-0.23835795735151152	False	0.0405372104484968	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AG84	6464294.255516348	10161736.107969549	8438301.578031909	9404521.084312776	8920805.491080653	7936820.880288999	0	0.7547106903412348	-0.06734910882421671	False	0.04056185312962051	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADP0	35580542.06670458	26150787.14588593	28595879.830527183	29603492.870363712	29496479.32559125	28184261.402192395	0	0.7554115656851518	0.04943955341477771	False	0.040586495810744215	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P65367	15323942.876352526	16963445.94158159	16208254.098133858	16629902.374889312	16195527.268795772	16188096.848671133	0	0.7561694410221335	-0.01532481708381245	False	0.04061113849186792	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00926	5436816.37289592	8274460.117238939	5849178.899500077	7593372.915171037	8728626.313732995	4721358.26554178	0	0.7572933083287866	-0.10542494856192763	False	0.040635781172991624	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACE0	423451066.75110114	468645212.2853765	460545004.74307376	444824663.3395783	462562722.6644645	460610908.6663643	0	0.7583183335923414	-0.016287139935923046	False	0.04066042385411533	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AAT6	43224694.87886036	54023596.02144903	47976962.06352428	49817071.89551439	47757662.86573144	44085278.96961398	0	0.7591665192535662	0.035859755612802795	False	0.04068506653523904	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39406	128465863.01980564	116908140.86776364	114409309.7668826	117912272.2264245	119186678.40041842	118117978.51420105	0	0.7592030099978555	0.0184279374167684	False	0.040709709216362744	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A746	71062.04711532188	2206711.383467191	3375597.907468966	77273.22985279582	3817441.249999996	3250369.817006341	2	0.7594915079682729	-0.33783956956759614	False	0.04073435189748645	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEH3	3553148.930047952	62920.4716182855	2210631.060247478	1579731.0904553067	1725688.6249999995	1451661.963580091	1	0.7595913466497318	0.2926023501858066	False	0.04075899457861015	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACV0	71062.04711532188	62920.4716182855	2024479.9248091432	1540854.338160547	612417.5625	724670.2038310823	2	0.7610901310067401	-0.4150335790489566	False	0.04078363725973386	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AGG4	12344837.945151724	10925217.642153723	11762639.942637518	14534121.153961834	9073221.31565389	13152144.971341038	0	0.7626380548254142	-0.06941465234978732	False	0.04080827994085757	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23882	92829470.28882268	78316875.41775568	79755148.90783751	81250708.8793484	83308255.82368836	81539893.09726538	0	0.7629141730185679	0.027883102931667483	False	0.04083292262198127	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC13	130749588.86062951	126864387.8495881	120685164.96781711	129950235.71942993	126734845.52775452	124867739.83143388	0	0.7632378182254768	-0.01235529038689549	False	0.040857565303104984	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P43533	7230969.565157712	6321604.310693312	7385945.503487626	7539125.378609293	6313176.785551091	7600780.687468319	0	0.7652848556365457	-0.03502555191733532	False	0.04088220798422869	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AF61	4861452.606866676	6149394.262105786	5595969.105206098	6420102.458917456	5197861.736685066	4289363.408135566	0	0.7659696059004817	0.06208400539481548	False	0.04090685066535239	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACA7	58181053.358838856	55045788.43731327	51954629.46461086	56877392.26355184	53508478.3103517	52669829.82732172	0	0.7661199640581349	0.0186869874605604	False	0.040931493346476104	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADQ7	36736604.60955795	44305353.93015837	43394111.95306994	38156554.1465438	44905470.2522717	44442270.25229483	0	0.7674322894873851	-0.03514109881225012	False	0.04095613602759981	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACB0	46590648.25408277	41508659.94209299	41866166.60365503	43986699.01400447	42669119.452197485	41569333.95082438	0	0.7681211865996372	0.01944913743493743	False	0.04098077870872351	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9I1	188338994.7781947	160925713.39276847	168614735.1686782	170405829.43121916	166474676.8763296	172672349.2560566	0	0.7689853224188182	0.023384489490041082	False	0.04100542138984722	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77747	71062.04711532188	181256.29046406472	205197.4867587767	124567.51068439064	98412.78124999994	187723.66163939072	1	0.7690355561788287	0.15572280825524604	False	0.04103006407097092	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76053	2426819.974684084	3239709.9114971347	2030486.4563756615	2463794.0954972105	3055336.7308552004	2563031.7012684867	0	0.7694707080553483	-0.07044205309235906	False	0.04105470675209463	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6H1	660332246.4288356	651365733.661806	648457783.3683801	637865710.4535149	654468629.4473224	660481706.1790121	0	0.7698307303270036	0.005412247671920614	False	0.04107934943321834	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23538	107354762.0201894	98830765.88613904	100003862.51631314	103692640.329182	101118429.33023284	98474945.44802	0	0.7717947799384546	0.013745318732390974	False	0.04110399211434204	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07024	109449968.55234706	102586128.0751847	100321167.33551218	103017371.02627976	107010370.51214878	105183737.12736616	0	0.7725177102588551	-0.013122991983448908	False	0.041128634795465746	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7W7	443955381.97886425	597001651.7170764	564042249.142542	512143627.6342847	522177954.6948881	524846512.3602189	0	0.7741038032467364	0.0417961786165708	False	0.04115327747658945	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P02925	203008317.35961425	220136804.28644952	214400627.17956224	210342792.0280845	210330697.55369383	211935088.16764408	0	0.7753438171630285	0.011215752216158417	False	0.04117792015771316	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77748	11768749.222258728	11348901.857376864	11123087.335029349	10994019.603860924	11290029.883521678	12396467.512479294	0	0.7757538065484707	-0.018411591351877615	False	0.04120256283883687	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P63020	82702247.26309882	116536773.28982954	123203536.51174995	95958736.842807	110699566.79215866	103180436.89460774	0	0.7760247088940692	0.05752462618039098	False	0.04122720551996058	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7Y8	13595172.263038067	10324425.721354082	11874174.198328411	11760832.620099422	12496140.658120748	12469393.922864228	0	0.7769199619654547	-0.03710760610024248	False	0.04125184820108428	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64476	6316868.018589197	8276132.220773439	8339728.079105969	9160785.357834568	6847871.074113421	5837671.005421282	0	0.7774669234317715	0.07001723310336337	False	0.041276490882207986	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AET8	6706803.107366588	6361933.628167151	5724681.327909901	5723073.96780574	6379395.799877209	6363447.961845321	0	0.7778335574807027	0.02536251739932408	False	0.0413011335633317	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P67338	3297380.546679824	4289502.261498053	2822641.4529383187	2938919.4569455083	3129172.7499999967	3869012.6845801137	0	0.7781025821529357	0.06700663705710906	False	0.0413257762444554	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76046	7831835.578180369	10389157.029537192	8352562.885964394	9314116.45468885	7863047.894147349	10352203.97194617	0	0.7793962382814735	-0.05098023600821821	False	0.041350418925579106	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69222	334750591.4518976	365051532.0980885	362656025.0872883	365714544.9292364	347387528.8557337	359530533.2194284	0	0.7795169195551064	-0.013750002619846083	False	0.04137506160670281	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P09158	54040210.45362836	61305648.58739899	66048010.43759873	60898665.39933062	62394166.72378569	61423602.932919584	0	0.781969860514956	-0.02618653682740989	False	0.041399704287826515	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76177	645356012.9932468	568072955.8277081	583516526.0164514	587546653.9871826	587338006.6792358	599563465.9444214	0	0.7824125034590195	0.01817624957427661	False	0.041424346968950226	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC41	62451437.06359084	59348022.86825159	68756999.8067335	64314713.58751063	59783279.82572765	63646131.962478265	0	0.7827607662016478	0.02145074972338495	False	0.04144898965007393	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39325	8245677.948223801	6817541.67793194	6187760.673396243	8087401.573023193	5749235.33135468	6604535.227151338	0	0.7828365254348671	0.05605146852149351	False	0.041473632331197635	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33599	745110123.7970272	727777680.285536	734331193.5827069	726544309.0610864	722253038.6720874	749638034.139361	0	0.7851242281189226	0.0057526508634978156	False	0.04149827501232134	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6Y8	3314924087.933192	3619370173.971729	3629345699.387481	3463820302.556065	3618495390.770963	3583032578.4056616	0	0.7856519116250145	-0.013824040617944698	False	0.041522917693445044	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8G3	54222161.29326175	66888120.774091005	59292952.531314425	60574474.98937386	56662349.66747229	59660034.15169597	0	0.7865440855375205	0.02831677605352283	False	0.041547560374568755	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACZ4	69972227.27956499	73039767.53638737	73909403.47903875	76949644.67953601	69552207.48546319	72592061.39321892	0	0.7866290913943782	-0.014377031493168204	False	0.04157220305569247	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABH9	302482338.7990218	317741961.2732468	320766577.9209854	311347814.1659692	309384253.0095574	314904691.7681137	0	0.7867134657955324	0.008232194611033946	False	0.04159684573681617	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6E9	88393848.02359727	79380065.31816076	84552640.8155462	79701879.56018731	81006142.61840272	88361032.25490423	0	0.7867254914980581	0.018746254415876417	False	0.041621488417939875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00888	41959670.65147448	39798494.59805403	40058399.34418409	42310193.1433082	34448494.93364737	42551272.11219224	0	0.7867879703518332	0.02999583740136735	False	0.04164613109906358	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P14175	26186097.02907113	26786520.021846868	32156031.52566948	26294404.14408898	27547368.59512033	29418095.343694977	0	0.7872739395870167	0.032023455056167556	False	0.04167077378018729	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P05793	160506616.9397008	150008813.62798527	155148864.22680512	152288500.252808	155481672.99562055	155036240.07249853	0	0.7889441931461647	0.008881409859353026	False	0.041695416461310995	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P32131	84320612.16177252	77148435.76363358	81228710.41370256	85237874.82089554	79262591.90453744	80556176.06386815	0	0.7899837998539855	-0.013954471442501372	False	0.0417200591424347	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39304	924967.788976682	62920.4716182855	829400.8110115986	776828.4742043794	679430.3437660587	58653.196647363	2	0.7902368424205567	0.2625539186238192	False	0.041744701823558404	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64604	164757453.19500944	157923601.01354143	157151757.70438218	157837234.296797	162965006.9773388	161496485.27645406	0	0.7903974264224929	-0.007395185515641608	False	0.04176934450468211	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AAH4	2103164.316596059	62920.4716182855	2127723.254991077	1433278.926479176	89796.89843749993	2015906.9311711043	2	0.7920229945920944	0.278922964089394	False	0.04179398718580582	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P28631	1029929.2636873592	62920.4716182855	850504.2096932193	1217338.767719113	89796.89843749993	1023743.9561659634	2	0.7920430906681647	-0.2623258144309754	False	0.041818629866929524	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37648	74698319.58475119	81926608.02566807	75564649.22799374	76681591.47842863	79754051.37915109	77885934.97348934	0	0.7931395846388671	-0.0131866029030263	False	0.04184327254805323	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P63183	71062.04711532188	1581479.8590183214	1758807.7099458002	1649265.7356817552	942740.6297747962	1315986.5968247838	1	0.7943696786444097	-0.19608525044275446	False	0.04186791522917693	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACI6	1284014.5128177365	1724674.0181764944	1756742.241300198	1809392.619583208	1422331.808267391	1693629.696406563	0	0.7948378069128039	-0.04762082271661385	False	0.04189255791030064	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23837	6360177.522129671	5638434.978035224	5689624.057952396	5151405.444100039	6304922.500801609	5887704.793359318	0	0.7949386768821293	0.02835083963352142	False	0.041917200591424356	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P08956	41630928.40355454	42932217.19483072	46196389.68901964	45433792.6442856	43206729.129738525	43419203.2327096	0	0.7955804991609083	-0.01427439192089427	False	0.04194184327254806	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64451	18259721.356505506	19400749.21991468	20993144.35464652	19379387.20376197	20277738.43598869	19717832.76263303	0	0.7960721850781025	-0.017634570625903512	False	0.041966485953671764	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AD37	15098053.383533005	13741424.471865024	13664407.2046803	15268286.52102594	12836080.820832474	13689436.270072749	0	0.7968059140853591	0.02430565370536239	False	0.04199112863479547	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23871	31442099.34445705	27109759.196813192	31315586.32705991	29886839.547577627	29655613.316415783	29066738.62615004	0	0.7975006019030235	0.02034222541482603	False	0.04201577131591917	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39298	3720198.046132014	3221549.5181328948	3137424.087913411	3933353.6389561617	3687241.0222197217	2787810.6712490167	0	0.7980082120811591	-0.04637197375191246	False	0.042040413997042884	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37690	9906675.09203088	11255084.577492496	11682540.068381602	9527300.420381214	10580945.166539842	11998890.460263409	0	0.7980584636501498	0.03274902409561691	False	0.04206505667816659	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P67660	6318148.4013280505	7386782.557221016	9089208.641033394	7579252.080760661	6111784.038721856	8258741.422760025	0	0.7981227133978267	0.054456635118435286	False	0.04208969935929029	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P30870	6826611.910978335	5974890.826557576	5781440.637653951	6132588.421172125	6394219.214093071	5746302.449382964	0	0.7982039552821609	0.024256828392881038	False	0.042114342040414	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37903	116212089.03877196	104755136.97720917	101477078.58159682	104101308.8553726	104394742.94559082	109854955.64900216	0	0.7984597426291303	0.018431657375365215	False	0.0421389847215377	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AGL5	1292171.8030694444	872623.0689806009	829510.1774233524	1083405.1867727404	1596751.7585026713	587578.1322538548	0	0.798522852512506	-0.12606982008448905	False	0.04216362740266141	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACM2	11641304.9407421	11390384.099730542	11693555.368597046	12305935.74038866	11226597.871342532	10796529.238909235	0	0.7985438621142646	0.01655437477252223	False	0.04218827008378512	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8S1	34532814.3142506	31553678.83771753	31881411.595620293	32736974.70118133	31565517.013144363	32817762.30005956	0	0.8027012063849135	0.012536990585613974	False	0.04221291276490882	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6Z3	1582066533.8907895	1530551387.38206	1490107513.9837835	1464342508.049535	1545744247.8381488	1560674831.9765117	0	0.8035450252435467	0.010053815005650574	False	0.042237555446032526	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A968	14007157.61626668	15282995.746817846	14415428.514207644	14417958.589767491	13932463.48746126	14975132.676884117	0	0.8062327905156097	0.012599323686519824	False	0.04226219812715624	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
Q46851	5680179.0032763295	5925157.827796794	8037150.647292765	6735048.480608668	7240774.02416355	4847364.15917066	0	0.8065854338800984	0.061466751495509946	False	0.04228684080827995	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P21367	30426733.347587124	37300114.15126392	36098613.50871181	35574637.58327705	36345552.00382129	33738871.25384678	0	0.807066320234033	-0.02525621389329578	False	0.04231148348940365	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P13857	1653682.4124761198	62920.4716182855	141286.00150432964	636374.1290631068	89796.89843749993	685637.5966486704	3	0.8079704791861284	0.39611968207290527	False	0.04233612617052736	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9C5	1428069110.6670902	1378554170.376551	1360078345.236485	1401612074.734153	1387594931.8887875	1394511606.19734	0	0.8080564966236131	-0.005880028878612112	False	0.04236076885165106	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75949	20525941.06390161	22503870.71857758	19628922.129009586	20884924.90112123	22114574.996367376	20437763.39135184	0	0.8082821762131694	-0.017814915125867435	False	0.04238541153277477	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00962	546457746.34343	566000249.5442866	587948384.7525699	560818176.8498414	571823895.3598833	578197416.1775007	0	0.8084244525307235	-0.008824834279120588	False	0.04241005421389848	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P20083	35495626.55045216	30215942.407304857	28980951.051813822	32385162.088365316	29825542.39487996	30775336.7855614	0	0.8097906514425524	0.026236307968752856	False	0.04243469689502218	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P17115	22119211.493584163	19703215.433136545	20110709.558090866	20188912.605486635	20308495.84221776	20813282.23974945	0	0.8104132056334246	0.014572853198679079	False	0.04245933957614589	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEG4	28319940.885079995	39647893.79655599	40697090.512230754	35812733.51831992	35661657.59681799	33925421.01121376	0	0.8104393203103639	0.044014047779843815	False	0.04248398225726959	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AAK1	6615704.974356663	5488058.305809868	5383125.6240232745	5764773.269489624	6167599.819352223	5885700.730919269	0	0.8104449569670641	-0.027067744260093212	False	0.042508624938393295	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P61949	346774706.0076158	403636745.5970671	398427416.0828695	375842957.2627904	380370466.29525673	377744716.9839993	0	0.8104878703434295	0.01880907962496065	False	0.04253326761951701	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACL2	9076349.861924067	11119705.31523369	12170649.675717665	10229298.463136962	11706896.36211045	11216349.642338796	0	0.8123059070087177	-0.034609104843432374	False	0.04255791030064071	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31063	58067255.858701706	85717101.11329226	87888192.61717242	80182671.33427069	76712222.54659133	82602847.34993291	0	0.8127929534764031	-0.04792493725310589	False	0.042582552981764416	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8F8	12289665.924389156	11309911.030402578	13853183.598017178	14455167.33449776	11500659.373247618	12368320.870271225	0	0.8130093962208312	-0.03318164302328849	False	0.04260719566288813	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AB14	75468203.04714698	72705499.74523552	70981284.65936944	76342442.82060039	71386106.47603098	72915596.07779065	0	0.8130183270622305	-0.009769955419578022	False	0.04263183834401183	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P18133	20789322.145069603	22274137.17418733	20052853.222455088	22510900.854581177	20714063.988785878	20575501.6635829	0	0.8130738230556476	-0.015554052046287233	False	0.04265648102513554	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0C079	221546.71017814157	4489956.286319432	4323225.377307226	5548833.465429207	89796.89843749993	5096311.331140406	1	0.8131386190708056	-0.24876122277420176	False	0.04268112370625925	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC75	4751380.468623521	5114172.17132716	4306882.21144009	4306023.874191563	4679090.150021386	4959429.176105947	0	0.8134062470895345	0.023386962426931602	False	0.04270576638738295	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACQ4	116519810.31319864	112300388.0860808	104961486.20728262	119474274.43854398	108901447.81079048	109080835.6464006	0	0.8134264508681702	-0.015796997563820935	False	0.042730409068506656	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76243	35762607.90223052	30043178.448800545	31851431.03498677	31169977.69109884	31528798.37248475	33526035.271465957	0	0.8135939750803796	0.02131773347083665	False	0.04275505174963036	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9M2	140597732.32454544	131268611.84664968	133962974.11536114	133963093.23112246	135215642.31149134	134410023.40204477	0	0.8136597538343971	0.007987101347191503	False	0.04277969443075407	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AA95	8728409.044692295	8288314.978936485	8132887.166109242	8735926.284316093	7917722.544717433	8273136.410233876	0	0.8154299739941172	0.012839263141013295	False	0.042804337111877776	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23847	3541095.962071795	2643890.961952656	3240743.905756164	2668804.6009035	2898847.02297298	3575347.285963166	0	0.8158170571266545	0.04393703509939197	False	0.04282897979300148	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADE8	150419485.23381507	161130633.403137	154538401.64950326	149449946.6615072	155124481.93433607	158470826.64461428	0	0.8163034848985254	0.009450779223214068	False	0.042853622474125184	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7E1	124973481.0863779	121914491.09903874	132858551.63966598	129161528.76458322	126794181.23456036	126422399.50705115	0	0.816386045264864	-0.009963175403732632	False	0.04287826515524889	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8J4	126538700.09787405	106075854.3160294	113090256.06331678	114907331.98105083	120506121.17827372	115167184.64332768	0	0.8164561952063487	-0.020205640958704855	False	0.0429029078363726	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P05637	18786187.14018924	19510681.17010932	20301291.88153546	23555053.074200388	20462244.331585072	16268274.491427625	0	0.8168923718367904	-0.04095739524482075	False	0.042927550517496305	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P06282	15442165.557175634	13304212.21796848	13298600.296185046	13789616.879211022	14997954.679652603	13871035.121829003	0	0.8171727108328133	-0.020903352360525058	False	0.042952193198620016	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76506	106276550.60484532	110664962.50095326	105201886.82424684	102755432.42919332	110043282.99652928	111758764.39760534	0	0.8178068558429078	-0.010770968083220459	False	0.04297683587974372	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P40120	89962511.24746335	81502168.39817706	78546561.32506564	81905775.15188901	86561461.28438702	84343195.93102641	0	0.8183033539472556	-0.016063035780847192	False	0.043001478560867425	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69739	1728276.5351841017	2287330.746987463	2016462.5830658632	2191683.487986169	1933696.237482176	2041026.8568501172	0	0.8184850973883397	-0.031776878320216646	False	0.043026121241991136	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AE14	2957546.822536423	1999588.270402642	141286.00150432964	2231167.821167041	2017099.3991109703	58653.196647363	2	0.8189964597814471	0.24339386917390265	False	0.04305076392311484	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P02918	119629270.34839694	107098269.8420386	95531108.0544349	109681629.63961656	102307527.20015402	104699135.82797906	0	0.8192560114369428	0.025155540966862996	False	0.043075406604238545	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABQ2	14330117.427978124	14351992.769690895	12652864.308970476	14292051.855169464	13574406.201276734	13923155.608841952	0	0.8195807223462662	-0.015781424350487426	False	0.04310004928536225	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P22259	420583895.8373904	395044030.2767122	405775107.1332393	413169891.429228	393770276.4057542	407585279.1784324	0	0.819703509501881	0.008146615139796302	False	0.043124691966485953	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A847	107178292.4516247	109062959.6159584	106006316.74183089	109438962.39168891	105870783.64376786	107933308.33153224	0	0.8200947059617627	-0.004449896448512479	False	0.043149334647609665	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A759	69207836.92930803	54739413.41076724	56422289.13075089	59483750.66879715	60079113.99076506	57231694.51790694	0	0.8202494711082491	0.028881842336403507	False	0.04317397732873337	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P28249	31009643.703909583	30770810.860672057	29168944.208028007	31270543.35208127	24786611.97205404	32939848.637154374	0	0.8205255892723634	0.031307331566975065	False	0.043198620009857074	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
