Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d
Q9P287	Q9P287		BCCIP		235066	243051	242740	242036	239655	242329	245078	234517	246697	236583	248763	236423	239628	250994	247206	238068	239068	243875
Q9P289	Q9P289		STK26		172110	173184	166750	176819	168928	172392	181175	173848	179625	170780	181411	167554	175242	189033	189744	187816	176246	185902
Q9P2B2	Q9P2B2		PTGFRN		11537.5	13609.5	13392.9	12473.6	14178.3	13324.1	13031.2	14863.3	14578.8	12914.6	15346.8	12207.9	12392.4	14333.2	16910.4	15461.7	13529.2	14939.6
Q9P2B7	Q9P2B7		CFAP97		9662.91	8832.02	9367.2	9802.3	10026.1	8778.51	9982.93	8135.8	9353.14	8891.45	10575.3	8830.84	11668.3	8801.2	9403.23	8932.89	9523.89	8795.2
Q9P2C4	Q9P2C4		TMEM181		2291.86	2258.91	2166.02	2902.77	3632.78	3767.31	2658.82	2702.82	2269.1	2143.58	1773.93	3537.44	2254.95	2752.91	2353.31	2657.03	2156.71	2033.2
Q9P2D0	Q9P2D0		IBTK		60016.2	61063.9	56170.9	62323.9	55129.7	64744.6	56689.1	53639.2	53180.7	56130.5	55343.8	62155.3	53050.3	52615.4	45432.1	54858.5	50847.5	52478.4
Q9P2D1	Q9P2D1		CHD7		8426.88	9657.46	11609.7	9172.9	11214.5	9630.83	9545.26	7779.27	8417.13	9280.17	9094.69	9767.78	9483.24	9549.54	8799.78	10362.8	8384.42	8012.49
Q9P2D3	Q9P2D3		HEATR5B		28310	29048	30873.9	28917.9	29880.6	28304.1	30288	30585.2	31541.4	29906.3	30509.6	29591.8	28705.4	30095.7	30519.3	28645.7	30889.1	29185.1
Q9P2E3	Q9P2E3		ZNFX1		7174.95	7806.45	8442.86	7428.43	7097.01	8184.08	6627.47	6191.19	7089.73	6499.72	7252.84	6407.28	6968.03	7298.79	6980.35	6733.48	7003.36	7080.95
Q9P2E9	Q9P2E9		RRBP1		61313.8	59031.5	61642.8	60256.9	59910.5	59259.2	61045.3	61942.8	61267.8	59432.1	62749.7	61557	60749.5	61257.1	61801.4	62586.7	63123.1	60701.9
Q9P2G9	Q9P2G9		KLHL8		7518.75	8021.42	7293.75	8152.49	10302.3	8233.4	9531.61	8972.87	11256.1	7912.65	11244	7924.52	7792.64	8461.31	10115.9	9635.88	8974.16	11251.7
Q9P2I0	Q9P2I0		CPSF2		166121	161844	161732	166409	165934	164897	159065	160295	156993	156862	159245	166090	162209	158183	151732	158699	155720	152832
Q9P2J5	Q9P2J5		LARS1		273772	271231	262421	270162	262324	260261	262130	272622	273562	269430	275712	281811	268431	265661	274463	269220	275569	271960
Q9P2K3	Q9P2K3		RCOR3		55335	55972.5	50499.6	56694.8	54629	48707.9	56923.4	66337.2	66372.6	62379.6	62147.1	53223.5	51004.8	63767.9	64193.7	63742.1	68212.1	66249.1
Q9P2K8	Q9P2K8		EIF2AK4		22380.8	24104.4	24595.3	24382.2	24218.2	25010.8	25315	22390.3	22706	24651.1	25094	22766.2	24487.9	24462.7	24043.8	24041.7	23437.3	25760.1
Q9P2M4	Q9P2M4		TBC1D14		5906	5633.45	7087.67	5600.88	5671.43	5114.76	5894.55	4737.07	8201.17	5433.66	6704.85	5287.38	6001.68	6385.71	6315.97	4739.7	4391.04	6619.62
Q9P2N5	Q9P2N5		RBM27		64763.3	67141.2	67697.7	69984.3	67238.6	63954.3	72772.6	73456.5	75323	66801.4	71759.7	68884.1	71085	75185.6	70869.3	73192.2	73032	73424
Q9P2N6	Q9P2N6		KANSL3		13596.9	13351.1	11490	11464.2	13744.6	12413.9	13761.7	12075	13261.4	11878.5	12869.5	13396.3	13141.5	12874.8	12600.2	13405.6	12584.8	13536.1
Q9P2R3	Q9P2R3		ANKFY1		86870	90872.9	81804.2	82680.6	80338.5	80583.5	83524.3	82528.5	83255.1	80532.4	82626.2	83742.9	81823.7	81025.9	84809.6	80500.3	85265.5	82193.6
Q9P2R6	Q9P2R6		RERE		7914.52	7601.21	8598.54	8310.35	7376.08	8957.1	8313.75	8286.06	6943.43	7855.39	8990.26	7923.91	8047.09	6308.53	7495.73	6738.87	7447.42	7773.36
Q9P2R7	Q9P2R7		SUCLA2		47293.4	49256.3	47802.3	45365.7	44640.2	44760.6	47534.5	47229.9	52230.1	45535.3	46427	44827	46396.6	50290.5	44437.9	48248.9	46935.3	48424.9
Q9P2S5	Q9P2S5		WRAP73		23675.8	24888.2	25726.2	24148.9	24017.6	21063.8	25529	23780	24010.2	24902.2	22309.9	25077.3	25053.7	24163.1	26698.7	27492.1	24866.3	27262.7
Q9P2T1	Q9P2T1		GMPR2		58807.4	59510.7	50549.2	53965.3	48851.9	44719.8	58243.7	62376.1	62448.7	59462.4	55391	59461.1	56116.9	58731.3	63660	63548.9	66329.1	65196.5
Q9P2W1	Q9P2W1		PSMC3IP		10032.5	10455.2	10251.7	9925.36	10527.5	10799.1	10991.3	10695.6	11244.7	12239.2	9989.67	13443.8	10605.3	11430.1	9867.69	11256.7	10182.2	12275.4
Q9P2W9	Q9P2W9		STX18		48800	52775.5	60578.4	57576.2	47697.8	53893.8	45541.8	59207.1	48870.9	52692.4	53031.3	54023.5	49731.6	45477.9	53013.5	53064.4	45403.7	54822.6
Q9P2X0	Q9P2X0		DPM3		11024.4	7994.44	6156.3	7959.23	7562.25	8429.25	9104.45	7370.27	7907.02	4972.8	7462.11	7089.76	8744.06	6347.32	7914.1	7196.83	8728.77	9133.58
Q9P2Y5	Q9P2Y5		UVRAG		3680.92	2422.27	3915.94	2705.92	3389.61	2538.18	3055.6	3176.41	3518.52	3683.89	2712.63	2472.71	1783.09	2358.13	3017.69	2522.7	2776.56	2983.01
Q9P305	Q9P305		IGO2		14381.7	18191	13071.7	12007.8	12966.8	14470.5	5754.76	9700.15	10642.5	17526	9202.38	13976.7	14667.3	8067.82	9761.47	10240.2	10442.2	9129.37
Q9UBB4	Q9UBB4		ATXN10		188059	190279	185322	193527	179371	186010	198881	202556	202890	193903	202640	193017	191861	199520	205137	204253	208703	207377
Q9UBB5	Q9UBB5		MBD2		56862.9	53167.6	57312.9	65119.9	54394.5	57002.5	54961.2	60057.3	53246	60621	58850.9	60301.8	60188.9	59273.2	61065.9	59413	61651.2	54330.3
Q9UBB6	Q9UBB6		NCDN		139038	143295	140858	138761	145664	142667	142629	137879	143095	143446	140131	135531	142295	144389	142746	142955	148840	142705
Q9UBB9	Q9UBB9		TFIP11		80865.7	80058.8	81013.6	78689.8	79718.8	81919.4	80685.9	77897.5	82568.5	79703.4	81669.5	82033.8	83156	83752.1	83320.6	83726.5	79940.1	81861.6
Q9UBC2	Q9UBC2		EPS15L1		100394	108032	105540	106588	97240.7	92187.1	108229	113026	109886	116556	108099	110231	97711.1	104209	108629	112020	118523	103815
Q9UBC3	Q9UBC3		DNMT3B		7730.39	8410.2	6615.06	7506.45	5188.16	7147.93	4645.21	9134.53	8524.14	6439.97	7546.02	8135.44	8032.94	6677.92	8090.6	8132.7	7611.58	7908.1
Q9UBD5	Q9UBD5		ORC3		55449.6	55660.9	57211.7	57562.2	55209.1	57025.5	58111.1	57301.1	60842.5	53735	59651.4	57942.6	55992.5	59997.9	56232.7	59395	59919.1	59732.9
Q9UBE0	Q9UBE0		SAE1		236183	219473	227515	236369	232891	230275	242051	245397	248957	244584	245953	231433	225701	242464	256535	239551	244711	238638
Q9UBF1	Q9UBF1		MAGEC2		68648.4	66765.3	61551.3	67590.6	61655.6	63934.4	64044.7	72052.6	67477.5	68890.1	63919.3	68685.8	64838.2	67631.2	67238.1	73509.8	71805.4	66273.1
Q9UBF2	Q9UBF2		COPG2		319097	312287	312480	311887	318707	307264	321836	315149	321699	319499	319629	317130	315050	315509	315269	335914	315384	320976
Q9UBF6	Q9UBF6		RNF7		33366.2	28696.6	29749.7	31857.8	29845.5	31481.2	25479.3	28117.8	30642.2	33156.5	26885.5	32977.9	29606.9	28406.1	25848.4	29261.3	28228.5	26522.9
Q9UBF8	Q9UBF8		PI4KB		20240.4	19268.3	20649.8	20358	18748.5	18167.1	20184.1	19384.9	19782.3	19573.7	19042.9	20349.9	21187.3	18770.7	20085	19905.7	19210	20053.7
Q9UBH6	Q9UBH6		XPR1		20760.6	20447.5	16970	20169.5	20003.2	18289.2	19197.9	20334.9	18634.2	20321.2	19573.5	20831.4	17518.9	20002.5	18114.5	19125	20291.6	19269.9
Q9UBI1	Q9UBI1		COMMD3		51365.9	55389.4	51307.6	54562.1	54789.1	50672.1	51864.2	56627.4	54810.9	55504.6	55044.8	54294.2	59718.1	55380.1	53793.6	53002.9	53588.1	52292.1
Q9UBI4	Q9UBI4		STOML1		8415.43	8617.98	6636.43	7196.97	8742.43	6768.3	8582.47	9387.46	8563.22	10302.2	7940.27	8155.13	9981.87	7815.49	7973.36	7231.38	8628.26	8130.77
Q9UBK8	Q9UBK8		MTRR		24228.2	25909.2	24262.6	23891.1	24227.9	23767.6	24290.5	24694.7	26323.7	22886.1	24727	23441.6	23629.1	25983.2	23324.6	25325.7	25623.4	23629.3
Q9UBK9	Q9UBK9		UXT		28832.6	26969.7	28718.1	28195.1	29250.7	26242.6	28824.2	26280.7	26005.2	28641.9	27486.9	27613.4	26939.9	27144.9	27632.4	26789.3	26876.1	28033.4
Q9UBL3	Q9UBL3		ASH2L		107650	110320	107114	103561	109636	102603	112547	113952	111912	107502	109576	110574	108315	109821	112548	116704	110672	112404
Q9UBM7	Q9UBM7		DHCR7		63083.2	62227.5	53394.7	66360.3	60053.4	59809.5	62238.7	60550.4	62936.8	65519.2	57100.3	63867.5	57885	62662.2	61160.9	63702.6	60448.3	61114.1
Q9UBN7	Q9UBN7		HDAC6		43259.9	41783.6	42743.6	40990.6	41001.1	40538.3	42435.2	45702.4	44162.9	41851.8	43248.6	43506.1	42621	42623.3	43719.2	42574.7	43541.4	43637.6
Q9UBP0	Q9UBP0		SPAST		18856.7	20396.5	20804.2	19505.1	18806.3	19330.3	19248.6	19949.6	19523.5	21181.9	20092.3	20139.2	17345.4	20965.8	19988.8	18923.9	19519.5	21048.7
Q9UBP6	Q9UBP6		METTL1		80294.3	86276.6	80342.8	79267	72910.6	75193.7	82709.6	83735	79958.7	85194.3	82631.7	80368	80667.8	78585.8	87473.4	82993.7	84669.2	80994
Q9UBP9	Q9UBP9		GULP1		10469.6	11624.5	10657.5	10108.4	10623.6	9107.46	10158.1	9892.77	10778.3	11367	10955.5	10040.3	9695.72	10380.5	10675.6	10451.8	11280.4	10449.7
Q9UBQ0	Q9UBQ0		VPS29		188840	189428	195054	191762	194804	197420	204542	196982	203430	188067	204789	195213	194635	208419	199316	195255	196766	196901
Q9UBQ5	Q9UBQ5		EIF3K		498770	482606	494801	498935	482928	479644	481532	506594	491046	485084	479627	499782	508183	469026	481469	495932	484629	480016
Q9UBQ7	Q9UBQ7		GRHPR		298031	283399	283200	285806	294967	273228	279969	291829	292195	294804	292016	301469	285678	277578	282918	292327	289579	292660
Q9UBR2	Q9UBR2		CTSZ		60139.2	64877.3	62296.7	63322.5	64093	63459	76099.2	85512.3	78792.2	75663.4	73970.1	71437.4	56307.2	74014.9	74905.2	87090.7	88064.8	75421.7
Q9UBS0	Q9UBS0		RPS6KB2		29334.6	30776.7	29782.8	29639.9	31474.5	34326.2	32723.1	31962.8	29468	28447.6	30119.9	29398.4	33752.4	32783.6	29761.9	28462.7	30713.8	28194.6
Q9UBS4	Q9UBS4		DNAJB11		51990	53457	51915.2	51924.2	52650.8	49924.9	52275.8	55663	56721.3	54987.6	54565.2	54867.1	51392.3	51692.7	54884	55153.3	52654.1	54530.2
Q9UBS8	Q9UBS8		RNF14		32394.4	30623.9	30010	31979.3	29237.8	32150.1	34352.8	31903.1	31695.9	31192.9	31606	31144.9	31217.8	32703.6	31115	31047.2	31553.7	32340.4
Q9UBT2	Q9UBT2		UBA2		371004	365669	365879	359569	346965	335059	361972	384788	394655	361446	372981	372110	364194	378569	365808	390235	375728	391599
Q9UBT6	Q9UBT6		POLK		2849.85	3144.1	3315.21	2997.7	1738.74	1921.66	4239.38	3683.34	4853.11	3978.62	4108.26	4859.95	3117.99	4570.53	3709.61		4173.74	4848.33
Q9UBU7	Q9UBU7		DBF4		16753.9	15297.6	14677.8	13655.3	15547.8	12142.9	14552.2	13882.7	16032.8	13641.7	13093.4	15475.9	14126.8	16626.4	14899.1	16960.3	13414.9	15450.6
Q9UBU8	Q9UBU8		MORF4L1		62440.7	59131.7	64428.2	58649.3	61040.1	58689.7	60609.1	60561	63632	61920.5	61292.9	59141.4	58646.2	60248.3	61940.9	58213.8	64543.8	55636.8
Q9UBU9	Q9UBU9		NXF1		123140	119429	126174	120470	117830	117644	131858	131671	123075	124333	121815	124292	130153	136668	131905	134733	131371	133090
Q9UBV8	Q9UBV8		PEF1		59015	65315.5	62664.5	59605.1	61050.1	55663.7	59488.6	70356.9	65565.6	64913.6	61534	59831.9	60580.6	63427.1	66465.9	65686.6	62143.7	62653.7
Q9UBW7	Q9UBW7		ZMYM2		12018.4	11997	12250.6	12005.1	12317	12267.1	13264.6	14159.1	12711	12883.4	13780.9	12203.8	11753.4	13635.2	12595.3	13403	12595.7	12560.7
Q9UBW8	Q9UBW8		COPS7A		22892.9	31677	22232.9	20243.8	19631.3	20292.1	20028.9	21863.4	19752.3	21963.7	21421.4	21523.9	19614.5	20922.1	23841.8	23790.4	24646	19950.8
Q9UBX3	Q9UBX3		SLC25A10		110786	106549	103426	107498	105841	107838	104385	103693	101334	105261	105832	104330	105416	109220	103606	105673	101529	106276
Q9UDW1	Q9UDW1		UQCR10		44141	49723.9	46917.3	46431.8	44098.4	39796.2	45498.3	51249.3	53506.4	45022.6	47807.1	45505.1	45656.5	51101.3	51334.2	51331.1	45988.3	48003.6
Q9UDW3	Q9UDW3		ZMAT5		20897.8	19937.8	18125.3	18100.3	18292.5	22208	22623.2	22184.5	19678	17366.5	22946.2	18714.4	19800	21301.8	17491.3	20596.9	22331.7	22314.8
Q9UDX5	Q9UDX5		MTFP1		15922.8	14348.3	14723	15271.6	13659	14461.4	17930.3	17584.1	15606.5	12896.6	16808.9	13778.2	12013.2	16531	15906.7	15508	14131.1	17995.7
Q9UDY2	Q9UDY2		TJP2		51793	51609.4	51567	49565	52108.9	48263.5	51581.7	49389.9	50186.1	51307.1	53247.6	54766.9	51829.3	49272.8	51069	51685.3	50707.2	52161.7
Q9UDY4	Q9UDY4		DNAJB4		69949.3	73364.1	69212.9	70426.5	69613	74906.7	71942.3	67904	67779.6	59983.8	71077.1	66812.7	69774.5	65583.3	66248.2	69680.6	70525.4	67501.2
Q9UEE9	Q9UEE9		CFDP1		11509.2	13337.2	11848.6	13113	12638.3	11782.9	11913	12235.6	10167.7	11260.1	12128.4	12292.3	11914.1	11948.7	11121.3	12625	11508	12453.7
Q9UEG4	Q9UEG4		ZNF629		23460	23295.5	21680	22151.1	23138	22799.4	22146	22224.9	21515.2	20015.4	22547.6	23043.4	22568.4	20819	22130.4	21586.3	21662.9	23066.4
Q9UER7	Q9UER7		DAXX		34550.9	34291.2	36286.4	32337.1	32060.8	32992.6	34830.3	35341.4	33296.8	34929.1	34354.3	35103.3	33566.7	36011.1	34970.2	35113.8	35882.4	35390
Q9UET6	Q9UET6		FTSJ1		44335	46777.2	44005.4	42912	38520.5	44312.5	41246.3	41271.4	41597	44480.8	38828.8	45072	44059.4	41679.6	43427.6	45476.7	44381.2	42144.3
Q9UEU0	Q9UEU0		VTI1B		36126.6	37630.9	34823.2	37447.7	36115.2	36973.5	35002.7	40070.8	38521.2	34999.6	39359.7	34342.2	34803.5	36385.6	38537.1	34710.2	35442.6	38217.9
Q9UEY8	Q9UEY8		ADD3		38462.6	38789.8	41776.2	39136	43086.5	39786.8	39630.4	38809.9	39630.5	39217	37683.8	41583.3	42895.4	42344	42292.7	41291.8	40563.6	39401.5
Q9UFC0	Q9UFC0		LRWD1		60691.5	63307	62270.5	58948.8	59346.7	58351.2	63001.9	63696.9	63366.9	65514.9	65246.7	63038.8	60534.1	58260.5	62446.8	62181.3	67827.8	63231.7
Q9UFG5	Q9UFG5		C19orf25		136700	138625	129821	141057	119437	142644	135062	137930	137349	132541	142930	144919	128908	140074	137967	138457	140705	135584
Q9UFH2	Q9UFH2		DNAH17		5760.86	4882.24	7553.26	5339.59	6120.46	6535.21	7164.82	4272.56	7998.09	4271.82	9966.36	6653.69	8074.94	8535.52	6548.65	5806.95	5761.82	7926.48
Q9UFN0	Q9UFN0		NIPSNAP3A		46002	47760.7	47451	47301.4	39945.4	45333.7	48208.8	47326.5	51011.5	45652.6	45867.1	49817.9	48389.9	50401.2	47308.8	49138	48009.9	48779.7
Q9UFW8	Q9UFW8		CGGBP1		19142.2	19681.4	15931.7	18761.4	14949.1	17589.1	18833.7	22936.1	21654.6	18976.6	18088.2	19499.8	19739.3	20764.6	19600.2	22141	20213.8	19288.3
Q9UG56	Q9UG56		PISD		16824.6	16160.2	14808	14573.6	13513.2	17230.3	15790.3	16593	17532.4	14582.2	15841	17043.8	15490	14727.5	16172.2	15619.1	15250.1	18540
Q9UG63	Q9UG63		ABCF2		353828	356496	346827	348980	338291	341540	358735	364042	361327	347769	352106	353483	346069	356476	356589	358111	361799	352676
Q9UGC7	Q9UGC7		MTRF1L		16357.1	16842.8	17621	17448.5	15696.6	17724.5	14854.2	20061.1	18309.5	16841.7	18254.9	17692	12815.8	18757.3	17199.9	19071.8	19747.1	19082.1
Q9UGI8	Q9UGI8		TES		157899	165821	154479	154388	148660	142427	168197	167901	167017	162609	163768	162619	152702	164969	166028	173580	166030	165954
Q9UGJ1	Q9UGJ1		TUBGCP4		43113.6	39756.4	42473.2	44730.1	41362.2	41953.8	44564.7	43332.6	40695.7	41657.9	43472.1	42742.1	41132.2	43558.4	43251.9	43898.6	42335.4	42469.8
Q9UGL1	Q9UGL1		KDM5B		67215.9	65789.4	62063.1	66035.9	58750.6	62809.8	62487.9	65422.7	65067.4	64527	65426.4	65305.5	66873.5	63077.7	64652.4	65023.1	63212.4	61779.4
Q9UGM6	Q9UGM6		WARS2		24308.4	23540.2	15293.6	23335.2	20593.2	17186	18668.8	19795.3	17403.8	17659.8	23037.5	22230.3	22001	22406	22498	21713.5	20027	24207.4
Q9UGN5	Q9UGN5		PARP2		14397.5	16088.6	14199	13726.5	14305.5	13041.9	14741.1	15234.5	14600.5	15657.1	13175	15926.8	15339.9	13322.7	14378.4	14085.3	16110.5	13458.4
Q9UGP4	Q9UGP4		LIMD1		36204.2	37933.6	37061.9	36924	34426.2	31712.2	39241.6	38606.8	37906.4	37932.7	35540.7	36427.5	32995.8	36242.1	37520.5	40701.9	38641.9	38270.6
Q9UGP8	Q9UGP8		SEC63		20685.9	20023.4	19580.2	20862.8	20982.9	19597	20676.1	19152.7	19440.6	19399.8	20671.3	21654.1	20777	19151.8	20076.2	20067.7	20956.5	19809.8
Q9UGR2	Q9UGR2		ZC3H7B		28235.7	25235.4	27307.3	26568.3	27647.7	26569.4	32946.6	27064.8	28492.2	27969	29647.7	27030	30337.1	30604.6	29628.5	31182.3	29329.2	28039.1
Q9UGU0	Q9UGU0		TCF20		20162.5	21344.7	21311.3	21338.8	21066.9	21272.7	21208.5	21388.7	20280.2	20220.3	21267.5	21623	21940.6	20284.3	20756.3	22096.5	21009.9	20582.7
Q9UGU5	Q9UGU5		HMGXB4		1970.93	2586.44	2033.25	1952.28		1888.86	2505.6	2577	1288.15	2173.95	2786.92	1979.49	1935.33	1737.87	1780.99			1465.59
Q9UGV2	Q9UGV2		NDRG3		59744.6	64871.3	63364.6	61919.1	63566.6	60082	66039.4	69339.1	65197.8	64002.7	64351.6	62775.6	59494.1	65789.8	65295.3	70085	65335.7	71013.5
Q9UGY1	Q9UGY1		NOL12		1017.52	1148.68	1781.87	1014.01	1070.81	989.623	1198.39	1384.93	947.17	1557.27		1151.24		659.921	1127.17	2131.69	1656.91	820.686
Q9UH17	Q9UH17		APOBEC3B		106475	105845	106258	109617	105564	105962	107436	109058	106941	107785	110935	109552	114155	107610	112271	113380	110943	112343
Q9UH36	Q9UH36		SRRD		12143.2	12917.7	10543.8	12349.2	13121.1	12527.3	11189.9	11342.3	12940	11933.7	12880.3	15091.9	14767.8	12770.3	15393.8	12964.4	13003.7	14978.3
Q9UH62	Q9UH62		ARMCX3		17628.5	18607.8	16566.2	17599.4	16818.2	15200.5	20212.2	18242.8	17640.3	18493.6	20111.5	18524.4	16844.9	18695.4	18371.5	19687.2	18915.1	20521.7
Q9UH65	Q9UH65		SWAP70		8542.38	8472.34	8356.99	7733.01	7111.98	7662.89	8376.02	6767.97	7620.13	7030.75	8288.66	7968.41	7051.88	9470.31	7862.31	8209.65	7531.83	7012.51
Q9UH92	Q9UH92		MLX		9879.41	10325.2	10210.7	9394.86	9930.89	8913.14	9684.01	11044.1	10457	10237.5	10429.9	10206.9	10486.5	11067	10736.3	11022.4	10302.3	9975.61
Q9UHA2	Q9UHA2		SS18L2		13144.9	12143.9	9514.66	14421.3	10846.1	13013.2	11695.3	14375.9	14638.4	15775.6	10978.5	12309	13566.9	11977.9	14466.1	14504.5	15959.6	11188.5
Q9UHA3	Q9UHA3		RSL24D1		10034.9	9277.1	8362.78	9059.1	10295.8	7522.45	8172.79	9002.72	8078.44	9473.62	7009.43	9498.4	9974.83	8254.79	8761.71	8459.23	10511.2	6995.63
Q9UHA4	Q9UHA4		LAMTOR3		72300.8	73672.7	72741.8	73683.2	71369.4	68630.4	75950.2	71476.6	73912.9	73809	76769.4	73119.2	75126.7	77904.2	73220.2	72907.4	71907.5	74497
Q9UHB4	Q9UHB4		NDOR1		15683.4	15166.6	14301.4	13862.5	13226.4	12886.9	16400.1	16923	16029.1	15171.4	12927.2	15441	14516	14898.8	15751.9	18210.4	16188.6	15651.3
Q9UHB6	Q9UHB6		LIMA1		181119	173791	180528	171307	178678	171500	181310	169147	177220	169141	181904	183761	175624	178416	181385	174911	165465	176698
Q9UHB7	Q9UHB7		AFF4		9386.1	8836.59	8457.08	10095.4	8201.16	8952.49	8949.69	10284.7	10527.2	10334.4	8264.08	9131.42	9096.34	9548.94	8919.21	9821.87	10916.6	8938.13
Q9UHB9	Q9UHB9		SRP68		117909	120370	120849	123809	121063	122590	130491	130686	129799	120537	127348	121893	122874	129818	127838	125604	130652	131451
Q9UHC7	Q9UHC7		MKRN1		54984.4	60388.6	56082.4	55392.6	56756.9	49244.8	58728.2	59651.1	57140.9	53987.4	55675.6	64055	57395.3	53036.2	54924.2	60696.9	52391.8	57720.7
Q9UHD1	Q9UHD1		CHORDC1		232233	222109	225914	235821	221111	226435	231652	224296	229838	222678	237383	236830	237371	232089	228571	227071	232323	235298
Q9UHD2	Q9UHD2		TBK1		121164	129806	117456	125782	128653	123964	121672	126451	124483	132248	125625	130798	126769	118848	124972	127765	133221	125201
Q9UHD8	Q9UHD8		SEPTIN9		250473	252103	236108	250682	247173	243136	270605	279870	265872	255569	269987	254285	252916	258390	269436	277084	281633	260498
Q9UHD9	Q9UHD9		UBQLN2		50789.8	51439.7	45591.2	48360.3	46165.7	46349.8	48895.2	52449	48443.7	51130.1	49124.3	51445.2	45426.4	47818.9	49577.3	51959.4	51357.4	51920.5
Q9UHF1	Q9UHF1		EGFL7		5331.72	4843.68	3969.32	5689.74	5424.26	3658.98	5368.93	5618.04	2458.07	5951.69	5005.77	5315.24	4449.64	7126.82	3929.85	6591.93	6966.29	6039.75
Q9UHF7	Q9UHF7		TRPS1		1732.97	1515.29	800.91	1189.92	1031.17	592.169	1695.94	1125.91	1055.95	1623.9	823.176	1457.61	663.743	1624.11	705.973	2484.46	2106.06	1123.25
Q9UHG3	Q9UHG3		PCYOX1		7124.16	7505.33	7295.98	7078.19	7443.77	6670.82	6358.41	7449.52	7442.21	7038.03	7232.89	6938.28	7769.38	7529.4	6182.41	7312.92	7217.8	7224.62
Q9UHI6	Q9UHI6		DDX20		67938.8	65512.6	65215.5	66158.1	64036.7	62158.5	63976.5	66925	66525.3	62652.8	67416.5	63716.1	61628.7	66190.6	66542.6	66427.8	67862.9	65167.3
Q9UHJ6	Q9UHJ6		SHPK		69008.3	68153.4	66163.2	67099	69208.1	69334.6	66700.3	66619.4	65959	64564.4	66752.9	68543.1	66955.3	66525.1	65306.5	63705.6	65054	62676.2
Q9UHK0	Q9UHK0		NUFIP1		19139.7	16273.8	21260.1	21489.7	18399.1	18080.3	15359.5	15106.4	15922.5	13471.9	20213	20839.3	21461.2	18611.8	17038.3	16897.7	15990.3	16938.6
Q9UHL4	Q9UHL4		DPP7		50587.9	49260.1	48907.7	48392.2	47336.4	47410.4	47427.2	51970	51812.7	52348.6	49717.3	48162	49628.4	51200.4	49609	53801.5	52419.9	52389.7
Q9UHN1	Q9UHN1		POLG2		49542.9	52017.8	51131.6	50313.7	52827.6	51982.5	48847.9	48052.8	48535.7	46484.5	51701.5	51359.3	51236.1	48739.9	44407.9	46015	48519.1	47041.2
Q9UHP3	Q9UHP3		USP25		37376.8	37311.7	37124.1	37197	37767.5	34948.9	36759.3	38703.3	38993.8	38026.8	39610.8	37636.1	36368	37306.9	37785.5	38537.4	36137.9	37286.5
