Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P37646	YHJH_ECOLI	yhjH	Cyclic di-GMP phosphodiesterase YhjH	2	2	235298	322173	207846	330026		280517
P37647	KDGK_ECOLI	kdgK	2-dehydro-3-deoxygluconokinase	6	6	1.50574e+07	1.43877e+07	1.46286e+07	1.49164e+07	1.39179e+07	1.54894e+07
P37648	YHJJ_ECOLI	yhjJ	Protein YhjJ	14	14	2.07313e+07	2.06641e+07	1.99258e+07	2.01464e+07	1.84302e+07	1.98486e+07
P37650	BCSC_ECOLI	bcsC	Cellulose synthase operon protein C	13	13	4.77544e+06	4.64708e+06	4.88439e+06	4.86911e+06	4.46878e+06	4.91553e+06
P37651	GUN_ECOLI	bcsZ	Endoglucanase	6	6	8.14083e+06	8.21826e+06	8.52167e+06	8.62565e+06	8.47498e+06	8.08123e+06
P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	16	16	1.33196e+07	1.38078e+07	1.26269e+07	1.36403e+07	1.30721e+07	1.281e+07
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	6	6	1.01803e+07	1.28045e+07	1.2895e+07	1.25172e+07	1.17443e+07	1.17155e+07
P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	4	4	4.42074e+06	4.27195e+06	4.3381e+06	4.43075e+06	4.20237e+06	4.17365e+06
P37659	BCSG_ECOLI	bcsG	Protein BcsG homolog	3	3	1.24793e+06	1.10889e+06	1.13982e+06	1.15544e+06	1.23986e+06	1.12205e+06
P37665	YIAD_ECOLI	yiaD	Inner membrane lipoprotein YiaD	7	7	3.32727e+07	3.35691e+07	3.46706e+07	3.41746e+07	3.56023e+07	3.36252e+07
P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	10	10	1.01626e+08	1.02591e+08	9.67761e+07	9.9816e+07	9.75269e+07	9.48167e+07
P37671	YIAJ_ECOLI	yiaJ	HTH-type transcriptional regulator YiaJ	1	1	497986		775481		768602	
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	6	6	5.39721e+06	5.82364e+06	5.19112e+06	5.84211e+06	6.17677e+06	4.80436e+06
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	21	21	2.16478e+08	2.16964e+08	2.07861e+08	2.09157e+08	2.12976e+08	2.13696e+08
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	8	8	4.84877e+06	4.68523e+06	4.77915e+06	5.42796e+06	5.24335e+06	4.90773e+06
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	8	8	1.70675e+07	1.7482e+07	1.83375e+07	1.87498e+07	1.73547e+07	1.84625e+07
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	11	11	2.63953e+07	2.71513e+07	2.73677e+07	2.72428e+07	2.69162e+07	2.68315e+07
P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	14	14	4.76409e+07	4.77771e+07	5.04597e+07	4.8495e+07	4.85299e+07	4.79034e+07
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	6	6	4.5881e+06	5.07808e+06	4.57922e+06	5.1267e+06	4.71994e+06	4.39469e+06
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5	4.55618e+07	4.54439e+07	4.42854e+07	4.48036e+07	4.51052e+07	4.44113e+07
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	6	6	3.97956e+06	3.6745e+06	3.67428e+06	3.88809e+06	3.47193e+06	3.89486e+06
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	16	16	2.42995e+07	2.44297e+07	2.46093e+07	2.41757e+07	2.57793e+07	2.60789e+07
P38051	MENF_ECOLI	menF	Menaquinone-specific isochorismate synthase	4	4	1.06125e+06		1.06342e+06	827413		
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	25	25	1.89914e+07	1.89855e+07	1.87378e+07	1.90242e+07	1.96121e+07	1.9773e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	14	14	7.79416e+07	7.84356e+07	7.53402e+07	7.90078e+07	7.40179e+07	7.55013e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	3	3	1.57934e+06	2.08872e+06	1.79504e+06	2.13889e+06	1.75647e+06	1.88686e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	3	3	2.37195e+06	2.48567e+06	2.50678e+06	2.67778e+06	1.932e+06	1.81236e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	15	15	3.10858e+07	3.08503e+07	3.2202e+07	3.08308e+07	3.26518e+07	3.16485e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	2.6814e+06	2.9755e+06	2.45912e+06	3.1175e+06	2.89159e+06	2.75441e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	3	3	6.5503e+06	7.13099e+06	6.56461e+06	6.79002e+06	6.31817e+06	6.32061e+06
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	8.71634e+07	8.55927e+07	9.33271e+07	8.74069e+07	9.264e+07	9.47804e+07
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	4	4	1.80616e+06	1.88276e+06	1.87909e+06	1.89703e+06	1.75812e+06	1.85612e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.49992e+08	1.27268e+08	1.50733e+08	1.48491e+08	1.49496e+08	1.45568e+08
P39187	YTFJ_ECOLI	ytfJ	Uncharacterized protein YtfJ	1	1		599577	286557	353523		
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	9	9	4.59782e+07	4.87268e+07	4.51361e+07	4.7003e+07	4.54422e+07	4.14225e+07
P39263	YFCC_ECOLI	yfcC	Uncharacterized protein YfcC	1	1	756502	554051		859386		566187
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	2	2	1.5228e+06	1.5211e+06	1.18638e+06	1.48477e+06		1.51547e+06
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	4	4	5.10614e+06	6.11514e+06	5.89279e+06	5.55752e+06	5.13414e+06	5.62242e+06
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.20961e+07	1.19913e+07	1.15884e+07	1.20933e+07	1.20511e+07	1.11912e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	1	1	3.32095e+06	2.76054e+06	3.35515e+06	3.77431e+06	3.04901e+06	3.88617e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	1	1	230402	247928	295389		374112	
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	2.28788e+06	2.10871e+06	2.23664e+06	2.34861e+06	2.21437e+06	2.13024e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	5	5	1.24061e+07	1.28921e+07	1.36796e+07	1.28225e+07	1.31482e+07	1.23125e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	13	13	2.7107e+06	3.03403e+06	2.97697e+06	2.71165e+06	2.8818e+06	2.86443e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	2	2	3.69599e+06	4.07592e+06	3.74629e+06	4.03514e+06	3.68918e+06	3.46633e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	2.11677e+06	2.0895e+06	1.9157e+06	1.84475e+06	1.72449e+06	1.75536e+06
P39338	YJGN_ECOLI	yjgN	Inner membrane protein YjgN	1	1			2.16687e+06	2.46877e+06		
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	10	10	4.27178e+06	4.74743e+06	5.36025e+06	4.80026e+06	5.01837e+06	4.51674e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	3.29653e+06	2.84017e+06	3.73754e+06	3.20586e+06	2.96846e+06	3.63663e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	11	11	1.63864e+07	1.68113e+07	1.67628e+07	1.73533e+07	1.70977e+07	1.67106e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	3	3	2.62443e+06	3.02591e+06	2.73776e+06	3.0005e+06		3.06769e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	4	4	1.34565e+06	1.47485e+06	1.31687e+06	1.32794e+06	1.25583e+06	1.2718e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	11	11	2.16841e+06	2.48025e+06	2.47049e+06	2.20675e+06	2.37e+06	2.13019e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	5	5	1.71423e+07	1.7098e+07	1.87679e+07	1.86503e+07	1.90106e+07	1.7276e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	8	8	3.1254e+06	3.52033e+06	3.57602e+06	3.58423e+06	3.45095e+06	3.51475e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	8	8	4.08643e+07	4.22018e+07	4.11176e+07	4.07303e+07	4.125e+07	4.11429e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	4	4	1.0545e+06	1.12638e+06	1.00071e+06	1.11017e+06	1.05457e+06	1.14252e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	945749	838211	911701	908883	816584	935029
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.20059e+07	1.21358e+07	1.14295e+07	1.15232e+07	1.17893e+07	1.17245e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	5	5	7.79029e+06	7.59458e+06	7.31414e+06	7.75647e+06	7.34048e+06	7.26647e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	3	3	887192	854043	697781	778318	528160	847760
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	2.2143e+06	2.32817e+06	2.15053e+06	2.48924e+06	2.44495e+06	2.04688e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.18164e+07	6.07417e+07	6.01936e+07	6.12505e+07	5.87874e+07	6.13282e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	5	5	1.83781e+06	1.86241e+06	1.88879e+06	1.83053e+06	1.74169e+06	1.87675e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	14	14	1.44709e+07	1.34663e+07	1.40293e+07	1.3219e+07	1.45796e+07	1.40461e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	8.36781e+06	8.31061e+06	7.52867e+06	8.09616e+06	8.15864e+06	7.87393e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	3	3	1.07903e+07	9.55549e+06	1.00899e+07	9.56685e+06	1.11618e+07	1.02374e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	464880	658189	660553	680562	714698	698548
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	14	14	1.76762e+07	1.849e+07	1.72102e+07	1.78659e+07	1.75239e+07	1.68459e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	7	7	3.47242e+06	3.68009e+06	4.09791e+06	3.95367e+06	3.40553e+06	3.40335e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7	5.00998e+07	5.08333e+07	5.7665e+06	5.37223e+07	5.35938e+06	4.49243e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	6	6	1.35679e+07	1.22765e+07	1.32374e+07	1.36187e+07	1.52844e+07	1.39614e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	3.95608e+06	4.35431e+06	4.27408e+06	4.20043e+06	4.33762e+06	4.22915e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	9.08965e+06	9.65562e+06	9.05471e+06	9.6693e+06	8.81504e+06	8.2463e+06
P42597	YGJP_ECOLI	ygjP	Uncharacterized protein YgjP	1	1	207689	184874				
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	1.01362e+06	1.11979e+06	995564	1.26798e+06	1.28717e+06	1.0662e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	6.03071e+06	5.80814e+06	6.58337e+06	6.1515e+06	6.33798e+06	5.76982e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1	3.84884e+06		5.56167e+06	4.46694e+06	4.37059e+06	
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	7	7	2.74898e+06	2.64739e+06	2.92406e+06	3.23759e+06	2.69191e+06	2.59229e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	16	16	1.1506e+07	1.16348e+07	1.27542e+07	1.23935e+07	1.21762e+07	1.21688e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.68458e+07	2.68398e+07	2.74607e+07	2.59393e+07	2.89244e+07	2.81259e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	21	21	4.42754e+06	4.98279e+06	4.83244e+06	4.93204e+06	4.98724e+06	4.79279e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	3	3	632534	672546	677171	784203	550680	696721
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	2	2	4.12751e+06	5.62977e+06	4.54544e+06	4.85369e+06	4.94941e+06	4.77289e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	11	11	3.68651e+06	4.0511e+06	4.19985e+06	4.57561e+06	4.2505e+06	4.02542e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	12	12	6.25012e+06	6.61663e+06	6.27938e+06	6.21963e+06	6.98126e+06	7.41937e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3	1.88077e+06	1.30813e+06		1.1131e+06	1.74498e+06	1.75219e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	1.00711e+07	9.66696e+06	9.0855e+06	9.39118e+06	9.58894e+06	8.81307e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	15	15	2.70713e+07	2.73359e+07	2.75082e+07	2.64557e+07	2.71632e+07	2.62774e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	3.40231e+06	3.82694e+06	3.27474e+06	4.11907e+06	3.41631e+06	3.79543e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	3.3307e+06	3.10998e+06	2.98726e+06	2.7248e+06	3.93858e+06	3.38338e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	5	5	3.52238e+06	3.38043e+06	3.82793e+06	3.46353e+06	3.66774e+06	3.82068e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17	2.28883e+08	2.35682e+08	2.32624e+08	2.28953e+08	2.36669e+08	2.31797e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	4	4	5.17403e+06	3.71654e+06	4.56884e+06	5.58571e+06	4.46551e+06	3.96403e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	2.85292e+06	3.45858e+06	3.71728e+06	3.4962e+06	3.29735e+06	3.75508e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	1.92434e+06	1.51191e+06	2.26093e+06	1.90521e+06	2.10435e+06	2.14337e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	233434	145935	158000	142469	141336	
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	1	1	6.21848e+06		6.04898e+06	5.60394e+06		6.18014e+06
P45577	PROQ_ECOLI	proQ	ProP effector	12	12	1.11191e+08	1.12307e+08	1.07314e+08	1.12209e+08	1.06724e+08	1.05328e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	7	7	1.99023e+08	1.99606e+08	1.88034e+08	1.97755e+08	1.80686e+08	1.84247e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.72711e+07	1.78125e+07	1.73861e+07	1.79919e+07	1.77905e+07	1.81004e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	1.97857e+06	3.1998e+06	2.74791e+06	2.94372e+06	2.75134e+06	3.27691e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	4	4	6.06223e+06	6.07953e+06	5.90068e+06	6.42581e+06	5.78994e+06	5.63778e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.54071e+06	1.65046e+06	1.55939e+06	1.46194e+06	1.39713e+06	1.63608e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	10	10	1.2232e+07	1.12395e+07	1.21533e+07	1.21999e+07	1.14057e+07	1.24816e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	2	2		393454	329936	330000		126198
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1		8.29305e+06	7.02981e+06	7.44427e+06	6.50888e+06	7.37739e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	786948	714721	519845	1.00708e+06	806658	695652
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	6	6	3.81756e+07	3.72342e+07	3.96971e+07	3.93259e+07	3.79964e+07	3.88871e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	8.35413e+07	7.91802e+07	7.66007e+07	7.70466e+07	7.3626e+07	8.00336e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	3	3	3.11613e+06	4.06056e+06	3.9612e+06	3.83006e+06	3.34521e+06	2.86898e+06
P46837	YHGF_ECOLI	yhgF	Protein YhgF	29	29	3.78778e+07	3.6549e+07	3.71619e+07	3.63011e+07	3.79051e+07	3.68246e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	4.26697e+06	5.01811e+06	4.90047e+06	4.11965e+06	4.01193e+06	4.49291e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	11	11	3.52146e+07	3.3492e+07	3.35388e+07	3.41689e+07	3.41522e+07	3.44565e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	1.32112e+06	1.77731e+06	2.0754e+06	1.65663e+06	1.08503e+06	2.03531e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2	2.58563e+06	3.44013e+06		1.73146e+06		2.56469e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	8	8	1.62423e+07	1.55125e+07	1.48741e+07	1.67119e+07	1.52259e+07	1.5509e+07
P50456	MLC_ECOLI	mlc	Protein mlc	5	5	4.40576e+06	4.51094e+06	4.30493e+06	4.18077e+06	4.52899e+06	4.63763e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	2.44869e+06	1.98752e+06	2.09481e+06	3.11374e+06	2.09537e+06	2.02528e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	9.97487e+06	9.44252e+06	9.01331e+06	1.04188e+07	7.81507e+06	8.9033e+06
P51965ups|UB2E1_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		1	1	1.19055e+07	1.16074e+07		1.32479e+07		
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	5.44216e+06	4.792e+06	4.66048e+06	5.69317e+06	4.82274e+06	4.64691e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	6.09127e+06	5.88019e+06	6.64322e+06	5.93548e+06	6.44945e+06	6.31675e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	3.32593e+06	3.21639e+06	2.70053e+06	3.02059e+06	4.25842e+06	3.18876e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.16377e+07	2.04566e+07	2.02605e+07	2.11992e+07	2.15377e+07	2.11371e+07
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	2.18243e+06	2.76003e+06	2.1181e+06	2.13987e+06	2.50755e+06	1.91578e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1	3.01125e+06	2.08667e+06	3.67404e+06	2.01789e+06	1.78094e+06	2.18223e+06
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	1	1	247212	304751	332444	301716	180636	263191
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.58146e+07	1.59197e+07	1.51386e+07	1.59987e+07	1.62391e+07	1.58776e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.72037e+07	1.73956e+07	1.77842e+07	1.79505e+07	1.83437e+07	1.75813e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	4	4	802619	845341	625632	789728	579574	768128
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	565857	628937	611474	554052	643413	554476
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	1.39623e+06	1.30368e+06	1.74829e+06	1.35e+06	1.69315e+06	1.61966e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	736804	745073	698871	684483		780152
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	13	13	3.17129e+07	3.15436e+07	3.05568e+07	3.32209e+07	3.00783e+07	2.98341e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	3.11048e+06	2.79513e+06	2.07244e+06	2.47279e+06	2.45885e+06	2.10558e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	15	15	5.64615e+06	5.97793e+06	6.08025e+06	6.78674e+06	6.08214e+06	5.45442e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	9	9	1.12886e+08	1.12662e+08	1.18288e+08	1.11631e+08	1.16861e+08	1.1338e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	1	1	8.27035e+06	7.29805e+06	7.74379e+06	8.34452e+06	5.85912e+06	
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8	3.85492e+07	3.65155e+07	4.05426e+06	3.66393e+07	3.41358e+06	4.55142e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	3	3		652002	717895		640876	683224
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3	7.51739e+06	7.33201e+06	7.30774e+06	7.21003e+06	8.78561e+06	7.98817e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.44941e+06	3.41443e+06	2.80973e+06	3.27208e+06	3.13899e+06	3.38945e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	27	27	2.08306e+07	2.12245e+07	2.11055e+07	2.18326e+07	2.10772e+07	2.07853e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	18	18	9.15181e+06	8.55293e+06	9.23036e+06	8.90338e+06	8.90504e+06	8.87283e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	8	8	3.11739e+07	3.26463e+07	3.41674e+07	3.15133e+07	3.34876e+07	3.24919e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.50975e+07	2.54589e+07	2.4088e+07	2.34662e+07	2.45953e+07	2.42795e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	6.64218e+08	6.4582e+08	6.66449e+08	6.47831e+08	6.29509e+08	6.40833e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	9	9	1.27095e+09	1.18096e+09	1.2373e+09	1.21745e+09	1.29106e+09	1.26182e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	5.92792e+06	5.0937e+06	5.91438e+06	5.62399e+06	5.69792e+06	5.32219e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.04001e+07	4.93166e+07	5.00783e+07	4.91494e+07	5.13141e+07	5.0742e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	6	6	9.82927e+06	9.18109e+06	9.40213e+06	9.01713e+06	8.74785e+06	9.25978e+06
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	6.89666e+06	6.61152e+06	7.38593e+06	7.02372e+06	6.76299e+06	6.5453e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	8.84885e+08	8.9045e+08	8.86994e+08	8.58869e+08	8.78397e+08	8.78175e+08
P60651	SPEB_ECOLI	speB	Agmatinase	6	6	9.94291e+07	9.90682e+07	9.73797e+07	9.97008e+07	9.80312e+07	9.47261e+07
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	1.48566e+07	1.44411e+07	1.52425e+07	1.62405e+07	1.47074e+07	1.49159e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	12	12	7.06666e+07	6.69097e+07	7.00886e+07	7.11739e+07	6.97533e+07	6.98945e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	3	3	1.03015e+06	1.12291e+06	1.19131e+06	1.20533e+06	1.26899e+06	1.34771e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	9.213e+08	9.58394e+08	8.86747e+08	9.62498e+08	9.04455e+08	8.77952e+08
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	9	9	1.29495e+07	1.21724e+07	1.23618e+07	1.26885e+07	1.35963e+07	1.28569e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.0856e+07	1.09933e+07	1.03239e+07	1.09134e+07	1.07937e+07	9.80841e+06
P60785	LEPA_ECOLI	lepA	Elongation factor 4	21	21	2.69234e+07	2.69336e+07	2.71968e+07	2.62734e+07	2.72383e+07	2.64567e+07
P60869	YBJL_ECOLI	ybjL	Putative transport protein YbjL	1	1	492661	497182		626242	429925	559368
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	20	20	9.22525e+07	8.93464e+07	8.77874e+07	9.03124e+07	8.79774e+07	8.62863e+07
