Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P33920	NDPA_ECOLI	yejK	Nucleoid-associated protein YejK	18	18	1.3868e+07	1.36782e+07	1.43112e+07	1.44577e+07	1.38313e+07	1.4267e+07
P33927	CCMF_ECOLI	ccmF	Cytochrome c-type biogenesis protein CcmF	2	2	673359	723805	831916		809350	
P33934	NAPH_ECOLI	napH	Ferredoxin-type protein NapH	1	1	124327	162721	123788	160722		216051
P33937	NAPA_ECOLI	napA	Periplasmic nitrate reductase	22	22	1.0588e+08	1.07454e+08	1.1108e+08	1.02143e+08	1.10839e+08	1.06595e+08
P34209	YDCF_ECOLI	ydcF	Protein YdcF	2	2	6.24987e+06	6.03585e+06	5.85988e+06	5.96356e+06	6.34704e+06	6.07498e+06
P35340	AHPF_ECOLI	ahpF	Alkyl hydroperoxide reductase subunit F	19	19	6.37396e+07	6.44332e+07	6.43219e+07	6.53296e+07	6.41764e+07	6.46369e+07
P36548	AMIA_ECOLI	amiA	N-acetylmuramoyl-L-alanine amidase AmiA	3	3	4.31306e+06	4.26669e+06	4.68152e+06		5.19448e+06	4.34883e+06
P36566	SMTA_ECOLI	smtA	Protein SmtA	2	2	1.89261e+06	1.61555e+06	2.06923e+06	2.00049e+06	1.38052e+06	1.70351e+06
P36649	CUEO_ECOLI	cueO	Blue copper oxidase CueO	1	1	2.56217e+06	2.54844e+06	1.8706e+06	2.24878e+06	2.4297e+06	2.08334e+06
P36659	CBPA_ECOLI	cbpA	Curved DNA-binding protein	6	6	1.9709e+07	1.90521e+07	2.15978e+07	2.25118e+07	2.01249e+07	2.03181e+07
P36672	PTTBC_ECOLI	treB	PTS system trehalose-specific EIIBC component	2	2	1.18825e+07	1.14803e+07	1.24219e+07	1.3285e+07	1.24774e+07	1.22579e+07
P36673	TRER_ECOLI	treR	HTH-type transcriptional regulator TreR	2	2	2.64819e+06	2.70929e+06		3.10408e+06	2.63624e+06	2.40481e+06
P36680	ZAPD_ECOLI	zapD	Cell division protein ZapD	6	6	1.49258e+07	1.51585e+07	1.4397e+07	1.50448e+07	1.46678e+07	1.46986e+07
P36683	ACON2_ECOLI	acnB	Aconitate hydratase 2	29	29	4.85297e+07	4.81423e+07	4.95829e+07	4.80621e+07	4.90317e+07	4.90607e+07
P36767	RDGC_ECOLI	rdgC	Recombination-associated protein RdgC	7	7	1.80968e+07	1.84799e+07	1.81213e+07	1.89706e+07	1.84127e+07	1.85589e+07
P36771	LRHA_ECOLI	lrhA	Probable HTH-type transcriptional regulator LrhA	2	2	7.1271e+06	7.12025e+06	5.94593e+06	7.69285e+06	7.0676e+06	6.92856e+06
P36879	YADG_ECOLI	yadG	Uncharacterized ABC transporter ATP-binding protein YadG	7	7	6.35609e+06	5.80933e+06	6.79973e+06	6.8263e+06	5.98571e+06	6.74876e+06
P36928	YEGD_ECOLI	yegD	Uncharacterized chaperone protein YegD	9	9	3.37469e+06	3.57586e+06	3.43941e+06	3.31472e+06	3.51953e+06	3.48988e+06
P36929	RSMB_ECOLI	rsmB	Ribosomal RNA small subunit methyltransferase B	2	2	2.87376e+06	3.01404e+06	2.62332e+06	2.57376e+06	2.59926e+06	2.65026e+06
P36930	GATR_ECOLI	gatR	Galactitol utilization operon repressor	2	2	2.33581e+06	2.5698e+06	2.06254e+06	2.02131e+06	2.2771e+06	2.83765e+06
P36938	PGM_ECOLI	pgm	Phosphoglucomutase	20	20	6.0189e+07	6.14068e+07	6.23764e+07	6.11149e+07	6.23901e+07	6.30685e+07
P36979	RLMN_ECOLI	rlmN	Dual-specificity RNA methyltransferase RlmN	9	9	1.15084e+07	1.13329e+07	1.27036e+07	1.14648e+07	1.23943e+07	1.20569e+07
P36999	RLMA_ECOLI	rlmA	23S rRNA (guanine(745)-N(1))-methyltransferase	2	2	4.44228e+06	4.75852e+06	5.04016e+06	5.11617e+06	5.5403e+06	5.17767e+06
P37005	LAST_ECOLI	lasT	Uncharacterized tRNA/rRNA methyltransferase LasT	5	5	4.36954e+06	4.57753e+06	4.87527e+06	4.68674e+06	4.61188e+06	4.53575e+06
P37025	LIGT_ECOLI	ligT	2'-5'-RNA ligase	1	1	499943	502314	573514	597972	495200	536764
P37028	BTUF_ECOLI	btuF	Vitamin B12-binding protein	3	3	1.7588e+06	2.11344e+06	2.04638e+06	2.08912e+06	1.77478e+06	1.71712e+06
P37051	PURU_ECOLI	purU	Formyltetrahydrofolate deformylase	9	9	2.15117e+07	2.19239e+07	2.08738e+07	2.10266e+07	2.20061e+07	2.14324e+07
P37052	YCHJ_ECOLI	ychJ	UPF0225 protein YchJ	1	1	1.48484e+06	1.20683e+06	1.47095e+06	1.27379e+06		
P37095	PEPB_ECOLI	pepB	Peptidase B	17	17	4.45361e+07	4.40619e+07	4.4087e+07	4.47285e+07	4.62902e+07	4.55223e+07
P37128	NUDK_ECOLI	nudK	GDP-mannose pyrophosphatase NudK	2	2	3.583e+06	3.47883e+06	3.49077e+06	3.36612e+06	3.41181e+06	3.39311e+06
P37177	PT1P_ECOLI	ptsP	Phosphoenolpyruvate-protein phosphotransferase PtsP	6	6	3.18055e+06	2.95208e+06	3.22857e+06	3.14949e+06	3.35427e+06	3.5934e+06
P37182	HYBD_ECOLI	hybD	Hydrogenase 2 maturation protease	6	6	1.65145e+07	1.65205e+07	1.56072e+07	1.60801e+07	1.6174e+07	1.74397e+07
P37194	SLP_ECOLI	slp	Outer membrane protein slp	6	6	2.50277e+08	2.42395e+08	2.5854e+08	2.51494e+08	2.5389e+08	2.54234e+08
P37325	YBCH_ECOLI	ybcH	Uncharacterized protein YbcH	2	2		431436		353696	357247	
P37329	MODA_ECOLI	modA	Molybdate-binding periplasmic protein	13	13	3.58297e+07	3.55271e+07	3.52281e+07	3.56145e+07	3.46615e+07	3.4866e+07
P37330	MASZ_ECOLI	glcB	Malate synthase G	8	8	7.00293e+06	6.72308e+06	6.97676e+06	7.11411e+06	7.0458e+06	7.12056e+06
P37342	YJJI_ECOLI	yjjI	Uncharacterized protein YjjI	9	9	1.11189e+07	1.21196e+07	1.26133e+07	1.24521e+07	1.2529e+07	1.26465e+07
P37349	DHAM_ECOLI	dhaM	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM	7	7	1.48535e+07	1.44552e+07	1.41797e+07	1.48345e+07	1.38427e+07	1.38049e+07
P37353	MENE_ECOLI	menE	2-succinylbenzoate--CoA ligase	5	5	1.90848e+06	2.21213e+06	2.68429e+06	2.12275e+06	2.48115e+06	1.96095e+06
P37440	UCPA_ECOLI	ucpA	Oxidoreductase UcpA	7	7	2.28811e+07	2.25999e+07	2.30016e+07	2.28105e+07	2.26685e+07	2.29233e+07
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	5	5	2.09543e+07	2.12005e+07	2.18308e+07	2.04478e+07	2.15591e+07	2.15749e+07
P37617	ATZN_ECOLI	zntA	Lead, cadmium, zinc and mercury-transporting ATPase	12	12	7.55648e+06	7.09e+06	6.78682e+06	6.80767e+06	7.79137e+06	7.04346e+06
P37624	YHIH_ECOLI	yhiH	Uncharacterized ABC transporter ATP-binding protein YhiH	2	2	237147	128972		130912	164303	234716
P37626	YHII_ECOLI	yhiI	Uncharacterized protein YhiI	6	6	3.33595e+06	3.40512e+06	3.18218e+06	3.21032e+06	3.32031e+06	3.31655e+06
P37631	YHIN_ECOLI	yhiN	Uncharacterized protein YhiN	4	4	4.8012e+06	4.80221e+06	4.34835e+06	4.4608e+06	4.63248e+06	4.5907e+06
P37634	RLMJ_ECOLI	rlmJ	Ribosomal RNA large subunit methyltransferase J	13	13	3.02394e+07	3.09424e+07	3.05847e+07	3.13876e+07	3.01797e+07	3.03292e+07
P37636	MDTE_ECOLI	mdtE	Multidrug resistance protein MdtE	13	13	2.30986e+07	2.1315e+07	2.16383e+07	2.13178e+07	2.16315e+07	2.15791e+07
P37637	MDTF_ECOLI	mdtF	Multidrug resistance protein MdtF	5	5	1.56525e+06	1.38163e+06	1.36286e+06	1.24964e+06	1.6659e+06	1.35444e+06
P37646	YHJH_ECOLI	yhjH	Cyclic di-GMP phosphodiesterase YhjH	2	2			52385.6	110056		55122.2
P37647	KDGK_ECOLI	kdgK	2-dehydro-3-deoxygluconokinase	6	6	1.43593e+07	1.387e+07	1.57068e+07	1.59581e+07	1.43059e+07	1.52615e+07
P37648	YHJJ_ECOLI	yhjJ	Protein YhjJ	13	13	1.98069e+07	1.99956e+07	2.00138e+07	2.04602e+07	1.95114e+07	2.01993e+07
P37650	BCSC_ECOLI	bcsC	Cellulose synthase operon protein C	13	13	3.80097e+06	3.69183e+06	3.50748e+06	3.86319e+06	3.93026e+06	3.72444e+06
P37651	GUN_ECOLI	bcsZ	Endoglucanase	5	5	8.13195e+06	8.09023e+06	8.16513e+06	7.81337e+06	8.30783e+06	8.05324e+06
P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	15	15	1.28166e+07	1.31201e+07	1.26474e+07	1.28153e+07	1.30721e+07	1.31592e+07
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	5	5	1.26906e+07	1.35787e+07	1.34055e+07	1.43632e+07	1.37377e+07	1.34407e+07
P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	4	4	4.66531e+06	4.86451e+06	4.93629e+06	4.57578e+06	4.89627e+06	4.37234e+06
P37659	BCSG_ECOLI	bcsG	Protein BcsG homolog	2	2	1.39007e+06	1.07411e+06	1.02529e+06	1.08094e+06	1.17506e+06	1.11097e+06
P37665	YIAD_ECOLI	yiaD	Inner membrane lipoprotein YiaD	6	6	3.35919e+07	3.31584e+07	3.35224e+07	3.42137e+07	3.45229e+07	3.24544e+07
P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	11	11	9.17263e+07	9.26715e+07	9.19505e+07	9.09316e+07	9.49341e+07	9.31651e+07
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	7	7	6.36247e+06	6.33038e+06	5.8945e+06	5.48117e+06	6.44309e+06	5.45981e+06
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	22	22	2.17674e+08	2.14387e+08	2.10855e+08	2.07894e+08	2.14596e+08	2.17568e+08
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	6	6	2.61184e+06	2.58858e+06	2.5164e+06	2.3462e+06	2.99041e+06	2.53199e+06
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	7	7	1.83915e+07	1.75787e+07	1.79652e+07	1.72117e+07	1.75974e+07	1.78733e+07
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	11	11	3.01833e+07	2.93577e+07	3.05705e+07	3.00144e+07	3.04345e+07	3.02233e+07
P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	14	14	4.87825e+07	4.82321e+07	5.08239e+07	5.14586e+07	4.96314e+07	4.92114e+07
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	7	7	4.43368e+06	4.39778e+06	4.20954e+06	4.51553e+06	4.16067e+06	4.15998e+06
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5	4.91714e+07	4.82496e+07	4.9448e+07	5.04305e+07	5.02657e+07	4.78859e+07
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	5	5	3.55007e+06	4.01957e+06	3.83133e+06	4.19498e+06	3.49072e+06	3.78801e+06
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	15	15	2.60166e+07	2.58886e+07	2.63248e+07	2.57116e+07	2.72455e+07	2.75942e+07
P38051	MENF_ECOLI	menF	Menaquinone-specific isochorismate synthase	2	2	2.07346e+06		2.17245e+06			1.98262e+06
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	24	24	2.00065e+07	2.03604e+07	1.8777e+07	1.92359e+07	2.01136e+07	2.02706e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	12	12	7.62527e+07	7.52316e+07	7.48244e+07	7.56059e+07	7.73682e+07	7.52721e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	2	2	1.59149e+06	1.69952e+06	2.0656e+06	1.90984e+06	1.9103e+06	1.96628e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	2	2	3.134e+06	2.64487e+06	2.87281e+06	2.84015e+06	2.36067e+06	2.01911e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	15	15	3.16664e+07	3.14375e+07	3.03263e+07	3.20425e+07	3.11443e+07	3.04018e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	3.5647e+06	3.16939e+06	2.90654e+06	3.70878e+06	3.56168e+06	3.07788e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	4	4	8.5615e+06	7.09257e+06	7.76031e+06	8.83994e+06	8.70604e+06	9.1145e+06
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	9.2676e+07	8.84323e+07	9.10417e+07	9.35451e+07	9.2012e+07	9.4157e+07
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	4	4	1.84412e+06	3.25879e+06	2.77908e+06	3.14966e+06	2.29981e+06	2.97117e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.36357e+08	1.38187e+08	1.35311e+08	1.35367e+08	1.37644e+08	1.36497e+08
P39187	YTFJ_ECOLI	ytfJ	Uncharacterized protein YtfJ	3	3	3.40572e+06				2.24792e+06	2.88259e+06
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	8	8	4.7225e+07	4.83982e+07	4.36055e+07	4.83402e+07	4.86076e+07	4.64599e+07
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	2	2	864927	1.09759e+06		857363		1.06373e+06
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	4	4	5.98022e+06	5.56333e+06	5.26777e+06	5.09695e+06	5.21416e+06	5.29958e+06
P39285	YJEP_ECOLI	yjeP	Uncharacterized MscS family protein YjeP	1	1		550376	814367	361453		
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.14281e+07	1.03989e+07	1.20893e+07	1.1381e+07	1.24646e+07	1.16031e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	1	1		3.42808e+06	3.90509e+06	4.81605e+06	3.33621e+06	4.15131e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	1	1	1.86499e+06	1.99732e+06	906998	1.95082e+06	1.98861e+06	1.81846e+06
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	1.84632e+06	1.99908e+06	2.17444e+06	2.25939e+06	2.11695e+06	2.13823e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	4	4	1.3327e+07	1.33857e+07	1.3506e+07	1.34888e+07	1.30247e+07	1.22087e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	12	12	2.89445e+06	2.96172e+06	3.14585e+06	3.08391e+06	2.92793e+06	3.0591e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	2	2	4.44827e+06	3.97141e+06	5.12148e+06	4.50545e+06	4.30327e+06	3.98593e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.81529e+06	1.52584e+06	2.07996e+06	2.03213e+06	1.6216e+06	1.82033e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	7	7	4.35901e+06	3.95325e+06	4.28362e+06	4.14477e+06	4.02143e+06	3.92663e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	3.52372e+06	3.87696e+06	3.87601e+06	3.40438e+06	3.02986e+06	3.65637e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10	1.84556e+07	1.84631e+07	1.80077e+07	1.84802e+07	1.86281e+07	1.80526e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	3	3	2.64121e+06	3.41759e+06	2.95926e+06	2.87209e+06	3.1483e+06	3.29359e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	4	4	939262	932791	883006	952705	817876	779424
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	8	8	2.13167e+06	2.13784e+06	2.42203e+06	2.0004e+06	2.13923e+06	2.05113e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	6	6	1.87743e+07	1.75729e+07	2.0013e+07	2.0024e+07	1.9745e+07	1.84253e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	9	9	3.91016e+06	3.9979e+06	3.68899e+06	3.68918e+06	3.94445e+06	3.81238e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	3.94142e+07	4.04049e+07	4.01665e+07	3.95994e+07	4.11249e+07	4.07963e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	5	5	1.0324e+06	1.15017e+06	1.14167e+06	1.12139e+06	1.13442e+06	1.14671e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	1.26806e+06	1.19247e+06	1.29381e+06	1.09047e+06	1.11211e+06	1.2359e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.13591e+07	1.09483e+07	1.09199e+07	1.17321e+07	1.09923e+07	1.06916e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	8.63625e+06	8.38967e+06	8.38431e+06	8.10402e+06	8.57579e+06	8.28573e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	2	2	728554	860716	686283	775167	443170	675249
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	2	2	2.25189e+06	2.33709e+06	2.50774e+06	2.7448e+06	2.70864e+06	2.11604e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	5.99999e+07	5.93592e+07	5.89401e+07	5.91056e+07	5.84421e+07	5.91697e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	5	5	1.20748e+06	1.39937e+06	1.5263e+06	1.41346e+06	1.34301e+06	1.59966e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	12	12	1.58568e+07	1.47769e+07	1.50448e+07	1.56021e+07	1.51648e+07	1.56601e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	8.46819e+06	8.6841e+06	7.87108e+06	8.03288e+06	8.48518e+06	8.42154e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	1.06444e+07	1.00596e+07	1.06154e+07	1.05236e+07	1.1027e+07	1.02616e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	5	5	594401	724126	528298	703315	707173	626674
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	13	13	1.67024e+07	1.64303e+07	1.72281e+07	1.64115e+07	1.72546e+07	1.71675e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	5	5	3.96186e+06	3.72792e+06	4.01017e+06	4.18839e+06	2.57962e+06	4.04784e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		1	1			5.59704e+06		4.97303e+06	4.73776e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	6	6	1.41666e+07	1.4631e+07	1.40615e+07	1.43628e+07	1.60888e+07	1.54191e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	4.11018e+06	4.03604e+06	4.47445e+06	3.83257e+06	4.44444e+06	4.34581e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	1.02023e+07	9.33536e+06	8.97273e+06	9.62055e+06	8.96352e+06	8.63454e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2		412666			396793	329550
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	6.24217e+06	5.45897e+06	6.07197e+06	6.22682e+06	6.59239e+06	7.02417e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1	4.63061e+06	2.71891e+06	3.94899e+06	4.31927e+06	2.99096e+06	
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	5	5	2.72921e+06	2.8526e+06	2.79925e+06	2.59259e+06	2.77596e+06	2.69215e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	16	16	1.35104e+07	1.35896e+07	1.38526e+07	1.35394e+07	1.35775e+07	1.36091e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	3.21999e+07	2.99316e+07	2.85597e+07	2.89765e+07	2.98908e+07	3.08157e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	19	19	5.1243e+06	4.98505e+06	4.94403e+06	5.29166e+06	5.16975e+06	5.11282e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	456956	492468	518111	617223	529161	709575
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	2	2	3.99908e+06	4.02436e+06	4.13417e+06	3.80752e+06	4.39127e+06	4.1843e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	11	11	8.92759e+06	9.04599e+06	9.01536e+06	9.60683e+06	8.93305e+06	8.60888e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	12	12	5.89941e+06	6.2274e+06	6.26374e+06	6.164e+06	5.92654e+06	6.23763e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	2	2	2.16128e+06	2.17907e+06		1.72984e+06	2.44944e+06	2.29145e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	9.05965e+06	8.06889e+06	8.27316e+06	8.33394e+06	9.09773e+06	8.45168e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	15	15	2.84059e+07	2.8731e+07	2.76578e+07	2.89907e+07	2.83123e+07	2.75166e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	4.50131e+06	3.76243e+06	3.66941e+06	3.92252e+06	3.88525e+06	3.33761e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	2	2	3.43297e+06	2.68134e+06	3.52928e+06	3.58233e+06	4.27933e+06	3.86298e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	3.16247e+06	3.44448e+06	3.78394e+06	3.86894e+06	3.64313e+06	3.52724e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	18	18	2.16253e+08	2.18556e+08	2.16074e+08	2.10232e+08	2.21076e+08	2.17008e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	3	3	6.38871e+06	5.27475e+06	7.07997e+06	7.08706e+06	6.56067e+06	6.75174e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	3.81066e+06	3.877e+06	3.66623e+06	4.03905e+06	3.92196e+06	3.83503e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	2	2	2.26953e+06	2.15298e+06	1.82825e+06	2.36608e+06	1.94841e+06	1.97364e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	143567	155312	135456	201822	142345	
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2	6.36275e+06	7.76743e+06	6.22274e+06	6.44532e+06	5.70902e+06	6.47091e+06
P45577	PROQ_ECOLI	proQ	ProP effector	12	12	1.00974e+08	1.00205e+08	1.03355e+08	1.02124e+08	1.03235e+08	9.99845e+07
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	1.81485e+08	1.75137e+08	1.81685e+08	1.85594e+08	1.74187e+08	1.80668e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	6	6	1.75168e+07	1.74633e+07	1.62275e+07	1.61974e+07	1.72764e+07	1.71451e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	4.00368e+06	5.0958e+06	4.40758e+06	5.35826e+06	4.93704e+06	5.00473e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	7	7	5.32695e+06	5.41912e+06	5.80438e+06	5.84395e+06	5.76599e+06	4.87923e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.68758e+06	1.62691e+06	1.09908e+06	1.26404e+06	1.24817e+06	1.55459e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.28956e+07	1.24326e+07	1.25713e+07	1.30891e+07	1.1746e+07	1.2888e+07
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	5.2717e+06	6.04505e+06	4.33362e+06	7.05569e+06	5.73064e+06	4.66553e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	910607	607797	791608	657387	981612	804938
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.96247e+07	3.93873e+07	3.8706e+07	3.86502e+07	3.81396e+07	3.89382e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	7.59131e+07	7.61483e+07	7.43587e+07	6.98562e+07	7.75616e+07	7.67099e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	4	4	353977	568998	547993	557800	454529	502237
P46837	YHGF_ECOLI	yhgF	Protein YhgF	30	30	4.02732e+07	4.01762e+07	3.96056e+07	4.09877e+07	4.01345e+07	3.9508e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	2.99652e+06	3.4564e+06	3.39128e+06	4.06474e+06	3.84082e+06	3.73127e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	3.12925e+07	3.22012e+07	3.18323e+07	3.11526e+07	3.30429e+07	3.26494e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	2.89204e+06	3.36045e+06	3.49434e+06	2.923e+06	1.58449e+06	3.20668e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	9	9	1.12772e+07	1.19159e+07	1.13624e+07	1.13051e+07	1.20005e+07	1.03358e+07
P50456	MLC_ECOLI	mlc	Protein mlc	4	4	4.99169e+06	4.68622e+06	4.72294e+06	4.7763e+06	4.73853e+06	4.55671e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	1	1	2.34809e+06		2.89723e+06	2.68295e+06	2.67097e+06	
