protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P31948	844859581.9136432	795549826.5214216	677183952.8423513	738514270.0095271	827871678.7042204	734849862.9534045	785819795.4317046	855409560.9513781	792211015.5204369	896190845.5561844	812852966.7019928	724589503.8580279	714043381.8772881	817013382.1814127	707491545.5718154	820691781.6431575	808231750.4850881	777262426.1278113	P31948	P31948		STIP1	0	0.9195757792507351	-0.005329066783467418	False	0.04751826184678779	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P60673	6498020.050391181	4171634.249999996	1826774.395510933	5183187.918062977	5347326.646020492	2618010.948459056	4331836.860315673	5873849.640598033	3751058.8819236406	7217775.458518193	4801557.979972363	2182330.519905492	5578470.139906132	5796903.330054407	2970240.7086531296	4279594.48035461	3666859.9842282766	3774168.239237545	P60673	P60673		PFN3	0	0.9197482622463368	-0.024067918820405654	False	0.04752762689642255	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P53701	30429418.08565226	30165791.47117333	29372861.77889836	27717627.323301397	29090355.47242656	29194269.897572763	30419263.82414384	30802714.103752367	31513380.260649104	29323734.03694296	30120127.56578515	33401049.96974205	23611072.52177596	29547436.535463523	32158023.973853	29156813.10332133	31121221.191916328	31182238.710904777	P53701	P53701		HCCS	0	0.9204342083395705	-0.004909878239477292	False	0.047536991946057316	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P13798	75951219.61083731	84720686.77838653	95072396.8295288	71793153.20871015	84786601.18805522	88950990.03547788	82799475.91196054	84705469.74086623	89516823.67751405	84712018.72267103	88242910.49122857	86254629.17312224	75832196.67401661	77857668.86097652	91847929.42384636	86038654.4825369	83512664.12473482	86617353.29670747	P13798	P13798		APEH	0	0.9205576441428741	-0.004974579491310367	False	0.04754635699569208	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9Y4C8	7552927.442395348	7833625.3500442	9371039.078347225	7004260.862895647	7575085.297182165	8659754.226485832	8384184.565414415	7417254.127939096	8838958.56715773	8187594.890222849	7867525.177773531	9413969.477276798	6510226.913371439	7388352.273993802	8674425.762676444	7358403.837514638	8262285.924387041	8621240.5259197	Q9Y4C8	Q9Y4C8		RBM19	0	0.9206590209617831	0.007029558834293613	False	0.04755572204532684	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9BRA2	59048404.41990181	61240098.51131028	52158156.668323405	58965851.20572245	59334247.50832286	53555907.92928905	62833454.43010668	66885972.0838363	61536354.635529466	61378713.88853617	62951690.15766961	57207977.089078434	71670974.92850302	56268789.13647881	55696778.68601094	57637933.49226427	57939419.16818436	56859278.54757324	Q9BRA2	Q9BRA2		TXNDC17	0	0.920972529479599	-0.005520116862869301	False	0.04756508709496161	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q00577	5367383.530500859	3866933.997635158	4799937.61641425	3510171.1114316424	4898555.234877214	5036985.60552463	4746378.414286056	4878368.765573934	4995256.190516608	4381328.213240173	5684715.158443166	4337353.31628181	3200462.094010825	4674351.9868848985	5248698.094995954	4700983.251251138	5521118.118066489	4637715.091124248	Q00577	Q00577		PURA	0	0.921409476797908	-0.009793291017915495	False	0.047574452144596366	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q12769	51577307.204632185	55505163.820186935	52681160.42239304	54139888.79831649	54973802.454837136	52955277.21832589	57170696.5686776	55753334.06944867	55657730.88952792	54334096.01895856	53927628.58850891	54101156.29756579	62092449.87396083	52873177.432840265	52059344.12434024	55370265.34185469	51935258.20463792	52643008.46451727	Q12769	Q12769		NUP160	0	0.9218012928726912	0.0031746703932255503	False	0.04758381719423113	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O95067	3136840.9309923067	3170375.9030657704	2566448.490022281	4828350.025777447	3049121.676034099	2572289.2656091205	2991011.164083241	3228547.87447773	3025452.0957032875	3336570.043131184	2951058.869723701	2650578.2861565626	4598256.742552832	3634559.464876008	2684599.067222892	2327805.469881656	3600335.239982245	3069342.8533221185	O95067	O95067		CCNB2	0	0.9219653135769202	-0.01430450431337738	False	0.0475931822438659	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NQW6	3459477.6853764346	3016073.6386033013	1669598.4406115531	3045673.212421861	3181670.568279539	2681379.3684412027	2961011.8366127703	3446539.1082287566	2838619.721709124	3195932.8106781617	3069519.781458899	2079850.809436471	3112095.035573094	3338843.416756168	2549008.3389110835	2848200.4863084625	2801997.0397638576	3107334.198689308	Q9NQW6	Q9NQW6		ANLN	0	0.9221149045388639	0.010861619161959756	False	0.047602547293500656	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q01082	19395683.12860641	18944153.33576989	18474218.259617157	22100169.08363174	19330678.280960392	20231286.54926745	20459815.62027501	20733815.364232183	20357621.527358223	20708899.41177846	21614964.737364046	19022366.09937037	17232831.511499908	21593621.55485878	18823420.04925121	21447441.80872188	20425008.84188298	18587106.005294763	Q01082	Q01082		SPTBN1	0	0.922298897568852	0.004589403469844589	False	0.04761191234313542	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9H814	5612308.198524004	5457853.993249915	5889013.683663708	5859996.674315489	5834276.675711424	5380242.754904074	6122620.577681648	6357717.742045633	6032889.029889455	6048478.642435333	6005728.409842717	5916580.256880629	4919939.207029183	5574462.214093528	6112303.024395891	6613176.551895784	5885662.680222196	5636866.604461877	Q9H814	Q9H814		PHAX	0	0.9224692136513228	-0.00455802310508884	False	0.04762127739277018	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9UIJ7	23071054.524363857	21442973.988619357	21011463.73824816	19155411.61978716	20983852.432558607	20546095.68178427	20358461.48797692	19994199.602976877	22371283.441992465	22477823.17381599	21774388.99353092	22866529.22004934	21323218.96599396	19592121.148957405	20128488.81501323	19517955.510984626	20804724.050710227	20946839.005085964	Q9UIJ7	Q9UIJ7		AK3	0	0.9228793163664701	-0.0037923067310965523	False	0.04763064244240495	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9UHY7	26996478.54433124	31946676.584393676	33519164.50858948	25463446.97374896	29684773.010331087	29749467.62326522	28405972.110665835	27874329.412780143	31155513.72297598	28568348.72032757	30978055.7683152	33099846.30366872	27765697.63743434	26190805.908896152	32613943.205281824	26446562.399316385	29849550.394085832	30330084.133256037	Q9UHY7	Q9UHY7		ENOPH1	0	0.9230131207356373	-0.005693544268745381	False	0.04764000749203971	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NUQ9	65648041.43158148	74374336.16498192	76546649.40410954	65696519.586493455	73593271.7467209	74053816.77358177	73773072.85905024	71788442.07343595	74740679.56022911	78699654.54457767	74936768.3593198	83239074.43317576	66537664.47840576	68849718.88799623	73038270.89180762	70668979.21325162	59944131.84623977	72010088.78666279	Q9NUQ9	Q9NUQ9		CYRIB	0	0.9238775267150456	0.005091079536503521	False	0.04764937254167447	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q96P48	10995132.726061726	12373824.050252888	13720588.763471596	11198845.002317969	11884562.363083305	12835702.68762056	12475805.2099989	11297382.956074407	12499791.142035613	10892409.171447514	11750817.244764255	12882600.488960028	13105619.937824069	11219756.708301133	13167825.966257138	12232970.593112886	11806010.467308296	12571286.210052596	Q96P48	Q96P48		ARAP1	0	0.9246519479457411	-0.004582416220682917	False	0.04765873759130924	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9UPN6	23322912.131066527	22477904.44805713	25178000.641886763	20252957.33900221	22990383.530648712	24001941.371802237	22614835.411726	22815502.65122203	23987061.482608724	24209903.48489994	23680549.27162214	26631074.189258717	14888193.055490702	21758008.72915314	24895000.979062323	23778768.98784743	23036649.775270745	23732417.19378593	Q9UPN6	Q9UPN6		SCAF8	0	0.9251032075079149	0.007180775266298479	False	0.047668102640943996	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9BVL2	6733461.610206947	8320035.551982381	6224291.565083492	9058434.799540086	7702043.055168031	8845219.03221152	12250746.79949327	7485229.878039714	8814491.768988535	9152923.84862599	9043970.775253603	8923519.068733633	8534234.415191783	8193907.340639974	8269719.4321149	8648632.81911424	7149047.125399974	6964714.108474354	Q9BVL2	Q9BVL2		NUP58	0	0.9251112733212863	0.010620727354745467	False	0.04767746769057876	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9UPN4	668348.277186503	471167.6562	615582.781497746	485468.6324410689	505861.6830270028	739602.8871381659	534068.9872383388	490736.0096058945	660151.2829685729	471088.8102608576	596563.1153051745	852902.0884079724	315099.12081932696	384044.96149433067	696462.9151368397	473796.7919489239	614639.2276726471	709621.4915823813	Q9UPN4	Q9UPN4		CEP131	0	0.9253759126802155	0.015926205878084177	False	0.04768683274021353	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NT62	13388159.921999436	15779289.000698153	16323808.629902843	15644360.499223474	14343508.21384388	15513795.208371254	15973015.963373194	13637907.81862002	16326521.467306435	15032709.259005511	15443685.690641318	17654689.634155482	13376610.619278751	14146333.201074	16182897.680826074	15956272.23788678	13537155.979506703	15096185.806437306	Q9NT62	Q9NT62		ATG3	0	0.9256240375667044	0.0053180948653557625	False	0.04769619778984829	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q01484	3128353.150285521	1829140.1393783584	2350856.5039940537	2947276.667183717	2634894.2110246066	2556017.21971	2578505.421862872	2693245.643047965	2613612.196912441	2963758.497954737	1880788.504323047	2616452.471359588	2254154.4010005444	2963382.004273878	2738316.739341665	2448341.4777212725	2703229.253084708	2621456.859854653	Q01484	Q01484		ANK2	0	0.926076935252651	0.00880849970977972	False	0.04770556283948305	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q15814	14661814.49417373	14758012.026843758	12259136.519201154	14760029.600130737	14430449.006374525	12304187.036058366	13748091.996213963	14706950.347304402	14404975.982557736	14940250.824169282	14744214.789815033	13072971.244058162	12910362.452240627	14089421.461554673	13544872.745300427	13871943.301458208	14000376.613954702	14507628.278575093	Q15814	Q15814		TBCC	0	0.9262330123222124	0.004030416632995689	False	0.04771492788911781	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9UPN7	27718761.4653334	26726112.93823262	27983128.04869341	27859050.81301071	27797142.51324452	26189135.936089262	28799306.840531368	30339765.28918278	26538131.7397971	29120236.95606449	27332614.298764035	22763359.454653595	27994196.38797742	28773802.0366989	30590518.611810435	28252039.96265795	27314716.35474637	28513755.15138294	Q9UPN7	Q9UPN7		PPP6R1	0	0.9264723151877037	-0.004061771381625505	False	0.04772429293875258	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P48735	78581310.59011605	74260405.2207727	70447765.25205499	71582149.91210277	81167714.71968468	68199155.97327965	76743085.2837293	83438827.52320023	73273312.40438993	81211955.08619298	82822595.61982006	72596268.47093502	82018112.74583572	78057164.9330203	65464537.10651005	74439563.63207349	73278656.36120151	69998655.72880217	P48735	P48735		IDH2	0	0.9265348130306856	-0.004662648898334847	False	0.04773365798838734	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q149M9	995968.8188586638	1767810.249999999	1521094.871365067	1363483.7453789194	1441373.6688098663	1451701.7769198408	1565298.2256680457	1260858.328041352	1470344.627109263	1067941.4790914047	1875970.8360802487	1523427.707679944	1643645.4350606275	1310344.7705206163	1525734.454269506	1534986.302093221	1011544.8617220478	1245743.095456144	Q149M9	Q149M9		NWD1	0	0.9268158068358661	0.0111226677493321	False	0.0477430230380221	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q15910	8311778.955242764	10355109.85904626	10977507.861332197	8396033.115376096	9592732.228617258	9999236.949430397	9967376.095308105	9680747.41691534	10494923.0032593	8983434.72665523	9573910.804661464	11197109.94621482	8823540.978931917	8999519.313330682	10356991.136070168	9858421.571958356	9898905.413320187	9755628.583873907	Q15910	Q15910		EZH2	0	0.9268933215904942	0.005400892148718734	False	0.04775238808765687	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P30613	202417275.90087613	227286191.0641229	228668071.6318432	231031679.5554084	221669250.39464208	221672372.63473293	227183026.74880365	225244311.01407063	226074628.0711277	226405082.73551527	241944415.41572747	230742049.85020927	240618715.8178092	206904387.2825522	210129278.1227048	223046975.40455425	215981166.6665091	219646766.38572907	P30613	P30613		PKLR	0	0.9272376034541479	-0.002989555446969714	False	0.047761753137291627	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NQ29	8838775.799999889	7667965.538308581	9571677.101910004	6841613.940063674	7955352.935668931	9162447.347877162	8138675.756055765	8888863.670362322	9268234.980718993	8718240.1152668	8091169.301124278	9982369.781114733	4370096.132334664	9289115.797567362	9740573.226525916	8655958.713685686	8901211.95233223	9111608.123292798	Q9NQ29	Q9NQ29		LUC7L	0	0.9273744140286475	-0.009921051229045703	False	0.04777111818692639	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O75600	3851256.215365204	3652220.268983055	3195082.1019609403	3635426.9749893695	4182695.012109871	3348042.674446467	3808336.580552627	4029324.7863298417	4561152.058385523	3590412.431762248	4091184.575549713	3925680.198827774	3654552.9884089264	3279321.0718330974	4037689.2099472233	3537910.7576118563	3763381.8717613146	4239572.989508962	O75600	O75600		GCAT	0	0.9276581929491943	0.006068854271083478	False	0.04778048323656116	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P52948	127085650.349404	131687035.55544849	139383895.62991717	128106962.33432822	134905191.0587078	137573618.22602254	134393268.41924664	132184594.28814092	136439845.46490893	128856097.07241236	134978913.08122236	141711612.3413512	131445628.22615796	128965406.75451146	133614203.50339232	132723470.47018674	132074657.0949237	135810937.50385064	P52948	P52948		NUP98	0	0.9278082632178235	0.0018969749671971547	False	0.04778984828619592	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q03533	1530436.5418387472	1072640.9592934237	993233.0128608792	1136574.5607760225	1390530.3774539458	1257591.1120315446	686342.953212571	1100240.2534410476	1022069.9216251548	2159039.1005073832	1231660.9611275364	1531169.766020665	1122906.4127992843	1022216.7458304946	973065.8009131664	717043.3457720074	719309.1657758852	857046.0730627899	Q03533	Q03533		TDA1	0	0.9278846293793994	-0.02021716224639574	False	0.04779921333583068	False	False	Yeast	False	False	True	False	umpire	directlfq	min	0.5
Q9Y512	9697027.025006296	9953877.165401371	11379413.819075322	9678849.824237447	10705753.394972373	11014988.2855518	10426991.967419956	9541251.63859463	12378436.11810372	9385002.015257308	10554446.716058118	11982507.001829304	10409044.039181115	9522883.602677103	10039685.946256896	10805968.861863242	11258409.795492385	11163255.67785108	Q9Y512	Q9Y512		SAMM50	0	0.9288583718686025	-0.005236227869889711	False	0.04780857838546544	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q8NDC0	8350324.888688308	9373458.999999994	11911786.126725994	9674755.075610114	9178096.226594904	10954812.815096162	10408888.487418786	9032494.827172125	10357440.939830422	8903762.641726352	9415963.720694704	12282930.318615662	9268615.506089324	8275899.99874782	10915207.737803262	9909967.625753742	9924822.866737785	10789113.009029122	Q8NDC0	Q8NDC0		MAPK1IP1L	0	0.9289201781379144	-0.007163566930929669	False	0.04781794343510021	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P62877	29464612.47595334	28174159.03324665	28581668.050195515	23228326.965638954	30983044.786096778	28303751.85499167	30791848.31857884	34871545.21233373	27063336.30512618	35968969.83742652	31709188.585407723	24089286.701437864	23871758.36244833	34844950.30861369	25036398.700456083	30759963.05422083	29109506.091540527	27557980.823609333	P62877	P62877		RBX1	0	0.9293746125458073	-0.008174635119672629	False	0.04782730848473497	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q7Z3B4	37339871.66134919	38692909.73260944	44720579.74702572	37711777.19984876	40627254.68679253	43524967.66848196	40587551.81821256	39183706.326621935	43367630.14094367	38457639.676011376	40537885.32178001	45567077.28112703	38334132.89119709	37699700.09564657	44529732.06495682	39972053.68742676	39601684.87943388	40030148.8536009	Q7Z3B4	Q7Z3B4		NUP54	0	0.9300505925609979	0.004053426584374035	False	0.04783667353436973	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9UG63	128892853.13602307	131241962.2092634	106784082.73052868	106401371.0409078	135661315.69906974	109172291.8571518	130181503.3025892	141977321.13790178	128934737.09386948	147676945.82335472	137277401.84434786	114254030.919092	96126724.4830172	133988334.20477194	111508755.32280308	122501678.88814428	126181512.97416818	124316595.23472136	Q9UG63	Q9UG63		ABCF2	0	0.930238411300327	0.0069973959674574735	False	0.0478460385840045	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P55854	2247344.2002338176	1260004.1250000007	991614.4213085067	1714231.2254784007	1503609.3107293218	1290477.1339337984	1619267.4259242555	1878414.639611512	1606689.6525908832	2111387.2966251653	1295867.549741249	1273730.3458474053	1561233.8959820552	1847088.1809012252	1282738.1577990002	1524672.0336199598	1910340.5479726824	1432699.5564109385	P55854	P55854		SUMO3	0	0.9302387585474237	-0.013037681615063315	False	0.04785540363363926	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q6FI81	89380699.2999464	81145213.93728158	68246164.18146972	85625831.38241427	86215849.73485675	76601062.4083489	84290492.26542492	88964061.13725583	84469111.26591049	85422779.63302246	80337796.51870464	74316281.68164289	94740397.32203913	89002035.30856831	79768319.7699595	83584149.96741647	82610344.1097794	77579219.553201	Q6FI81	Q6FI81		CIAPIN1	0	0.9303378116042526	-0.004684607984611633	False	0.04786476868327402	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9BZE9	3496609.243440719	2978385.333313681	3778405.4393743984	2993522.131826174	3088950.31541219	3824317.129481496	3123673.715353521	3124265.356174319	3835599.6642701407	3183547.0738673275	3078091.321764905	3919832.18241328	2541554.2215467705	3187405.5629241816	3612581.611895477	3303597.200330486	3632493.465326069	3637802.992868179	Q9BZE9	Q9BZE9		ASPSCR1	0	0.9304975279977953	0.007020834191517681	False	0.04787413373290879	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q8WWC4	1640637.487023108	1594649.1250000016	1186209.1376313255	1685571.1507400016	1988698.750768387	1023959.066635796	1706419.0893522073	1511296.7161213902	1305675.2443967364	1916995.7370761456	1561650.6590641018	1150131.0776486788	2075254.533962822	1874593.4733652563	1220395.5398539077	1549225.6630049397	1129382.1712815892	1288487.8737231926	Q8WWC4	Q8WWC4		MAIP1	0	0.9309039059500902	-0.012948488663156059	False	0.04788349878254355	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P48047	107063495.33753344	109361640.1847341	97443721.72662625	92229690.37230392	103197010.53449684	95899146.6127248	111661381.08096494	110275579.40337536	102153213.38492832	112644425.99770978	107447155.64646296	95531564.2241848	99091009.13798128	104270800.32635498	100481068.29385068	107353906.75825012	105847979.2691282	98935039.81764267	P48047	P48047		ATP5PO	0	0.9309578458725482	-0.0035942747066622324	False	0.04789286383217831	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q16891	293063731.489328	284883997.0926052	246286120.2357621	279821575.49311006	284267763.5644706	254462972.78057855	288903769.4744921	302764396.2365834	290430348.68530726	307492721.2811877	289499735.6896877	278604806.669636	248077446.85036945	281517498.788546	264650384.98726064	284472147.3002453	283141344.0924015	280932313.78608555	Q16891	Q16891		IMMT	0	0.9309590636056388	0.003716693364507145	False	0.04790222888181307	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P60602	5469165.226999966	4785821.499999999	7609520.210286447	4852774.693578124	5213749.96273319	6781789.758176959	5817579.18285572	5999597.163343822	6667993.4326721225	5205466.253076963	4706693.673223523	7372191.381777351	4788906.890272604	5427161.100488627	6675437.984485806	5873333.593188219	6492442.974198736	6307822.945202547	P60602	P60602		ROMO1	0	0.930972847690618	0.009483124329778278	False	0.04791159393144784	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9H2P9	12682968.513667356	13438243.554039406	13470797.818139596	13964787.902024653	13331237.510915272	13981736.079670724	14244740.765592676	13356193.34352945	13848189.786300756	12798003.78281016	13910460.499267548	13831131.218520844	13907329.034193415	13252690.19950239	13807006.914454311	13919008.507284733	12822690.543314746	13895030.181188151	Q9H2P9	Q9H2P9		DPH5	0	0.9316430761668557	0.0020719524036680835	False	0.047920958981082604	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9UNF0	20880802.76595901	19909939.843652707	17632195.7861402	20098417.835348025	20662486.244329285	17947853.260697767	19871270.783494752	21313420.23730444	19935332.13033988	24006101.02681349	20405837.007059515	18801078.15999782	19997119.242236797	18613534.308457155	17415760.11547769	20272940.282181963	18568413.82904051	19583807.99124717	Q9UNF0	Q9UNF0		PACSIN2	0	0.9318375665424233	0.004759803612449697	False	0.04793032403071736	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O60234	2845602.268114568	3401149.500000001	3567211.4376590587	2035793.5587934677	3399213.994065873	3574315.8554863874	3098163.0585140795	3205064.640800812	3614407.019027239	3130493.4842468486	3404327.8551401044	4085808.1381283887	2423182.4995395006	2842187.5799803743	3601243.806381768	3129742.426805484	2897556.352233488	3407882.594124607	O60234	O60234		GMFG	0	0.9318463959507806	-0.009082196704410173	False	0.04793968908035213	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9H4B7	5972570.875188886	5686465.845794112	8447173.870744629	5408510.790036591	5343236.736048724	7773089.158525532	5924338.246266566	5759813.455559657	7265346.974571123	5255217.210431482	5720479.856057309	8500123.879980493	5305242.407556522	5382021.190345667	7529072.103760098	6244101.893098651	6950674.714596919	7112510.438677815	Q9H4B7	Q9H4B7		TUBB1	0	0.9320060220984858	-0.010457594652682443	False	0.04794905412998689	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9BZK7	30306472.371013127	28243293.41140208	21515033.52382193	24887423.099386256	28224695.70366618	29501707.59799196	28127180.52413795	28872055.01097728	29125875.12105364	29557573.250583347	28667216.802856438	32910175.20514481	25173534.49994382	28986396.648235623	22167486.630547643	27047205.456743877	29470958.71913716	25899157.307992365	Q9BZK7	Q9BZK7		TBL1XR1	0	0.9320957319377501	-0.006225578019500011	False	0.04795841917962165	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P36639	3084512.286181177	2575045.999999998	2808648.1053338395	2760245.5482753483	2726159.45714106	2735313.4381223563	2888972.7811586866	3002556.9716195096	3013854.6447405973	3228606.461768218	2826336.7638896224	2969511.309310196	1526284.286379191	3137556.1409238894	2915019.1440315563	2983219.712295326	2839889.68097843	3030675.086342799	P36639	P36639		NUDT1	0	0.9327465455939549	0.007811435745259567	False	0.04796778422925642	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P08621	230529643.3300168	212500378.6498148	164173406.59458864	211010891.03080383	216762860.6927289	183987262.46601325	213297745.0274021	237984276.2437633	221167264.83243623	240632665.39423788	218166531.3560489	169450414.05182278	196538321.7725383	238483203.34781647	182099594.63458616	217576632.03611013	219361803.3603431	200604366.15694168	P08621	P08621		SNRNP70	0	0.9330495216639102	0.006498224236081465	False	0.047977149278891185	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NS87	3129821.1422121124	4017952.03400703	3850553.36028136	2959851.591161175	4306736.333591844	3445555.268564372	3913169.285697538	3059683.6698812707	3462780.207388778	3319302.1788731767	4064118.438582342	3511016.517072908	3234520.2940425235	3730559.5847125375	3403091.078866205	4176826.848632057	3789770.529621879	3071663.0818522414	Q9NS87	Q9NS87		KIF15	0	0.933195707348814	-0.006929110045828966	False	0.04798651432852594	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P30260	5679995.895516828	4623381.520295735	2069103.3520822576	4712609.713909017	5135335.835465502	3654725.486914921	3806067.080564641	5474872.164602311	4089274.898786344	5723495.552130074	4803134.732468647	2452993.958604981	3519696.66800906	5928170.792146887	4017841.560871526	3762672.253444497	4382103.566560131	4261895.075829999	P30260	P30260		CDC27	0	0.9336528932244811	0.014533290923417588	False	0.0479958793781607	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O95671	828550.098817212	820153.6196996307	277867.5107257364	1058083.3260660665	923595.2768141342	250229.094375311	855544.260966384	1010037.8955345828	549645.2096122394	949381.3950628676	870723.5780296172	211076.73360085452	801865.6537653739	1052576.6979095915	430649.06692786096	797200.6494442489	759687.7950041197	599005.355960923	O95671	O95671		ASMTL	0	0.9336805857898407	0.02245818226636346	False	0.04800524442779547	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9Y2V2	34686469.28103514	36549338.5343623	31593959.90445122	29438131.72927776	37168314.213460825	38249715.63618503	35799019.242376275	36273724.0508643	38163840.33638354	37060337.39127802	36951076.567913845	32750286.719725	31195998.924283404	35410484.60999117	37673760.48597264	34549412.82714829	35468150.4422752	35932741.88162827	Q9Y2V2	Q9Y2V2		CARHSP1	0	0.9337117550296661	0.004227612803059097	False	0.048014609477430234	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NWB6	6462626.044439823	4613837.005519284	1931490.204768116	5847524.469787148	5756919.452319821	3292343.556819546	4694304.94001474	6298493.12390814	4363572.9964032825	6720520.708363851	5047142.777720918	2590961.745063832	5099825.41327394	6795036.519157724	3505330.9377567256	4639749.234057255	4946804.634240057	4424236.082369638	Q9NWB6	Q9NWB6		ARGLU1	0	0.933818870362118	-0.016858722506701382	False	0.048023974527065	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9Y2W1	191455997.3736449	177912665.56743497	156724107.07314754	190200438.30702868	192209047.88896292	170117785.576389	190620054.2570053	216927320.7375812	186424698.4639771	217522642.88648412	195094627.80414996	156661148.70395926	152017234.30866545	210499544.886992	176215188.366896	191130895.66133124	194195049.89800125	186246647.7917175	Q9Y2W1	Q9Y2W1		THRAP3	0	0.9339571462467836	-0.0060174070220206	False	0.04803333957669975	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P52739	52958.68829105773	241466.6249999999	24893.780618870875	280748.08549421903	231485.80451248868	25542.166964555017	198152.40695423185	306736.1915815386	97439.77633322052	278168.83553395723	163653.57410171063	49468.70163291583	98862.92513603182	492034.2318412209	33134.1778479768	171228.47421828713	167096.1224345205	51503.61137260113	P52739	P52739		ZNF131	6	0.934814756598396	-0.044509281851376606	False	0.04804270462633452	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
