protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Ids	Protein.Group	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q9H9J4	5107427.376388914	3992628.1868713913	3738018.1128772898	1835441.2797000555	3885730.565574051	5499977.307326859	3609066.2279169806	3985510.0784862936	3710546.935832299	4450882.255772371	3144361.724233378	6260748.5999465175	2427263.7859510235	3851059.0097275535	5223526.6727628745	4146357.872134095	4725894.869876673	4152969.38284434	Q9H9J4	Q9H9J4	0	0.5166965507515948	-0.11817430408259606	False	0.036241853729181754	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O43399	326793011.71654546	328819218.8235012	352804093.88390934	340337022.53290546	344131127.6292953	373943634.8175489	332138284.77149194	327870119.24908483	360363096.7778639	345339810.1502654	312060456.09108806	366361080.69099057	337216123.56818765	320317282.0670447	346989661.1587673	343142856.4030895	332363260.15983784	338089237.9562	O43399	O43399	0	0.5169980074842144	0.021335635856438856	False	0.03624788800386194	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P17535	5282618.406595995	5005796.536429945	5501829.599621216	5665550.694987185	4920717.050625543	5801847.5240269005	6356201.008866667	5307732.47162962	5964425.446008641	5283137.44961521	4561041.137518613	6035050.828978528	5692684.378924884	5215466.843955957	6372202.849117016	6563893.9510608185	5290700.76902795	6437496.4602394	P17535	P17535	0	0.5170553101292084	-0.046877665714797574	False	0.03625392227854212	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q02880	7083618.790489025	8736911.760517197	7796176.148139897	6844880.000584603	8295577.190258489	9078662.069279062	8181256.320881416	7397650.972842219	8780063.579241576	7063463.889872884	7876550.982880961	8715300.081024656	8063146.587656407	6596229.431062127	8733771.412547704	6383874.178546748	6145515.891970827	9703474.956737872	Q02880	Q02880	0	0.5170657518045223	0.059428292060842075	False	0.036259956553222304	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96HP4	20889199.40659335	29156947.379610933	31192822.452167656	26551461.12965845	29847757.03984721	30166263.78911813	24978378.42878492	28856109.843822893	30682002.44875611	23056469.251659587	28686136.781538155	29683144.82901883	33374434.02452378	26567724.86732055	32732776.025161844	30693382.860864416	26752852.41148142	30020004.98672764	Q96HP4	Q96HP4	0	0.5171028568290668	-0.05192017921099729	False	0.03626599082790249	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P60228	460176419.8587085	466284458.4851922	399290668.53734976	468719423.8533818	463932374.5792385	423419096.96935415	467963865.0838918	545821382.1142316	442760194.7478273	515836368.90491337	469795668.00562686	431610693.1935826	431265007.18053335	411936876.8947703	411925157.63878	478113317.5357767	452677363.3742073	430145471.0280984	P60228	P60228	0	0.5173026252038401	0.03709906325511512	False	0.03627202510258267	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96BZ8	17134825.57969276	13179607.565440468	20630453.20805441	11109457.021445528	11344846.19744611	19446535.868434187	12511789.493371684	14412245.31439636	14235691.389051257	17335084.273985893	14392686.406123018	18942512.89052757	13474445.433396466	14560260.293040838	16738258.219185349	12792038.657430682	14487245.014341772	19696271.208295222	Q96BZ8	Q96BZ8	0	0.5173355491178195	-0.08784793227936703	False	0.036278059377262854	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P25098	72059792.87007348	66685647.56515538	61982884.6873646	61468497.99258798	63960944.037549086	58546185.94575354	58625563.55163522	60600932.715319455	63432274.671609	63819702.01077417	61419569.42478866	52496683.06840629	72839569.66979486	62610428.23627564	60985423.45807761	62080790.17196763	54260048.40844045	62515569.29652552	P25098	P25098	0	0.5174299760082406	0.036919405759542216	False	0.03628409365194304	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q5M775	2157458.538136284	1948282.9349581555	2234026.849174389	1934539.5301548024	2205205.753820925	2416812.551224116	3203149.4205004005	2873797.929473344	39806.19090300663	2422591.1310880217	2139434.4411195624	1847475.5721443128	87166.3802626967	2433880.5072319857	2227301.400671217	2041876.4484630344	1725823.0223428484	1834774.4577168475	Q5M775	Q5M775	2	0.5178527343088524	0.18194225202286274	False	0.03629012792662322	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q06595	4880935.266136664	4058503.929691168	4941568.909744505	52656.44822399959	68345.26959387641	5116673.249623899	67036.65912848967	52184.13399835013	5490619.228528125	3716522.538988569	1894379.428519971	4831252.015187618	87166.3802626967	86231.43415726647	4206897.601835195	3304353.166066857	77332.7853158901	36775.267578664265	Q06595	Q06595	8	0.5183087885802926	0.4389983245322049	False	0.036296162201303404	False	False	Yeast	False	False	True	False	diann231	directlfq	min	0.5
Q3KQU3	31959378.62841004	27733001.58607083	29007724.75063498	34065735.99921705	28123517.32946783	29187205.25605041	36120070.30319208	31094506.4153358	31219967.85953277	31451590.5042838	27404668.28389069	31516160.621024016	38298635.34868258	28418480.59958334	19023217.1159468	31794142.44639813	29977505.235434707	29066790.32075679	Q3KQU3	Q3KQU3	0	0.5183390180633433	0.06115888636051353	False	0.03630219647598359	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P54920	204425010.3396265	220851141.2674328	237066561.34194845	200004039.3697426	216646837.9868329	219366224.421886	232854485.1179956	223183359.33699283	229399134.16304737	199077456.356704	215276011.52221864	238707385.50893784	212986113.46329805	187890601.2158913	236721001.57064065	229776076.2913684	204193448.1668124	217235172.86975303	P54920	P54920	0	0.5185287846806572	0.030822634033088818	False	0.03630823075066377	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96JD6	31755232.01285351	35159261.92024349	30613399.11729985	41068724.14024136	35569385.08009465	31612024.05694967	37678947.20512407	36089089.62664416	34008017.4721506	39940340.0761952	34916643.8960805	31934275.466042697	44710383.611644775	37343881.03715266	31100665.09733675	36331448.02565464	33245584.59492016	34697584.7666785	Q96JD6	Q96JD6	0	0.5188980787199651	-0.048262382334889414	False	0.036314265025343954	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9NPA8	180820000.18131125	186755406.48967287	117599117.47972572	192093677.15920472	176140402.5426529	120977251.7442955	185286470.10712755	191260290.49977183	140287288.7769727	188908158.51160625	188580266.23103225	146766035.67613223	223643659.41311023	168382916.31559065	151356679.62018508	175409012.19826707	176227890.09245777	149406062.6663706	Q9NPA8	Q9NPA8	0	0.5195288067014048	-0.07305868594555034	False	0.03632029930002414	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q6PI98	568035.7455841247	712477.5449738522	853472.8681726238	429483.3368080884	531847.3416242902	931499.7608086444	474994.5828592827	750640.4734766429	507437.0029425647	510750.2719323212	758826.0880163707	839499.8913978257	488183.8390864436	557818.567281284	538983.6076786754	581420.5271911616	387100.78357174055	649600.702208195	Q6PI98	Q6PI98	0	0.5195988464369874	0.11673572932603168	False	0.03632633357470432	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96I59	26696543.41699558	14086935.932456104	15265943.150085874	16833557.295922052	14330316.571961386	12804974.957893066	15377704.078163952	18838464.24446972	12933417.746482994	33202387.854524914	15990596.349201243	14843205.09505831	12968232.572307397	17818154.149695404	16539648.97641132	15589686.509608451	18621264.555177227	16124930.321000408	Q96I59	Q96I59	0	0.5197703322955072	-0.13584017379902324	False	0.036332367849384505	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y3B7	148017471.93116516	134141404.84005542	133377954.38226718	154498440.07654274	138381980.95462063	146579747.7765015	139368391.65326354	144993439.5203985	144653339.10017958	142542224.9064432	150432059.69661695	128019290.39824238	116775202.15528212	136982046.277864	143567554.4515088	138805975.88548768	150230769.39388746	150295085.78995204	Q9Y3B7	Q9Y3B7	0	0.5198589532616364	0.02992815647418173	False	0.03633840212406469	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q99549	2704863.7706599603	2831504.0312702814	1467008.1514416204	1690250.083653378	2674723.310290764	1630610.6419846104	2443431.728687916	2376681.071327732	2231578.68198948	2561916.069760411	2373505.8428722275	2363460.713901031	2432799.036544112	2176997.6164537272	2042907.552464748	2622725.978674676	2247660.4910911885	2312339.9511365616	Q99549	Q99549	0	0.5200193958204984	-0.0759381211535677	False	0.03634443639874488	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O00443	1420780.1317839476	725164.9030875416	504196.33250506135	2373151.808143809	291859.400236338	785292.9817421403	130833.56841934232	1501480.4997553253	2373531.119117252	1918132.455945636	2626942.977596723	2620201.794765573	87166.3802626967	1722801.3209501095	36452.24405948815	856025.3706685496	541954.2029897812	2365203.904876556	O00443	O00443	1	0.5200443871448552	-0.33805622289140036	False	0.036350470673425055	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O43390	1147839914.0359838	1215002961.0803032	1404899244.8899102	1195207211.2554772	1250584648.475173	1310591029.482411	1255184997.2264218	1260508208.2688885	1284265225.0885575	1235846069.8718078	1203705876.3217523	1463261616.64624	1314958704.6282198	1235146256.175116	1339186956.5237002	1247758666.9941895	1256370326.322435	1241870738.120867	O43390	O43390	0	0.5201774297142261	-0.02701203928379742	False	0.03635650494810524	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96MG7	8377856.992496016	12721591.467720728	7763224.236728254	10290152.272755872	11196728.765731156	9568172.121636514	10595629.701644212	13571716.70416862	11322311.676768012	11367942.74892594	11201557.438835884	9842344.515316678	12629804.434520178	11170829.097249083	10610205.238473644	11293309.495045248	10939797.217146106	10409866.909333317	Q96MG7	Q96MG7	0	0.5203516884920852	-0.0600975603476862	False	0.03636253922278542	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9UJZ1	200816140.25333133	203408731.62733024	191488689.4264456	212387175.2066012	203276482.30703604	191583911.8875909	210329981.44963825	218926919.3493635	225591520.9812308	212540811.9155634	195711706.81419447	216353246.8256462	213478908.4029155	204321232.4091304	182256153.16706663	200491962.5797569	207872914.66161096	193162006.8788153	Q9UJZ1	Q9UJZ1	0	0.5205663204034239	0.024766576820220494	False	0.036368573497465605	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96GS4	853258.4117817761	468573.8174786608	883807.4458086805	604738.1378143284	705548.4366851151	983146.6011481538	758803.1029620781	936435.1149260132	1117794.9548692703	849324.0876463173	709967.0519988957	929533.891472741	87166.3802626967	646413.9752131798	765940.1269819576	847571.2422254515	875523.632108656	948455.1523160018	Q96GS4	Q96GS4	1	0.5216677257301003	0.13478744026744766	False	0.036374607772145795	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9C0A0	187523556.66981447	33682.76185417935	71389.35561504764	133417825.91078414	142859251.7635093	72084.26238152731	136553421.53030244	52184.13399835013	39806.19090300663	159980169.05315152	80492.4314286911	227809412.7261492	89961629.73686944	86231.43415726647	36452.24405948815	65561.19057740728	194141911.3717121	175121470.28602752	Q9C0A0	Q9C0A0	9	0.5221559804089388	-0.49638427714176153	False	0.03638064204682597	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8WTW3	3783374.664951145	5930967.922124614	5629439.017513512	3118592.9160939315	3961823.259807103	3930942.2425180506	3581055.933604135	2446027.852253699	3694874.312048479	5537335.633400562	3854778.318487271	6698346.9962918	4120089.167460957	4611434.391905842	2308345.2662044843	3425163.561302895	5065243.51688209	3786734.567443242	Q8WTW3	Q8WTW3	0	0.522424991503516	-0.127385882533538	False	0.036386676321506155	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O00567	238676068.15960804	215415524.0020617	225765983.4808928	196199538.55993497	216486414.31190616	218934943.43213	215192377.9803644	226484043.14449608	206553475.63588595	223451738.9641897	208585436.81538373	216293394.22032163	171342982.85940966	220489885.0223461	217909894.2600384	219633777.8977502	223293531.3187137	218697748.2300915	O00567	O00567	0	0.5227325735164174	0.029759315670155547	False	0.03639271059618634	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q92615	138320601.30806962	133645258.8453462	108972902.98266023	151644386.52131855	133128474.10090306	140990036.2465443	140294218.45602742	134952111.59789693	122017764.68499929	138087319.5297168	146492475.23854795	107727225.74989156	169351452.46912658	138834120.17888522	125990451.05044033	137064672.07175642	140932814.21962628	139448758.01944467	Q92615	Q92615	0	0.5230234108628737	-0.047110120360037484	False	0.03639874487086652	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q86VR2	25116116.28626598	28138897.31371869	25168683.37833561	12759162.749262247	23387889.93550508	27194311.15482904	24738984.78111748	24402609.271760806	27627049.4323594	19830900.80969584	24295042.38310343	29100701.725873824	87166.3802626967	24218712.905571617	23703627.0670964	24679475.62330197	26573665.083085787	26711976.259218268	Q86VR2	Q86VR2	1	0.5230386910103866	0.13362897023662967	False	0.03640477914554671	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9UBS8	8576971.761963058	10977019.01258751	11314310.20625952	11809044.765655356	10237201.80550244	11813319.231076855	11925643.636461902	10242066.248424431	10412945.85158749	9951574.977582702	11526871.473432511	11633595.912542451	7820972.54462772	11187333.971889146	8255176.16910618	12590004.77821715	11586526.234810555	8755862.147165392	Q9UBS8	Q9UBS8	0	0.5230753738800087	0.06056665040612434	False	0.03641081342022689	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q92733	11759568.995961703	12679772.796098158	12244512.020642549	8307547.186978158	12564859.287015524	13453621.293602554	10875624.359091258	14072494.728519652	11613810.32510875	11791246.74707675	11878454.494417174	12689592.126574172	11002042.569093132	12129004.504674014	12780555.242631018	11049030.321358116	14525656.139855765	13729047.712470368	Q92733	Q92733	0	0.5237323824961064	-0.052708948866655427	False	0.03641684769490707	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P28838	562320277.8126327	571546315.183994	572935736.1751146	505139732.49644434	533893000.3356056	553038958.4256575	563679404.0347387	578269868.4843061	583476959.4475038	544151586.6326253	568734200.908658	586294268.4819716	513031378.7287635	546349000.6198545	557588762.7631181	551411293.2306598	551748963.4400761	542760352.5019592	P28838	P28838	0	0.5240903930933372	0.017980650851127912	False	0.036422881969587255	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P78346	64244816.635101296	61260445.65300538	54496712.65444528	52505452.17589505	57048187.53172338	59132207.92252327	51608274.090369634	60834096.67956437	57905881.28112397	60065208.94119133	58301347.24652007	56207341.1442377	60694996.6573999	62651151.73273322	53193655.86155399	63111602.81535077	58573506.98716051	56591148.01871289	P78346	P78346	0	0.5242986343256317	-0.028496018567412455	False	0.036428916244267445	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q16877	21013170.237580825	20224476.62501631	15806592.05748408	23679980.025977504	21791684.67343966	16672164.929227682	22947981.046921447	22694868.62326327	21434605.1926768	20849795.789878737	20958800.53799513	16472937.457460085	18941039.28194936	21942464.502382632	19171729.626982305	22180190.61841645	19579356.53042996	19788018.2620566	Q16877	Q16877	0	0.5243666835543679	0.05029112752481044	False	0.03643495051894763	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O95178	5434781.4864898445	4739968.159699318	3483024.950234263	5940230.035159464	4729493.992354533	3750561.878886248	2855441.5608537737	5474749.337276539	4415855.459180433	5763284.405673066	5742884.702436037	3754938.852671756	6635829.2084487	4768783.599410502	4069104.999999996	4968998.24808033	3989017.0749651575	3933455.993242729	O95178	O95178	0	0.5251093712069401	-0.09577670256601108	False	0.036440984793627805	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9NPH2	157128968.39012206	173240373.4163849	159377618.31532702	155830689.95919865	166982711.00630933	153746051.8285798	173296275.42401075	166259981.4477904	165519872.6444824	148629631.34921798	166453145.3083838	160945647.91045323	162393735.96836153	142916047.8413692	153278529.43692967	173902681.50446102	162645452.61039546	174785496.55959094	Q9NPH2	Q9NPH2	0	0.5254158914983146	0.02515434600825286	False	0.03644701906830799	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y2X9	10040906.862676058	11715440.936942369	10749837.764403109	7261728.377100444	12753899.33473814	13422628.265213655	11584329.458001792	13423461.316931844	13775007.007798716	11167772.18490468	13919566.485688008	15478558.796977382	7410902.924629833	12405617.676214444	11398336.490874	13742991.940161051	11654372.888986615	13613682.968361152	Q9Y2X9	Q9Y2X9	0	0.5257207474604066	-0.08121440540294142	False	0.03645305334298817	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BWD1	476936548.78968334	428685845.7127471	345671414.92631185	463819753.1342322	444793718.757635	391529624.8378661	442271893.3796125	446198330.34647447	380920770.72842646	436275991.2905944	439984785.56626415	401084026.030659	515807003.8995974	425659730.3264218	397232607.8512025	429652519.1531243	458103755.1067094	424960157.4900041	Q9BWD1	Q9BWD1	0	0.5258115911685903	-0.04018897428136411	False	0.03645908761766836	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P28290	66800.99946900703	943983.019740635	895709.3613955937	52656.44822399959	68345.26959387641	710187.4846155148	985449.6392530514	761988.609182194	1078520.4270623894	597625.6820150814	557151.3171102264	545507.2459968933	87166.3802626967	663065.4821860011	739738.3729250556	762076.3444417563	586485.2231439973	36775.267578664265	P28290	P28290	5	0.5258690530283106	0.2820711997467345	False	0.036465121892348545	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BXW9	31951342.433663152	30811036.366003912	26365174.00839367	21763699.83537492	34439810.839583814	33897612.75412905	29357768.88222103	33808696.499302685	27443684.84585613	32326436.7487869	36163269.62270689	29215754.681725625	34767317.64964575	31411645.39736224	27362921.207906965	28592672.300878912	30058687.46922884	29906450.88245068	Q9BXW9	Q9BXW9	0	0.5259794933774691	-0.05232459807586298	False	0.03647115616702872	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y478	14596841.104616262	18841013.99620446	15773522.47698566	10365073.898965074	18304169.795082748	18699413.016995147	17428835.97520785	17960201.474695522	17650385.86872284	17173358.50324513	20410059.85254215	24489535.163573388	16420813.148945104	7430447.289674552	9367048.043332972	12269842.27254332	15800955.318075636	14630037.422968654	Q9Y478	Q9Y478	0	0.5261000235488916	0.11671216166404218	False	0.036477190441708905	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q04726	32688007.656466767	34930065.35388641	36161669.234769486	30723315.279525418	33403729.23756636	33325046.32807625	34043453.37820369	34596230.675338745	34092250.46165005	34625597.62386152	32061224.28170888	38645781.57135026	30493335.153668184	26921595.74825556	33169658.75977781	34973963.27072481	31571381.710730866	34385170.36651211	Q04726	Q04726	0	0.5261636424583822	0.03417638880220134	False	0.03648322471638909	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P40939	843778159.4125549	817542163.1865212	764725747.5363185	802951970.2414616	846141806.4986682	789094319.7180232	894598776.9068857	908071564.0065598	932362990.554821	840005976.4472666	776820087.7095921	766303694.8734969	907179805.6033864	787610082.1495767	818838225.4732206	897369971.52982	847487129.188084	809933476.976851	P40939	P40939	0	0.5265160312516834	0.028320109982738297	False	0.03648925899106928	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y3D8	68767441.21589297	74713705.9554551	69391991.7226211	45433948.92966301	76400653.70482948	67209886.7931878	67475239.17483522	76614529.98281679	65662792.228264846	66067526.4573136	73019105.4602809	81690255.81259482	53552543.80795205	73342044.3235794	72871747.01712799	71649169.08372748	71864512.71293986	71032288.23269042	Q9Y3D8	Q9Y3D8	0	0.5270433520548172	-0.05420525367712067	False	0.03649529326574946	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O75143	2244679.485990916	2157457.220363521	2112527.0329307085	1931289.780105256	2299698.323747112	2012048.962422971	2516438.1826171214	2513638.0023630704	2408514.819633506	2205647.6638164823	1974908.8764967248	2299331.488739005	1209309.197026657	2384802.013066606	2214964.6243548654	1849168.851254784	2542724.9271342587	2590066.7263428834	O75143	O75143	0	0.5270990285038053	0.0676646526893225	False	0.03650132754042964	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9C0J8	66290980.61948203	66719988.15639125	71551889.74627252	59679750.96158846	72462676.31624684	66103754.727078825	72221636.05939902	80142460.2418617	70503237.79284611	74451850.42363518	68793456.35403623	64218097.14345008	68581704.8692093	73159555.97881882	75023412.59593119	69766821.32166433	72441338.68601394	72219275.7133562	Q9C0J8	Q9C0J8	0	0.5273568219026536	-0.02962133073431963	False	0.03650736181510982	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q32P28	26226502.17074603	25512171.26359214	22291691.11410265	18276867.39005775	27230488.26811445	22083983.677681945	25505195.67025272	28112519.853684288	23403606.423410088	27074169.918186944	25553273.39375641	21583456.8388071	23322691.143717643	27962667.58384421	21738386.218374327	25767524.88046528	27275751.416330352	25905302.46622365	Q32P28	Q32P28	0	0.527391395205868	-0.04891459699992251	False	0.036513396089790005	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9NWV8	17715189.034278028	21616635.26102443	9423178.477594784	25959818.80392519	20261901.43990225	11276470.360319603	18447392.71551829	20277009.51735646	13567171.707065951	18852738.84912272	22401580.95761666	11443738.270632513	20675339.85120496	29359393.69733152	14468200.488881042	23542606.164068617	16516357.17509843	15964326.709824797	Q9NWV8	Q9NWV8	0	0.5274148227913391	-0.12775091489607063	False	0.036519430364470196	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8NBN7	105663222.09168856	101062096.24400552	92774738.83009198	105963196.31884386	109449334.39189269	94962265.636106	107049081.2070564	99029376.532175	101602873.31337756	109799395.73415692	104963279.70254643	85112261.42156361	105514073.31528352	102637791.60329412	103530130.85219744	100003036.330973	96769943.27564858	90465491.4230226	Q8NBN7	Q8NBN7	0	0.5278693943653814	0.02980375421394739	False	0.03652546463915038	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96T88	84659183.67049387	80837200.15746936	74434445.2754313	77308470.16017026	87017005.01363745	83464621.18734714	85772458.38944691	93225027.6556306	80376636.86185414	84207048.26009373	80882463.01816705	85494547.18095717	78616345.22786067	85342193.0498123	67882348.54295243	82972910.28813897	81765407.28457665	84733296.60493204	Q96T88	Q96T88	0	0.5279486849159554	0.029652036361286434	False	0.036531498913830555	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q6IAA8	48745146.40676009	52806430.9719759	66674517.66099527	55971893.78732965	55193699.90450078	55669009.731221765	65061418.08174205	57919269.98912254	56083967.496176064	55138608.10241748	50306978.0004528	65085974.23784912	57641350.33469269	58851026.24383648	56163189.83973161	50409628.75923178	55138670.96815377	51158408.0075471	Q6IAA8	Q6IAA8	0	0.5279978805493685	0.04049842671161364	False	0.03653753318851074	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q86Y37	1059594.5076919815	33682.76185417935	71389.35561504764	3376170.0518682464	1736695.4794922569	72084.26238152731	67036.65912848967	1440981.3612059313	1366812.0415107275	43915.15802399352	1265406.253120301	1346381.6343346687	3418799.131293031	919474.5466491772	36452.24405948815	2378276.9576199264	1015624.6635687576	1806476.982599226	Q86Y37	Q86Y37	6	0.5282159750083699	-0.40698541577302777	False	0.03654356746319093	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q86V88	939901.81675611	760067.3215345488	725353.4600000703	52656.44822399959	68345.26959387641	532645.9711559082	635351.3455998843	826212.534430626	846325.1861210584	487583.5228698346	871025.517491943	635661.7165354341	87166.3802626967	654841.4102388822	690694.5846945897	471132.5075162408	621531.5066683596	36775.267578664265	Q86V88	Q86V88	4	0.528312512158394	0.24154606266591222	False	0.03654960173787111	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q6P1R4	1202983.5491515603	1290183.6033506244	1852517.9904487976	1244371.909290796	1376687.291521496	1630766.8329864934	1339170.0319586925	1366075.7875816252	1601082.8289217546	1431733.307068799	1729385.566710261	1826191.812200053	87166.3802626967	1131812.7209986958	1289249.3401554336	1515087.6257763356	1619797.965777524	1178469.861446249	Q6P1R4	Q6P1R4	1	0.5283279089708881	0.1279265138892926	False	0.036555636012551296	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P61225	39520490.554500304	41192889.80400356	33720980.625156924	34749611.97667804	42050543.753243335	33651117.38008069	38314350.99070976	40031460.62467162	36367960.06246644	40727078.81283908	41218873.391085945	35750067.63907403	47717785.01584584	37068879.51510796	31166155.461270075	38400617.55457404	39066671.676471	39138724.8705748	P61225	P61225	0	0.5291814152361736	-0.04457110961910416	False	0.03656167028723147	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96SZ6	4000063.060091685	4496486.85084664	5050751.49731516	2616884.294895116	4548698.9569432745	3292925.366221409	5198013.595412212	3036897.069358516	4355784.814179534	4044549.670871023	4937465.509079772	6080150.088977975	4785962.469189012	3677216.855740224	5004292.3799628485	4439728.847601878	3135395.578990019	3053878.9537192346	Q96SZ6	Q96SZ6	0	0.5303535571635507	-0.09762477700871389	False	0.036567704561911656	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q68DH5	1969869.199878392	1504888.712878653	1275533.1401800716	1175454.0985534638	1455228.7942010353	1511216.6789492343	1728145.2558807349	1962548.5971944155	1845687.6833032991	1871388.802700276	1876800.1893511475	922269.1151560136	87166.3802626967	1844523.650272673	1632457.0936411556	1762672.3761860582	1460109.3764205428	1687064.0617631385	Q68DH5	Q68DH5	1	0.5305135405272436	0.13447464738078796	False	0.036573738836591846	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9UM54	2845447.691546105	1845023.839675625	2714319.011293072	1344836.1119459448	2374611.668769713	2723620.6952506285	1740849.3307951256	1911667.075495896	2263207.01646796	1882644.648980945	1889660.3145867288	2557509.435264191	3322679.3796318746	2302994.527994951	2711878.296880124	2167840.242709008	2134943.7211607243	2123203.3610192416	Q9UM54	Q9UM54	0	0.5306524774028692	-0.09394402728025028	False	0.03657977311127203	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q07471	751134.855430385	33682.76185417935	71389.35561504764	52656.44822399959	68345.26959387641	728337.9607415267	914741.5308594597	52184.13399835013	759600.8391913774	803868.5602102756	913263.1695420948	68006.80698880085	87166.3802626967	86231.43415726647	36452.24405948815	839120.636018558	837361.8337753215	851257.6638326969	Q07471	Q07471	9	0.5307062313269209	-0.3981131618155976	False	0.03658580738595221	False	False	Yeast	False	False	True	False	diann231	directlfq	min	0.5
Q8NG31	35001204.418306515	35737330.64798727	28613863.327443182	31440726.54882881	38570527.07444835	34855995.39017908	33562491.79596277	25972583.358403903	31467126.95097864	34689191.20078015	34514279.81429861	30912641.656063613	33794030.731553525	35308929.76446739	30450610.83714712	32620837.32537828	34925084.4713197	36420369.19733131	Q8NG31	Q8NG31	0	0.5319218942892371	-0.04054323246631632	False	0.03659184166063239	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
