protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q9P0K7	67212.63813511803	72130.55384923	76354.47416389937	72165.86155000649	77332.62922882204	80827.35582081982	75555.03452086852	80713.35429086252	79719.58751727786	69719.94703022695	72514.17235998363	74547.9923409061	78491.9039292096	70976.05315237393	77573.28173213218	76228.27073838162	79533.47979207718	75844.53306138687	Q9P0K7	Q9P0K7		RAI14	0	0.705809287781251	0.013990564651453806	False	0.04579258255059553	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9H2J4	512975.1961072109	451435.38105552975	440083.566706405	471838.137982588	458537.0148969883	450586.38256592856	481486.379129014	466900.9286776412	395695.9521094576	455821.5634232399	462569.24201918097	445912.34339539486	459334.79184379725	477900.4316174971	453765.9051571439	489221.4213281087	460258.5773185315	464699.6021071542	Q9H2J4	Q9H2J4		PDCL3	0	0.7068661933031167	-0.013888095423560717	False	0.0457974242277525	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P54725	92562.43084642453	78212.30705841178	50899.02710496285	100249.7820245754	79005.98474007996	45927.54138295744	88906.21749849846	72199.18196773164	32314.74227854803	96301.24033587	92830.3523195988	50202.56608968981	79832.76445397535	64512.49223609448	39106.43003181705	100549.6356444327	41204.84623226213	35467.95144836738	P54725	P54725		RAD23A	0	0.7068768585567765	0.09371426382557815	False	0.04580226590490946	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9UBH6	61045.36880744499	58288.40175594638	51239.280907787055	56302.8047435942	59226.65079398662	58790.26044680232	63465.796544263874	49151.558662284246	54938.261940250566	58726.21262681294	55025.281136157406	57821.998999331976	57590.40645423277	50818.91241957803	57849.61519166602	54491.36395414807	56044.08802861046	58056.56385845499	Q9UBH6	Q9UBH6		XPR1	0	0.7068927787215635	0.017059660808514985	False	0.04580710758206643	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q92625	156127.02734172353	179347.492127164	172528.7840070087	177591.9369285879	175316.31461482053	177559.14465701548	175531.4424548168	178006.33013290624	180011.3109723478	182722.0875214312	178743.43029854968	173331.71697326974	178173.46904326414	168449.95779410712	165070.32841485727	185475.65914100924	170184.84585425464	181515.33921116803	Q92625	Q92625		ANKS1A	0	0.7069409454011405	-0.010649485247763041	False	0.0458119492592234	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q13114	14573.333149226317	13830.223636236178	14457.61077258918	13992.56215383652	13584.235678501134	14510.817170018056	13658.969660338364	13552.306186531923	17924.203480760378	15668.051627599143	14602.55200628416	15790.011011350756	12231.348509274736	15142.678871925713	14687.90400848926	12600.459939252069	14247.214320675952	12933.649271787948	Q13114	Q13114		TRAF3	0	0.7070824520028605	0.02438651786497157	False	0.045816790936380365	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8N5K1	22614.996524784907	18761.874994034093	21344.064315198117	21176.01634215177	23352.159699070693	18675.97021772953	19735.25115789423	21044.523811266383	21443.599004697277	20472.21142703656	23130.789101243718	21103.73016680325	18268.28762412018	21290.26301248177	22944.240321403013	20725.19734528488	21212.55946696352	21453.55842818685	Q8N5K1	Q8N5K1		CISD2	0	0.7074819358993636	-0.018683003073664002	False	0.04582163261353733	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P61009	47763.208512335084	44192.50000000002	48724.39009309515	40226.72301235102	48770.04338071667	42485.57680531153	41841.84766813759	42245.99935802663	50906.77060002408	40080.355772787385	44602.8077777992	45633.57068952546	44547.907142480944	46115.07209861454	50261.73472830904	44528.80516353886	48027.98656022914	48940.98518425405	P61009	P61009		SPCS3	0	0.707594527015837	-0.01964513645295023	False	0.045826474290694294	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P0DTL6	3837.518110255008	315.01367189999985	319.2290785438543	5522.621398103732	6031.008676975394	5430.411863773791	4711.8736876139	5533.478638829912	4796.984360006591	4552.023201081094	4489.7043872485065	5689.353717152284	311.1852134101032	5462.464718913703	3838.6097705940674	6209.628543770078	4545.002607016095	4598.924569628155	P0DTL6	P0DTL6		ZFTRAF1	3	0.7077480744008446	-0.12120330667292359	False	0.04583131596785126	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P16083	260371.9754630955	259741.2602326118	264164.1398051085	255715.16467523863	282011.5050015878	274572.2990626196	260298.40313884235	267431.0334300076	310316.4026881553	252954.25733824685	247262.4705705465	282164.8557020171	279742.51589058724	278182.70556100353	270547.94463683845	273984.66275071295	260476.00256350896	265247.64524221513	P16083	P16083		NQO2	0	0.708141609059542	0.014327734163778688	False	0.04583615764500823	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q969W8	1638.3367785585883	2619.102295000001	1874.8257238774336	2426.1419016343957	1216.559114738982	1324.1132061135693	1222.5560760703722	1340.0978521243503	1490.6936764523705	1880.7188227442389	1409.7997815161266	1864.583856545932	1928.038607482274	1741.482851182731	1515.014713035842	1729.566549142618	1825.787300015832	1893.7227415016196	Q969W8	Q969W8		ZNF566	0	0.7090739641337207	-0.05934492306342877	False	0.045840999322165205	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9UN81	17612.92069372901	22147.79607413776	23027.740605550985	23074.011316103795	19112.02080292657	22687.068708042367	25974.671061693745	24344.52065487271	25794.03882387	24181.60282181705	19724.955077359544	22805.482292942783	23865.645963383515	21102.20829973444	23647.764080087287	19354.3196711576	24563.15695144133	20596.636847413272	Q9UN81	Q9UN81		L1RE1	0	0.7091316192833967	0.028117396046773057	False	0.04584584099932217	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O15078	9849.153929002348	9105.756864974115	10736.552254272736	9902.096638660983	8586.93422266685	12422.849513984476	12342.161717777168	9052.585010175224	9398.42036433999	10246.901435877176	10272.167066713502	9419.770849077986	10444.36149494954	8899.869478558283	9902.28493743336	10560.813842162856	10364.59012807304	9547.467535221338	O15078	O15078		CEP290	0	0.709269553184583	0.027703118278266752	False	0.04585068267647913	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q96N11	60529.62310952336	61292.224066395385	50343.17116131124	50937.53172011836	47075.3385282664	51511.76933143812	54150.57376250173	63124.44738458544	53649.432532717365	56213.65048947443	53879.708682016695	40287.21154078653	53455.35079976576	48372.56583992444	56563.98132237525	63137.13984842713	52240.15032421328	58698.519770790175	Q96N11	Q96N11		INTS15	0	0.7098056924551182	0.028888022123583237	False	0.0458555243536361	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O75844	44167.30570346029	42544.09590143432	40421.52526160269	42431.41471701855	45863.8347924377	45634.0128165209	43387.8333505063	40243.78161636161	44656.04559127423	42996.149576530624	46641.27595149532	45410.56406642039	40206.11121515329	42818.46796796834	49096.65869486705	42356.11829374347	38003.410969817895	46402.155240969856	O75844	O75844		ZMPSTE24	0	0.7101555213023818	-0.016875560938767357	False	0.04586036603079307	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q0VG06	17816.512297307392	15726.36719771999	20056.049266456903	21557.36942636518	16869.483095695625	20691.533289859188	18301.372057062534	16742.84565596546	22465.31280965908	21563.965960105	16395.550827417203	19287.796342749407	16713.041990944934	16622.18101629547	19708.940417376794	17781.85862612808	19043.84897136152	19755.3219333394	Q0VG06	Q0VG06		FAAP100	0	0.7101833141587315	0.028712294864316954	False	0.04586520770795004	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q99828	50588.02685961435	50473.59952808816	48276.93301966119	39235.89025121827	44222.38049227688	50287.603967133145	40579.89619512718	44116.99199982135	53875.84235739552	42376.48926286031	48354.03071688201	51643.16489718232	49379.08797264006	47811.89947035342	48841.21874744644	50298.50933902335	44505.32419711512	45102.85388440781	Q99828	Q99828		CIB1	0	0.7107369170013617	-0.022593577776061913	False	0.045870049385107005	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q5VV67	6286.242564706514	6057.361327999999	6879.686979117734	5528.697748231808	5129.077078673117	8691.594202992406	6612.47973041342	7679.389282169073	6223.882463025556	6237.978817717702	6171.66534358051	7120.831020856735	6075.747069967753	7226.704449671547	6156.146353335138	7064.33931737741	6667.842262758727	7782.825184491981	Q5VV67	Q5VV67		PPRC1	0	0.7108700470365638	-0.03415721547396037	False	0.045874891062263966	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8N4N3	3372.0944456997377	3818.202698403355	4148.538934061113	4456.47091683713	4231.278194431871	4314.545936703582	4082.9366795131136	4329.155835857547	5886.016869076566	3225.390291852099	4747.221308974385	4934.445768691625	3884.771859673052	4587.2690447332425	4669.663620731073	3421.7549038490806	4286.352211788596	3847.8088287645696	Q8N4N3	Q8N4N3		KLHL36	0	0.7113100183870646	0.03915459965559537	False	0.045879732739420934	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q6DKK2	89147.87138706796	91593.20157495452	105363.14705334597	89948.88994680501	101574.1377308973	92698.39496902683	86031.92990640303	88518.18263909599	102134.55586273342	92737.6301368999	95337.01602423703	96648.813815088	93716.06721310448	93554.77296761535	96564.42635515664	81832.75991232095	83695.55945270316	102196.68151416356	Q6DKK2	Q6DKK2		TTC19	0	0.7115682028023917	0.01838704135925385	False	0.0458845744165779	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P53609	37960.62608407249	39513.11189525959	38343.13500311298	39677.31487671127	45253.81270891944	44777.61456081491	37649.90394213148	40139.1088710335	33030.94160297209	38495.68876135149	40777.41301927767	38801.50494990803	36167.24851024171	38910.2845137863	39340.04398079045	38072.79029410651	37156.22565600609	43738.42894520493	P53609	P53609		PGGT1B	0	0.7116224839209929	0.019918007696261016	False	0.045889416093734876	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O43324	524694.7291151384	545772.5995979288	587904.0055012372	557436.542762336	590502.5331100434	556569.0000421793	561276.6694948272	605319.5835909827	606561.7985166085	551582.16197997	563130.3874900122	584869.1874542858	585092.632610237	579387.7287295916	604044.89617027	522688.7491713576	575571.3066942827	524941.5382753398	O43324	O43324		EEF1E1	0	0.7119839754727143	0.012619214134238265	False	0.045894257770891844	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q6ZN06	3119.24434655235	3787.1237790000014	3406.489795815184	2870.8490268131413	258.7800870669522	4283.476527255125	4505.293749294444	4391.782079803243	3083.9459753578444	3958.763605921264	3510.69332897866	3298.859433924865	3504.5768433388653	4141.206403846628	3362.484190224617	3567.4024847536043	2843.75760735823	3056.4485687602464	Q6ZN06	Q6ZN06		ZNF813	1	0.7134994462245643	-0.0727858434391353	False	0.045899099448048805	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9UK33	3292.214239613744	2878.1044920000013	3631.107076437479	2748.785737365365	3048.818530992834	3374.5519789220484	3493.1543504016618	3575.296348313148	3255.5701581780177	4124.598972666129	2270.1292668909814	3619.872026682679	2885.965213050192	4035.426035943061	3663.9377345740886	3317.893100032191	2624.8580521207937	3547.2707603317967	Q9UK33	Q9UK33		ZNF580	0	0.71363363550907	-0.03849913485599052	False	0.04590394112520577	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P58317	47891.82960963998	55530.8774276047	48561.71374536624	43618.108238559245	59195.02513644035	56852.82176392932	54795.28046995686	57039.001826799125	57611.04844128976	47494.949485023375	59835.37071159019	52836.08157561471	50747.50463372923	56018.90584944631	55924.58271509112	55955.70105656708	53243.67654098221	56332.77843825248	P58317	P58317		ZNF121	0	0.7138329139485002	-0.021708409752580413	False	0.04590878280236274	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P42898	303335.4506818293	288012.9794154169	281022.7347647912	302844.86468911776	292460.78505384934	296603.7085429513	297792.4741367709	310275.7430654187	290257.38661686546	299187.4980531728	297721.8223934637	306190.6539603033	296696.378913933	293188.2922455766	296504.46620387817	295259.96449220995	306306.7853870782	284092.9956254166	P42898	P42898		MTHFR	0	0.7139758976586386	-0.0067801419036044855	False	0.04591362447951971	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q99638	46630.37620054283	52936.43460489717	54950.68634274229	43347.37426961678	51435.80155738732	50630.12575209887	50163.689906111336	48706.609065925455	51515.96922206577	51524.13830379988	46006.99517072793	54560.07431289785	47018.93489252133	51896.19081984689	49169.73474166783	51951.10885094946	49884.35651441718	53298.10308914022	Q99638	Q99638		RAD9A	0	0.7140083736018615	-0.015906837982518598	False	0.04591846615667668	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P49917	12488.293692538477	11875.176429192814	14702.188271437308	13743.03226146689	12789.488379951292	16460.97026884457	12266.39207143853	9319.687538639177	18045.444586796508	11401.31154712708	12213.968021875544	12937.755269914349	11789.386294584658	13699.352097748882	15855.788878026216	12714.5785486333	16246.199343098117	11278.810803375163	P49917	P49917		LIG4	0	0.7148394565944955	0.042755879625385435	False	0.04592330783383364	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9NYZ2	5990.797601781738	4806.273925999997	4852.990354332308	4346.572117074938	4285.28530311248	4641.608638328653	3709.600189710728	4544.944463605624	4780.8427251311705	4934.418101536969	4003.189696695987	5699.176974914001	3874.87016756488	4475.602401240184	5707.325323294422	4183.2124503506775	4634.749116766121	5500.167283879499	Q9NYZ2	Q9NYZ2		SLC25A37	0	0.7150219133181861	-0.035785698220687306	False	0.045928149510990605	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q8IYA6	32272.17546977532	31735.61272805844	33831.41147342415	34238.42944523547	34906.50987781581	32315.05356589497	31078.41756677962	32518.888404476584	31437.225858151083	33455.799124347395	30874.64849347499	33429.77817656458	29347.47672691975	28764.78400808358	38564.17371324414	35875.17517753738	32349.47847109314	35564.77479668242	Q8IYA6	Q8IYA6		CKAP2L	0	0.7157455466694178	-0.018953615533289662	False	0.04593299118814757	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P78332	235965.7619727064	247623.20770262455	239810.4442686953	249458.24566918667	265894.93017138256	256218.40764655863	273168.83634333423	258156.44299041684	260473.60253017597	250777.9608987532	278805.5860898588	262321.20295930613	250818.45586979965	248987.7301428141	260750.6919226427	255437.31680754057	250945.06419410752	245436.45484592268	P78332	P78332		RBM6	0	0.7159190290903596	-0.011005131262146799	False	0.04593783286530455	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O95394	692152.8505856482	723218.7495359215	732663.0044710953	727881.4055225371	774998.0093933113	779225.0854957998	770049.8616068953	759598.0650741197	772808.2727337251	721270.1602122915	749110.9441820821	752182.3306374798	731114.0691219827	751747.7414157382	767702.8619290584	724786.5685164938	751400.9685794404	745508.737690895	O95394	O95394		PGM3	0	0.7161113045961565	0.00811653572345286	False	0.045942674542461516	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q96A08	18306.57833615356	20194.86523000001	319.2290785438543	20061.32653101385	18686.69091106057	18910.01456624006	20270.01974870841	238.83518783211463	18860.267495683023	17012.75454884348	20390.37988244688	19581.53830809815	18916.75545287695	134.10573844750942	161.87386971171185	20609.88208235629	181.1262559742359	24196.385851345676	Q96A08	Q96A08		H2BC1	5	0.7161503255222407	0.16478271042672762	False	0.04594751621961848	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P42330	313098.4303251773	289636.05751751165	288879.7582359373	323074.67146359506	306028.75817617646	322663.71897171583	332793.9658201338	301239.74909642653	321651.1078290759	326809.90446323133	318202.5203790294	294987.2430544717	334357.791451548	311095.0750207672	294459.1260601073	335812.51088764984	299367.53755900136	308577.84387694445	P42330	P42330		AKR1C3	0	0.7188395403021453	-0.012625646248344497	False	0.045952357896775445	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O15143	791617.196325681	798670.5737263358	808362.6923534278	798870.3877109577	832113.7612854481	856606.8133925648	845914.459163602	822666.1506473665	874022.7409967099	820899.5241541023	834602.9202394553	877940.2071653722	825787.4016712924	845221.7441681036	849703.435745923	766449.1275792286	853896.8148194276	801879.5638161594	O15143	O15143		ARPC1B	0	0.7201380397843794	-0.00920215955396545	False	0.04595719957393241	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9ULI0	77673.78860065744	76598.84999964373	80629.34181142156	85910.14312065963	87197.64263369943	91356.88030359508	88836.12164626278	86845.0814739606	87777.23742604374	82131.68936831731	84305.45861444781	86573.49621833423	87129.4161545775	87674.12580957037	86724.40332963825	83422.39549715002	82070.6476678343	89116.1818710619	Q9ULI0	Q9ULI0		ATAD2B	0	0.7216215653991749	-0.011908591091007234	False	0.04596204125108938	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
A7E2V4	16957.04763723896	21393.48660965477	22196.377403214083	26014.6121495317	23685.400959900824	22170.18237241803	22296.835607230885	23805.226281603187	24327.19254001019	20129.76987724792	24153.686220467265	23550.67463331988	22763.884531254625	22463.40729734521	22966.5516426949	22553.74633934316	24046.71889216769	23273.990374746987	A7E2V4	A7E2V4		ZSWIM8	0	0.7220274616913678	-0.021573429723545343	False	0.04596688292824635	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P04843	295080.7357585136	298552.85040141176	295663.75629299483	299699.0150497341	317204.14680301567	290912.0774683766	305575.25876779953	298398.6425314903	323992.05212023936	313225.17794314784	317776.1021153053	316230.8345619301	290479.7772779896	303233.0073085784	302267.3426423685	288415.57013154455	302895.6205137429	306944.92826459854	P04843	P04843		RPN1	0	0.7222000643870943	-0.008651015482600936	False	0.04597172460540331	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q13492	1579592.38226347	1727008.5409932055	1701211.8059372006	1692781.2633543783	1704928.6079295315	1581031.396866285	1709063.5819081687	1763962.3095770364	1703813.990718396	1585484.256947874	1662886.1037524978	1730588.19512394	1624027.3419684223	1713779.639141358	1709600.847151409	1611291.7197710553	1707043.9975951985	1727903.196995381	Q13492	Q13492		PICALM	0	0.722391528326598	0.008663886289540913	False	0.04597656628256028	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9NRA0	10170.062453964832	10136.328119999996	11641.920600865902	10714.076902672516	10777.379353315144	11348.743836011645	11695.949799893022	13047.730188965696	9742.245148478896	12263.488354984427	11071.066740768214	13339.761523268173	11444.393303638528	11719.981487536108	10140.724086860844	9161.82013191981	11074.701552608836	10768.495744573054	Q9NRA0	Q9NRA0		SPHK2	0	0.7225225915030442	-0.02463874356459761	False	0.045981407959717245	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P04424	334329.8968220146	347806.03137001966	353692.8678915831	343796.71535658947	350705.2262762623	349528.02698280226	348741.93369856954	338767.86224882404	348158.26775571774	353692.2983710327	356745.9631700458	344468.5612763434	351272.53797748085	332963.21354947786	355277.10582038894	328172.09510459704	346550.59479683137	332851.5847330972	P04424	P04424		ASL	0	0.7228721104681815	0.0062802654460203345	False	0.04598624963687422	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q9H1A3	10303.234688910365	10349.36133	11064.871336066357	10428.28194189274	9978.290426202188	8382.312416448913	9513.161448133184	11229.004494563633	9245.731510664187	8730.947101222388	10989.346519699882	11569.907865956491	10388.132752434136	9446.855451097596	9185.037087247609	6966.255417650055	10627.282237476256	10764.729267294875	Q9H1A3	Q9H1A3		METTL9	0	0.7228779459466823	0.029404552607718057	False	0.04599109131403119	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O15372	716195.5294565142	732355.5003809817	755813.6448316788	715250.9169315638	708368.8423712248	772865.2313822494	714668.3048148807	729351.0076207137	786078.5263783339	695238.7718543243	721699.4743486374	729787.0411653758	708436.0033480913	723763.1683667804	737837.628807189	702571.495538311	808474.499939205	755133.6890932012	O15372	O15372		EIF3H	0	0.7229965640692337	0.010482596655630455	False	0.04599593299118815	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O43353	71958.92583512419	73412.2652003138	74033.65717484296	75385.69209734215	86335.27873807578	78654.86462501032	72414.24768328322	80798.96079006554	81650.72749314249	78508.93062539332	77466.8751902737	79661.04834353887	74525.14369947606	79952.32012513973	75255.42616722056	74645.53636333859	81186.05567978095	79482.68975149123	O43353	O43353		RIPK2	0	0.7232446761028016	-0.012488922906942417	False	0.04600077466834512	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P20585	40500.97165429359	39107.17109130695	42855.75418560373	39885.9467773736	35124.23319706733	39222.25213705588	35256.36297902802	40738.204561475046	42999.04881226919	39600.06218775002	37953.677100973975	35315.72813706643	36170.17310998122	41495.078196090566	40399.38400605935	40746.75572647608	38720.60085703441	41403.16044333048	P20585	P20585		MSH3	0	0.7239059552760883	0.015845765172261758	False	0.046005616345502084	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P57678	613089.4856109001	618562.1854998599	628116.6572724805	622020.3050531021	641757.2985765787	650580.595212546	629692.5615283889	641599.7296527295	676879.1898599488	610286.6119458284	633852.5841784269	636105.8536171323	604847.505377318	626519.4449188198	631782.6698792577	639424.1882396868	607130.5848637493	695921.9994405397	P57678	P57678		GEMIN4	0	0.7239223765577163	0.009213152849886306	False	0.04601045802265905	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O95402	910.5238995215368	1271.073242	1328.9312507886923	837.1438040796336	814.0236020388543	747.761089431648	1107.8962237544831	829.789255237176	782.932887648969	1109.9231599346344	1118.914377551113	739.5967027788125	1113.535716340714	1110.6394489317893	1813.5849654783397	752.2860240863425	466.8660600176403	875.8733185048483	O95402	O95402		MED26	0	0.7251535575315605	-0.07668677292036752	False	0.04601529969981602	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q15554	53195.45135043022	53131.28868155811	56064.168229161856	54497.11413743842	51745.66047284376	60287.22060800832	57607.12797867088	51583.17400927674	52296.6290044628	49248.45112369548	56093.76164638486	55959.16903295168	53271.86993417028	56122.44541013389	56042.169286548255	57334.06434227018	54511.04623091147	55933.075653587104	Q15554	Q15554		TERF2	0	0.7253388011073001	-0.01203532670484323	False	0.04602014137697298	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q7L8J4	67219.77452886618	69716.11200910225	72551.23604187334	73587.59893061369	74889.89932745554	74061.52506818336	78619.26852993143	65913.64702769647	72649.81863439144	66721.37968687438	69256.77714367707	79615.27223549318	71559.84946519475	74926.71775539177	65088.05482817421	70184.20769551946	69609.7401456018	75737.04764766748	Q7L8J4	Q7L8J4		SH3BP5L	0	0.7253394081471739	0.014539401445458856	False	0.04602498305412995	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q16600	8310.630373654487	14395.53888350542	16339.953201951275	10491.204948187506	15946.031769535137	11446.0216110934	13994.772240663722	13582.562824318891	15674.141998927103	13636.600748606375	14210.789453720836	12789.848388064278	10985.97960274058	14382.541734807255	15144.90062036619	10208.066585962488	11988.381819629298	13401.770206411897	Q16600	Q16600		ZNF239	0	0.7254146888064725	0.041798425483261306	False	0.04602982473128692	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q6PML9	7947.739844963398	6984.238280999999	7201.863839558291	8434.26466766955	9202.956594204015	7913.0133925707805	9684.663666031378	9074.443420869004	9670.193811542083	7505.230661309311	6750.460415198081	9296.495461926188	12115.533809535826	7274.720620392364	6212.185563438567	7268.471991834461	8353.021481464271	9120.695626527013	Q6PML9	Q6PML9		SLC30A9	0	0.7254941414314047	0.042637843931310475	False	0.04603466640844389	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P15907	1625.201335076837	1447.460356588262	1463.2085283552285	1147.7700444480756	1238.294797803521	2313.42921279569	1438.642322490858	2541.732971834777	1323.0748167992033	1311.517473360345	1643.6266296867418	1213.0206520982326	1387.592089432674	1540.4407619371996	2486.242427162211	1908.2753274163283	862.24784788426	1471.321700169575	P15907	P15907		ST6GAL1	0	0.7258268549274385	0.07270476901593043	False	0.04603950808560086	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
Q502W6	300975.9834489565	389076.2499999999	268944.68964825367	295016.4360731203	320893.409926163	332280.5481213663	336935.1824026677	336364.03022761847	343816.0185761728	303583.9132613921	483806.92147734045	264355.7408678147	308528.0321660517	279739.8214836089	314636.6955297749	338179.5835312374	351801.7670167444	358130.82072122075	Q502W6	Q502W6		VWA3B	0	0.7259171057504431	-0.03819817331226327	False	0.04604434976275782	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P09493	53564.23466098518	53165.54297000003	54797.86345583668	57456.43726795203	56369.63540720987	57117.1166278764	57405.70709742725	54662.795962493605	63546.00307931498	53665.82888479528	53682.023334194215	52366.74846624104	60077.97350458408	60112.7898703209	54125.25607189537	60984.245988592	53396.537836200005	54709.67742996844	P09493	P09493		TPM1	0	0.7259314771911594	0.014165186622547196	False	0.04604919143991479	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O75319	71438.95582438399	73435.87264896941	70136.70127436772	64014.69152319255	63797.626627009	67536.43291792329	63209.0732131563	64877.2095565037	66909.18736170096	68945.63372132817	67877.12357984489	67951.80501770548	72501.99036033433	59817.76101687639	64437.71575916835	73397.95206141703	70544.21401286748	65852.93246590601	O75319	O75319		DUSP11	0	0.7263518584042905	-0.014161365094462489	False	0.046054033117071756	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
O95872	4765.361311552635	3903.148437999999	4229.01927799201	5097.41047189693	5411.540458793807	2743.0984286921303	6704.097867199641	2961.885102399565	3706.425499983193	4380.314473353021	4844.449815805519	4171.150200501415	5399.809019115112	4711.628189228338	2705.3010670645567	4641.68004847028	3597.310455587553	3464.358734630948	O95872	O95872		GPANK1	0	0.7265745998637945	0.05984862674277678	False	0.046058874794228724	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
P05423	320020.375371034	334735.3302288445	321594.9637181846	344679.4197360252	342613.9774973426	358459.39558281127	322516.43498969614	348424.0271192155	357982.8900037108	337839.9301498632	333098.41914284945	347872.42916196864	325782.88918662234	326605.9696922408	356396.0687639414	315847.7047944371	332071.8084513917	353772.61626229354	P05423	P05423		POLR3D	0	0.7268259577347027	0.010316193197670923	False	0.04606371647138569	False	False	Human	True	False	False	False	diatracer	directlfq	min	0.5
