protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q15800	41484.12782943666	46922.48046875001	51128.76306358844	47086.482785565386	42866.373750045954	37610.47375747297	43778.669269311365	44163.9990894498	43146.43525353472	42582.06784869661	37946.3997820278	33782.96411190195	41968.59866792175	44253.23970545849	42699.302686700525	47378.29755089738	47703.97112836665	44116.180099502206	0	0.38063778578087526	0.05824948348789823	False	0.03988225239768303	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q5JU69	57425.3309862389	76726.02369602642	44337.15071579635	81507.02725493952	89215.4552005657	54744.14498474005	66802.21097326861	68982.46670486478	67934.52006904907	66359.19178613517	47033.75503119722	44028.42159216468	70639.90520734123	43938.38713219303	90737.26250264142	68055.06838937174	59726.603978550775	61524.54209482315	0	0.380937478770458	0.13851734438353636	False	0.039887000284873235	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9H939	880262.8116063422	996956.4463944545	859644.9588904772	944984.8605563552	933376.7467266131	999786.9738858338	935943.5760243027	997280.2222166324	1070188.9500577403	932556.643576376	933146.8790393872	1037516.5513442412	900821.2699647516	1085619.061831186	1040739.6496243324	951465.5548851772	966778.2033056676	1013735.911321495	0	0.38099526542996875	-0.040269807843782285	False	0.03989174817206343	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
A0FGR8	556828.4353533693	604053.5509393843	624115.6340898144	597929.07067024	614268.966728435	639413.7850236931	544589.6526951574	609134.8986902869	594948.5894661561	535382.8868450163	546527.6151594792	650708.4676347048	589823.6146008337	565057.0710259691	595330.3202604995	568112.7790870817	627381.0848048535	577631.9353071775	0	0.3811692711656264	0.03506891333544614	False	0.03989649605925363	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9NSI8	2762616.191404266	2944048.362227506	2771395.717791036	2799996.993692491	2656757.1276623183	2865375.261091307	3027881.0979167027	2789892.4238849967	2766387.402892112	2934121.3458166937	2813676.04935734	2924751.114873145	2754338.6389448126	2714689.7720709974	2738437.7814111435	2735893.2256428357	2649620.5077185547	2722936.6083716685	0	0.3813368849636092	0.022677066966816567	False	0.039901243946443836	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q6GYQ0	152055.9931337781	160861.40587988432	127956.98492301158	174101.83690554148	164762.63138286982	107479.53572177912	175351.51891386943	112855.18267429902	165956.45050616984	171246.68036163857	123070.5565898005	203884.8761358604	161372.21234291987	134407.86864161535	236496.36044939657	126316.9396487922	157021.3478414355	150795.86201631228	0	0.381632713117656	-0.1267995618445838	False	0.03990599183363403	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q6UB99	2119.799798099851	79790.07232210577	90215.80523820984	85228.91103245511	94848.50070535252	103764.0359632198	160644.50244964944	86748.50189471219	101698.93299871992	81853.33629408629	82783.77742753361	72754.91837000848	79595.43197802892	62319.58120243305	75491.22925930255	85924.48790477976	79099.30165945778	71059.9374185115	1	0.3816872907536748	0.22065530105040865	False	0.039910739720824234	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9HAS0	61689.78205015428	65621.51017469584	48550.4648000374	81551.25380718714	55093.08451382658	80028.00955430492	79823.33725716641	39958.02635282644	73555.61252974471	72797.91202631465	59482.513330615126	65551.45838531305	59464.544911189056	65741.70461856702	59428.69289114652	54573.24837981419	51614.2773062231	52139.2699085811	0	0.3827107665612448	0.1155051031320595	False	0.03991548760801444	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P41134	62394.58301411516	61580.97162054847	71073.99375616026	68433.69840455627	66534.36010627799	48643.72982322267	58701.35475326618	62936.8292615521	58541.0013349158	57880.40914442005	49242.39565969852	72672.3281152941	51903.31585656172	59506.59476302919	59876.78508638043	64987.5350206194	64101.9004024969	51822.66376151456	0	0.3827906955267817	0.07102685690472338	False	0.03992023549520464	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9NYJ8	75000.48119598617	103834.94361826598	81979.2771961957	103282.80837441894	117588.7878109127	84336.8910834922	106165.74476319776	97714.66238025582	94119.94086336686	107695.35842553696	102064.05347861504	76736.52152241643	97449.37364008752	99293.12680390233	85997.17120964524	84554.2565994072	75210.15326661427	87353.71292851747	0	0.38309436163746	0.08187620346287908	False	0.039924983382394835	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q92556	30716.063557169804	46628.528594111245	36584.8072682339	30885.617610903944	29412.829452214857	38279.4712481958	42337.150958798506	34446.928420604614	46658.41749513512	65882.2690218733	39362.87992561615	39421.18768766248	39763.564375465634	34036.6243095851	28315.327739662094	39020.84439583647	37766.51397048272	45906.867639891934	0	0.38311810086819675	-0.13723522909548297	False	0.03992973126958504	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9ULF5	58691.85542315694	69615.49775404838	69425.75228032774	64291.9253832545	55403.56292207827	73781.91726684938	3057.879962560125	64991.16576604359	69107.94545447042	66768.60116089643	59224.04863875925	71055.72087591633	67917.66877367525	74111.83989299608	54322.95079992166	70657.45075537944	56148.75312120246	70672.99073739644	1	0.3831300668171652	-0.1613234932312178	False	0.039934479156775234	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8NBJ9	2119.799798099851	15371.43746875104	18889.00663492582	13950.997210643398	16406.31111927154	12817.413391617158	17253.300971492867	11167.746192901046	14177.151975117113	16960.652698883085	14967.385794107524	16314.420396506288	14530.071357995152	17076.392279588763	17096.184547416953	11800.780143958376	11554.113905313045	16442.472762501857	1	0.3831690573550901	-0.1627701896413982	False	0.039939227043965436	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y3Q3	43520.15121705941	38930.51171874999	31859.853922371454	36560.194837018775	44334.19858003476	45356.38981409243	54014.50654036799	33314.95654837303	48701.57625120432	33711.89918050667	49530.708064755534	46781.353676790175	50294.34086768222	44063.03874992053	45948.613373134496	39810.73963480579	45143.45996424489	45278.29091757291	0	0.3832648931562129	-0.08902351137847614	False	0.03994397493115564	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q12497	180153.5492694732	113829.36718750012	99209.87401907686	77310.73545349002	109275.46513376384	118952.14924684298	69008.11553842874	80097.11028091022	91814.14165664162	105976.70734278586	90070.5211830965	104450.67921497338	97491.0090846796	65334.97074400349	91869.47747366564	117852.16466243177	74201.48925933245	92194.58976058336	0	0.38380435340153296	0.1626942874321159	False	0.03994872281834584	False	False	Yeast	False	False	True	False	diann231	directlfq	min	0.5
P13056	35289.034547240786	27680.51681908368	65595.01247959072	34635.75530273473	30486.519327362545	48651.476129811286	35357.30906619746	56221.736691017606	3260.081237243999	35120.55614787125	39631.74798686016	33362.56151679914	39631.43025172265	34803.76725822484	33466.781605797856	29119.726935962757	1468.8902217343614	32771.5227759073	2	0.38402061198779813	0.271294842679456	False	0.03995347070553604	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9H269	982120.0196370624	865927.0696686076	937691.5479568008	928161.751079618	977312.4166784142	957741.1174049808	983317.31537587	923701.529475254	890796.3642081866	965131.7147905134	966549.4195980123	1004423.5488654642	1002576.066428166	989094.3820813738	915717.9054807927	952956.9701000374	934107.6137601888	875261.0118460985	0	0.38422139443629677	-0.026912816322795883	False	0.03995821859272624	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P30414	758944.6752791149	776336.9550210987	759631.7370758135	835566.1290273053	793524.5884392922	769470.6269187579	782016.8540569071	769136.6434210234	829722.4204385453	793892.5783757444	783203.8639814379	757166.5805624062	793814.4353487176	793749.2796798297	735853.6881047724	796207.1825058636	758602.0369878676	765354.040461987	0	0.3844062292840973	0.0198164464497683	False	0.03996296647991644	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P30047	108375.22936572216	133105.1677049007	72692.98254355037	73001.31003798405	128499.24396863868	51768.49786433903	93264.88912859085	114234.62090562552	107402.2347679222	125674.64773323743	119423.8458779906	105810.61177888552	98297.40971756156	83308.06635276285	87479.62794651644	120562.2466843576	108644.02876939048	117999.31884311906	0	0.38445794068953676	-0.13247243368377248	False	0.03996771436710664	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q92625	762325.2106905062	886444.2707313969	826104.4733335738	878370.1789237523	831585.6629400223	869858.3545749779	965191.6162989415	874518.6709948715	870362.92204077	834949.0652993221	855144.448814857	870742.9821222002	873538.6415224414	821302.9029834373	771105.6512255592	872663.665944737	814776.9734564937	874676.6561474423	0	0.385209703572964	0.03305061402398181	False	0.03997246225429684	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9BW66	356422.63970610057	372071.54459615337	289472.796439668	410541.2314887554	322703.31228578766	327585.543891093	372613.20146621176	308065.00063959754	379402.21792070655	364533.0491800847	350925.3909009246	352760.07272735704	353932.5973285644	350828.4735287568	369412.1153193336	372835.58516677096	366619.74898842606	366777.28947228246	0	0.3854501892228108	-0.04958019609489197	False	0.039977210141487036	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8WY91	24547.289059906456	38311.660236547694	32967.660660499496	26956.41044876493	26210.742298974765	1925.5209543992617	27295.458073510603	24473.97798169067	30665.26518483444	26725.06970614475	36407.41468502924	28714.990313791597	25109.18447095303	23425.022351778207	32984.05440745142	27012.62991509921	27772.893666783828	35080.19220592924	1	0.3855497012862853	-0.17381177324113567	False	0.03998195802867724	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q15018	255732.46748514252	208773.40968925605	250954.38946832475	198074.3590515833	180855.04469716095	250631.5363760345	251745.51036599773	229960.8413354582	243468.5291817727	254162.85986628896	241033.7153271043	213997.3305622117	266140.4823701313	214261.2184099173	255724.65317553296	243127.80465245584	219710.0712809509	252651.21213453324	0	0.38565985526947544	-0.06180436080120494	False	0.03998670591586744	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P18621	7940897.586338038	8227778.415619521	8439702.462290864	8689883.452553855	9010720.495458256	8913575.629934005	8000805.024078122	8677406.109172693	8870891.567132778	9454106.687010806	8274510.354709209	9090908.39827496	9067749.997258076	8667546.323968684	9081683.18026038	8030374.036311681	8215844.187495637	8569479.922105372	0	0.38573377935354436	-0.031240104235097522	False	0.039991453803057644	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9UID6	23198.767059288723	36105.92644189681	37192.235280764944	32112.713147204744	28749.347832132087	47605.87188465304	27199.83475690927	35397.355446998445	43450.87622383924	36910.53184117302	43361.229689629785	41555.21534688436	27061.15670546734	42318.23661036389	49989.36501586959	41496.0883843316	21267.79492770121	38420.64852255979	0	0.3858163619372482	-0.13862500392544405	False	0.03999620169024785	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96C00	21038.23649337285	27900.283203125	21189.094692875275	19903.277203811915	22681.845412154795	23359.00738088708	22404.97221170306	21761.363368449038	20542.655680950185	17865.876503474043	18297.984420783767	28970.865981797288	23190.147811845683	21814.70448647255	15953.601563361774	19195.09124782661	19308.295416428784	23777.628299075543	0	0.38585879794076994	0.09201950114661604	False	0.04000094957743804	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P29083	786723.5261063746	905341.367157772	795821.4435242335	848535.564144461	831747.9640798073	907099.5379536644	836143.1868105384	979602.5427759913	930908.8832650754	867227.6314502526	888332.4929398638	962027.7325607708	822941.2467180201	954872.9835002272	813611.0952744528	916377.1047754518	896148.4529999607	923900.7447542532	0	0.38631834690078604	-0.040647709399203154	False	0.04000569746462824	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P04264	227872.14398791752	131190.78878142216	129492.82020149118	170192.4111928266	153385.53141803583	135053.46585520575	198223.94164385396	182492.67027758912	121272.06304333192	253970.4864636926	171776.36355794143	136064.01828281707	221471.08030293888	168620.53091541864	138851.68638651058	213079.7975961371	137195.66280408174	157558.1450747748	0	0.38634427184906484	-0.14156530273003837	False	0.04001044535181844	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q96C86	1483977.967851536	1501009.051506302	1676398.331326218	1588276.4830220577	1507695.124144611	1641299.0390376486	1613720.0194861933	1550288.135911664	1606201.1481513917	1596094.540562631	1457535.4336019445	1604464.2201564584	1591182.188727483	1570379.0490707203	1524258.2614013983	1440944.941228649	1626810.413661578	1503053.8301024097	0	0.38670027130709117	0.026112049406884927	False	0.040015193239008644	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q92698	118750.76735805356	145540.93917522932	156672.0691995076	126726.03383621252	144204.6566873672	134877.74209614636	118701.72315442226	163051.61811970032	142976.19291680743	104945.90904739853	176459.2896444957	119110.1261293533	122216.0830034695	114280.26304950104	131067.67964677016	123099.50935293623	142614.2557239556	146586.89796426418	0	0.3867582646024115	0.08440890170200811	False	0.040019941126198846	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q15642	1333419.5194537512	1288494.7843820688	1327369.213224041	1509317.85248207	1373492.032268173	1342826.1979294757	1360641.519749613	1407733.1502577674	1272567.5554770422	1446451.8999097862	1397271.3945661597	1411000.5796153897	1345639.7818695984	1386996.0602059592	1331191.6129053505	1319757.3728219147	1411340.366443799	1385556.5301783565	0	0.3871771811228426	-0.025674711792907253	False	0.04002468901338904	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9H3N1	2119.799798099851	27805.53216442078	21451.403550286486	28041.06818941059	2828.13854412934	18482.18468497004	31376.43683540301	35999.36077838731	31174.131977862613	28397.08588212501	24410.201793125547	26072.593552514743	32185.30439687665	38314.89075019077	30406.33471587189	37917.049584170505	1468.8902217343614	24026.60639540736	3	0.3873352746320142	-0.28735418653667344	False	0.040029436900579245	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P55010	3896708.026792885	3606689.402341688	3941041.683425908	4055680.621679712	3606240.747618216	3645988.413039309	3767485.525088276	3663686.3963361	3797963.887715423	3894397.778309279	3676071.278532621	3618675.900025315	3870755.8035676535	3595264.825936641	3635819.503973716	4209196.503833369	3971656.5038622576	4355360.153253855	0	0.3889622366248424	-0.03546552939963704	False	0.04003418478776945	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P40169	207130.56315834637	95038.28094921129	97849.0089188578	98402.74860848048	108957.27163328991	142996.74076483955	90483.67978299636	117972.91543840746	83940.59826927383	137714.12410328665	91344.820442633	1168.2671276071508	151008.00998632872	100298.2942886054	2624.002180958289	189433.4335207872	74601.09566356176	97526.60547459114	2	0.38902711904684417	0.30217378015227353	False	0.04003893267495964	False	False	Yeast	False	False	True	False	diann231	directlfq	min	0.5
O14734	88655.05418037473	84988.99424250142	84010.84724040392	103223.83448391865	83469.90513464178	83397.1447792804	64863.10013398295	89804.46043564846	81407.97436370463	89093.2873240493	90804.69143600258	79761.50952345647	96403.59757241384	85402.7582380698	84854.87022762289	81156.92189634056	112326.98770167268	81836.09736542881	0	0.3892563292563548	-0.06972061560256497	False	0.040043680562149846	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y289	718241.8440513215	674054.48818415	744281.6203576886	715665.5066071689	652855.2916021008	712436.0037509067	731380.8491951489	768162.6982745335	633859.4393574437	669196.0951514299	740894.6600153877	770715.0231309895	729038.6292143699	782073.0638663433	733917.6770645451	675125.3565392415	717309.5814719048	689442.1864904388	0	0.3893868568767166	-0.03518083888513385	False	0.04004842844934004	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8NHP6	39519.542149772016	2313.963134765624	43602.60353436176	29910.49675229147	44067.45185881262	47364.3891795774	45195.057314458325	53503.272021045865	33467.02850672659	58607.81486106743	52489.83761933167	1168.2671276071508	54661.264955203056	67288.21360862805	62411.09407181124	1103.0783057606543	56697.973129290185	65351.37725369784	3	0.3895035537663538	-0.3085836239364383	False	0.040053176336530244	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q99757	279801.7801953907	248011.6515977936	183961.5323816437	287113.64204667363	305926.1179366315	278530.48288103164	325433.7130869701	309240.0533286119	336101.77856909623	268154.21045552485	281635.0630095396	320069.01633642503	295974.23313728056	327942.61764779146	304131.9794566735	278452.4332926487	264649.65904639097	362008.6106712774	0	0.3896888522937513	-0.08174429125973467	False	0.04005792422372045	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9NRX4	888788.2562294751	875470.4909928086	881037.1056298349	914516.3515662992	890901.722896044	947131.9589570088	960196.7653162288	922473.0549347172	997120.7711376352	891167.4041295123	872009.276963941	1026919.0808596818	862248.9211223626	911018.411481476	939275.50404435	840505.0870054369	834295.3159058931	908265.9604780818	0	0.3897397034899899	0.0338453299763837	False	0.04006267211091065	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9NRG9	992919.5437168686	1147296.7394967366	1157985.7070164408	1028665.6256792505	1254648.4440559633	1099438.175091509	1104408.7265354863	1095289.4404359593	1170486.384313349	1074128.537651664	1104548.4107756943	1193946.0051754462	1107561.9747371073	1182303.7799552889	1225092.0113227917	1059601.1758443534	1191247.152336387	1173075.1204210538	0	0.3903930673281055	-0.03689583114496269	False	0.04006741999810085	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P54652	38392.17941668005	2313.963134765624	3194.173020424595	30681.7039837939	38262.33119355048	36449.9010797879	3057.879962560125	26806.673764715568	34556.03580847955	2584.501687683985	37998.53223509825	46771.648026465125	1834.350879113806	33399.21197296657	36890.92522128539	43659.044868345605	28775.724011337472	43763.2557058128	5	0.39123634039723376	-0.3672928263456592	False	0.04007216788529105	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O75563	104988.45937852073	81254.38743564699	92272.13299958353	119921.1622588982	81883.07415209257	99848.9973596564	117609.95073184674	86513.76145491847	103148.37847108464	100728.29652923143	86189.95739576004	94579.74509042292	110419.64425961522	114767.33549150216	123107.66028467698	91917.09355248706	92352.17449642494	128293.06239625328	0	0.39126062165649544	-0.08662052502763325	False	0.04007691577248125	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q16851	4881628.52586562	4826301.96601379	4772313.882264073	4750911.95569146	4596987.790176616	4644924.814676754	5196063.352747284	4707950.337281609	4876744.18611234	4831207.124943371	4877676.328925454	4896496.236042677	5007828.675295655	4905456.754767658	4823720.497229657	4600651.366081632	5188689.550322854	4754850.528018786	0	0.3913621251810937	-0.0209519729730673	False	0.040081663659671446	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8N766	211068.8497027933	199008.42379973189	206067.4137167892	180532.20271156973	179274.59156306437	170886.44039870586	170973.2750547585	206377.2068693429	204044.8726034207	206497.26190374952	185257.0051123766	161022.8744569885	172372.0627386062	183122.85114263216	193191.23094079664	177001.8370294977	202594.504044893	189533.58648932003	0	0.3913662332994563	0.04893748242345543	False	0.04008641154686165	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q5T3J3	1260104.247414836	1252094.9567848877	1325390.1906244326	1210140.2952279828	1321436.0232730715	1358611.8759966115	1256853.429880166	1300829.1073002513	1258743.5560553742	1241919.2715417878	1201480.97288674	1322106.5752257716	1246940.8645968258	1266409.6369581902	1266279.8843118837	1270660.8711034004	1256362.4389470092	1315062.2774361016	0	0.39138430822704606	0.01975272571850694	False	0.04009115943405185	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q99426	908977.6165495088	855085.2768462162	1047461.5287180804	973002.259730389	942121.3185606946	1058768.2365022097	1045680.285785928	1027506.5608285174	1005685.5000583353	1007291.6110932193	1013812.7012004432	968629.4230139098	1007423.9065166154	1056682.3132627483	975457.5173136456	1100066.8301193237	958561.9230683476	998290.3537557116	0	0.39165205526132385	-0.035674843755365296	False	0.04009590732124205	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q2PZI1	10886.31632204464	11220.977539062493	3194.173020424595	3305.974221644704	2828.13854412934	1925.5209543992617	8446.603872521942	64.00020139558238	3260.081237243999	8467.245603011046	5915.686725825837	6837.536607037407	5558.381097180079	7524.429960055587	2624.002180958289	7743.754742321614	6291.34234291681	5985.025152005939	7	0.39180017888163066	-0.3354862186065174	False	0.04010065520843225	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9Y217	193485.8131013643	192260.88061513877	221294.432591852	142929.82554721704	221926.82444101447	206508.8434444941	147287.96056738886	216687.6571700266	247642.9520443357	152177.97890482916	149025.36216320618	178696.18070859613	155160.39347456294	234686.9453092983	221883.35755566228	187513.57396879635	178085.41738823304	209539.1226503452	0	0.3920347177979657	0.10292629463689291	False	0.04010540309562245	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O14929	3643289.794263596	4036219.5494338353	3762101.5363206384	4086989.8459714656	3864352.29231221	4027193.391735788	3847684.515687879	3916690.257017503	3786979.205465984	4109549.7385252886	3781260.196073941	3866011.938779089	3863636.509835797	3957100.522454565	3724585.839946043	4345281.8938778825	4064350.704900553	3894511.490304642	0	0.3921080442442154	-0.02595238104713268	False	0.040110150982812655	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P51587	413485.6411099946	233555.3124633952	3194.173020424595	3305.974221644704	431532.9115178198	299243.039609982	3057.879962560125	64.00020139558238	305187.798756682	2584.501687683985	262594.56688075705	271254.91189796646	189047.75299347172	417449.39747919375	2624.002180958289	608899.930145293	340590.29913797684	300327.7687353512	6	0.3923982698068844	-0.5009865486550165	False	0.04011489887000285	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
O14562	711200.983319022	691121.6431317981	688570.4809420792	595690.9348118845	577107.7584453663	727824.5406948153	687997.4153271263	600623.9320802399	626420.7573903872	745356.591256446	591855.1421151764	738975.7429275817	759722.1142792794	640109.0069514014	620037.3574100782	730484.61229957	711578.4993414824	601043.0204655903	0	0.3924103996806033	-0.05572399548057194	False	0.040119646757193046	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8NFF5	727124.2557804865	726021.6991662331	731700.7798257837	699955.5063073058	763240.6453770008	727217.3574758804	755275.3837932689	693215.5835950663	716041.557355146	761276.4594941798	752273.6921458668	700273.6978911997	759839.8590077892	702164.1372409185	735382.1663188372	758635.991199497	732433.157892425	724374.1021737347	0	0.3924692821157416	-0.019035512336911253	False	0.04012439464438325	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q92830	103021.16666412672	84118.976506301	110507.4454153058	117431.95851422015	105001.53105967004	135577.68742961326	97014.48774279606	108613.9394878018	118820.83925878888	116283.88879096192	139322.25735896337	68999.90194246471	107195.5516217236	105384.93431596992	94717.24685941146	56540.92386296777	103075.0429950489	112279.92400701402	0	0.39270932462154895	0.11693774552334994	False	0.04012914253157345	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9NZ32	576295.5639153416	564857.7841534584	604456.9620193674	592779.5120209277	544609.479596837	566030.7687879192	587587.7708853062	538406.3309492489	648434.0340494497	562293.9388497696	602358.3278828001	617462.3918638314	556725.1922396584	572011.075367322	639803.8804662813	586955.615911909	601406.979381496	597257.2625557302	0	0.39272070061810915	-0.03082766194702274	False	0.040133890418763654	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
P61970	1967783.098072225	1906976.8546711253	2078686.343979352	1921981.6967364813	1920077.5047388128	2480226.6015913216	2029874.749620844	2194033.2678238507	2185912.467977967	1976283.6791125375	1920641.7806178688	2070070.7847136036	1942847.8598768455	1942030.237839081	2021902.39484608	1912405.0863876883	2062399.190873949	2261080.7168290834	0	0.3927281730378124	0.045163630410501775	False	0.04013863830595386	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q99496	1648090.759672579	1733013.3700089864	1953786.5118862172	1751387.6068013883	1820758.6100583323	1830906.5482580725	1841419.106458559	1759415.050179419	1844165.7277038165	1886429.786401986	1805677.7021429075	1901792.9688584085	1925284.1568681824	1770963.714128768	1772787.1026281377	1849551.8395068997	1789411.6023191176	1763267.077478571	0	0.39334166913724	-0.024943029331358876	False	0.04014338619314405	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
O60784	317310.0649474648	300107.4371222135	303723.92850441183	303404.48025661125	304510.58417084964	294117.4589825574	308779.7530577472	270710.8526760283	313667.49414275854	316251.223596853	309281.84792918485	310046.95072667126	266799.1399698709	308577.2976321379	290053.16281487944	324018.8034343605	333961.7226151859	321056.2562792243	0	0.3936313481330398	-0.03344911444266447	False	0.040148134080334255	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8WTW3	239360.45520906887	280982.54862478015	268619.9023389672	263795.69267105125	254652.9959123452	262843.64831519924	300721.3141959281	256657.4931334812	266399.8638818441	251773.2730762933	261699.68041737008	282987.7589222517	216152.9048225623	250615.09757852112	277990.8918651789	265147.4388393815	250941.05784899133	268012.2571113939	0	0.39380386169817205	0.04201409919480194	False	0.04015288196752445	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q9UBD5	1008780.5416643022	1156954.3090623189	1117098.2236553864	1139566.0342919957	1078023.527171582	1198503.5679817472	1137276.8289137112	1190525.271327382	1154831.4925121027	1111688.2208423817	1108575.3094465428	1168133.7193000396	1087237.538617673	1032377.6293773076	1139551.9677869943	1116549.1154689514	1119405.8182765408	1115279.865209126	0	0.39425630350651	0.0261318481051871	False	0.04015762985471465	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q7RTS9	69261.5290253153	48669.51362078988	60905.72477275498	26208.82845992151	61016.17852720212	49384.69168128463	46595.9886560521	81639.29090678647	30433.31953131141	61275.124809124994	62446.15283736336	42153.04561662703	59698.698036695525	53645.95756361736	30555.91751412023	43072.24103125936	41053.50296600813	19736.687926873867	0	0.39440947786279823	0.19687084981060343	False	0.040162377741904856	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q8WY22	37205.93168459283	43093.34003369329	46543.4644181366	50795.15114848295	46785.2816476839	55048.15736000071	40118.57297967752	41533.0014120558	43988.39375022544	40703.92386187618	48068.15434667886	36064.02606554587	47375.95012119152	37035.184548836	48850.816661582	41259.07858314257	49869.405391077606	34506.74804238127	0	0.3946095096746395	0.07821438817886502	False	0.04016712562909505	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
Q6ZS11	56606.304905846	40339.569078983535	49714.42372454346	52006.87542290572	53126.93290643353	47810.29910024346	61258.47470605973	46494.80093925153	55769.44198657194	44687.1901802978	49785.57777807054	48765.216817078726	48649.616037027256	56334.975169377925	44164.37700654704	51286.596356361886	48577.7495959457	51805.84861890837	0	0.39493944516640556	0.06066289516906434	False	0.040171873516285254	False	False	Human	True	False	False	False	diann231	directlfq	min	0.5
