Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q8TB72	PUM2_HUMAN	PUM2	Pumilio homolog 2	9	9.0	3240940.0	3919000.0	3130420.0	3983350.0	3396060.0	3145310.0	3125540.0	4241230.0	3440890.0	3934500.0	4331000.0	2779720.0	3426480.0	3971040.0	3021470.0	3485990.0	3449620.0	3611920.0	0	0.8421486368302049	-0.01763871918824473	False	0.0459020428254984	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q0VDG4	SCRN3_HUMAN	SCRN3	Secernin-3	4	4.0	8851000.0	8517370.0	66903.0	10768200.0	11640800.0	7950140.0	8443890.0	9169660.0	7617560.0	8777300.0	10137600.0	7526180.0	8565110.0	11180900.0	6784100.0	7444590.0	7843600.0	6971030.0	1	0.8421504690772283	-0.0429151674651859	False	0.045908195914349005	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NP64	ZCC17_HUMAN	ZCCHC17	Zinc finger CCHC domain-containing protein 17	5	5.0	1323890.0	1245590.0	1174900.0	1216480.0	1357220.0	1499520.0	1270030.0	1230300.0	1469810.0	1438310.0	1495790.0	1705380.0	625069.0	1325470.0	1396740.0	1165820.0	1421290.0	1410520.0	0	0.8423792952968825	-0.02386921328533226	False	0.04591434900319961	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96PU8	QKI_HUMAN	QKI	KH domain-containing RNA-binding protein QKI	10	10.0	77486200.0	68891700.0	72805800.0	67738400.0	66604300.0	73100200.0	70994100.0	68623200.0	69096600.0	62110000.0	71959300.0	75136300.0	61333000.0	68945300.0	67678500.0	72348400.0	73358600.0	78426900.0	0	0.8424641261062766	0.009212691611400675	False	0.04592050209205022	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q05823	RN5A_HUMAN	RNASEL	2-5A-dependent ribonuclease	1	1.0	405642.0	107283.0	328470.0	49927.2	359312.0	65334.7	227574.0	51770.1	307322.0	45168.4	312622.0	614409.0	84229.4	191778.0	211673.0	261926.0	287618.0	32238.3	6	0.8426867628587928	-0.10174529378908159	False	0.04592665518090082	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	3	3.0	82645100.0	83024700.0	107815000.0	61312900.0	74997300.0	99011000.0	82999500.0	68868000.0	91340100.0	77790800.0	84102100.0	108441000.0	44918800.0	77495700.0	91323300.0	79222500.0	85714100.0	89559000.0	0	0.8428474060440071	0.0260293641944119	False	0.045932808269751414	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P30620	PSO2_YEAST	PSO2	DNA cross-link repair protein PSO2/SNM1	1	1.0	47822.5	596431.0	1313770.0	497206.0	746192.0	65334.7	690242.0	51770.1	683059.0	45168.4	497993.0	1378890.0	1126790.0	735455.0	63730.1	681859.0	70385.6	472807.0	6	0.8431254398805857	-0.11271146028522834	False	0.045938961358602017	False	False	Yeast	False	False	True	False	diann231	manual	min	0.5
Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP	12	12.0	17327800.0	19464700.0	27258900.0	17641400.0	19231000.0	24196000.0	19975900.0	18918800.0	21931400.0	18077800.0	20165100.0	27406100.0	14513100.0	18436100.0	23481800.0	20236800.0	20087100.0	20627700.0	0	0.8435311960247134	0.022790189592000507	False	0.045945114447452626	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8IYQ7	THNS1_HUMAN	THNSL1	Threonine synthase-like 1	7	7.0	1657490.0	1510220.0	1613790.0	1345710.0	1544480.0	1995000.0	1447630.0	1713320.0	1361460.0	1617680.0	1526060.0	1856590.0	801365.0	1332470.0	1676780.0	1562060.0	1743040.0	1842570.0	0	0.8437673627040629	0.023627281902994256	False	0.04595126753630323	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	4	4.0	2900960.0	3646630.0	2027690.0	3210750.0	3315650.0	1598560.0	2806980.0	2391830.0	1669530.0	3148070.0	2104560.0	2441170.0	2710950.0	2558250.0	2477240.0	3327270.0	3038010.0	2273250.0	0	0.8439068649373774	-0.030896858480812302	False	0.04595742062515383	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q92625	ANS1A_HUMAN	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A	7	7.0	995808.0	1098630.0	759428.0	998029.0	892796.0	762109.0	883782.0	944511.0	1067060.0	1130980.0	1267680.0	866124.0	734721.0	925920.0	884046.0	914816.0	738251.0	1068610.0	0	0.8442083676842458	-0.0219808349016034	False	0.04596357371400443	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	6	5.0	80329600.0	76242200.0	87816000.0	77296700.0	76410300.0	84173200.0	75434500.0	80325800.0	82336500.0	76803900.0	81805800.0	86895600.0	75469700.0	75829800.0	83721100.0	77072300.0	79279400.0	80073500.0	0	0.8443708897030205	0.0068529643642157665	False	0.045969726802855035	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	2	2.0	249071.0	29353.8	310004.0	49927.2	259122.0	409952.0	232859.0	51770.1	61327.0	45168.4	362812.0	265532.0	84229.4	41383.1	402254.0	223630.0	70385.6	275828.0	8	0.8445745331990189	-0.0993217908005389	False	0.04597587989170564	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96PV6	LENG8_HUMAN	LENG8	Leukocyte receptor cluster member 8	5	5.0	2537250.0	1788620.0	1944700.0	2715200.0	1875480.0	2437780.0	2089510.0	2193520.0	2646870.0	2397020.0	2583290.0	2376360.0	84229.4	2181100.0	2527070.0	2439120.0	2859410.0	2249570.0	1	0.844908363385029	0.03843169047206865	False	0.045982032980556246	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	5	4.0	462303.0	684542.0	389276.0	49927.2	573596.0	408289.0	455744.0	328879.0	428079.0	286065.0	576169.0	345120.0	84229.4	612167.0	223031.0	563482.0	559748.0	378793.0	2	0.8449682236220267	0.05913435322112166	False	0.04598818606940685	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P82932	RT06_HUMAN	MRPS6	Small ribosomal subunit protein bS6m	4	4.0	11920700.0	12170700.0	8986340.0	13607600.0	13196400.0	11076400.0	12288600.0	13053200.0	11722100.0	13179500.0	11593000.0	8915580.0	16167300.0	14365200.0	9057420.0	12355100.0	10107100.0	10597500.0	0	0.8449962966837894	0.02267253148319709	False	0.045994339158257444	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96S55	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1	14	14.0	7785130.0	7960840.0	8241610.0	8218980.0	8349020.0	7938390.0	8672490.0	8122750.0	7413670.0	7950630.0	8781900.0	8067970.0	6759570.0	8177470.0	8235310.0	8826340.0	7919300.0	7552760.0	0	0.8450134062539182	0.008590667872445798	False	0.046000492247108046	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	28	28.0	2674430.0	4215720.0	3245030.0	2627040.0	3849100.0	3916720.0	3456360.0	3025480.0	3684170.0	3336680.0	4134820.0	4349950.0	2098840.0	3581580.0	3603710.0	3412140.0	3191190.0	3489190.0	0	0.8451864360648411	-0.023499151764012613	False	0.046006645335958656	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q93009	UBP7_HUMAN	USP7	Ubiquitin C-terminal hydrolase 7	42	42.0	31541100.0	32271000.0	33336000.0	28162900.0	32613600.0	32656700.0	31746200.0	32313100.0	32226000.0	32397800.0	33196400.0	32411100.0	27259300.0	32223200.0	31904300.0	32305900.0	31995900.0	31820600.0	0	0.8455017427304949	0.006815988833831135	False	0.04601279842480926	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	1	1.0	68569000.0	65734700.0	52669000.0	88079400.0	69535700.0	52034000.0	78667500.0	74505600.0	59220500.0	68082200.0	72774900.0	52719700.0	109739000.0	75041200.0	56484800.0	62831800.0	66971300.0	56702900.0	0	0.8460764682279905	-0.028922334799781756	False	0.04601895151365986	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96QU8	XPO6_HUMAN	XPO6	Exportin-6	9	9.0	5804130.0	6306370.0	5151210.0	5726120.0	6768610.0	4846320.0	4954840.0	6142780.0	5411570.0	5777450.0	6476900.0	4801870.0	5521150.0	6665330.0	4958550.0	5351500.0	5670210.0	5355920.0	0	0.8461477411239646	0.015125542587019085	False	0.04602510460251046	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	31	31.0	10590200.0	10322100.0	12135200.0	9521440.0	10599300.0	11807100.0	9905880.0	10156200.0	11289200.0	10531200.0	10514200.0	12498600.0	7440920.0	10677700.0	11459000.0	10315400.0	10703500.0	11230500.0	0	0.8468310474045766	0.014383597010086591	False	0.046031257691361065	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99848	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2	13	13.0	97823800.0	97102500.0	102972000.0	107297000.0	97214800.0	91733000.0	102729000.0	98085500.0	97015800.0	106798000.0	101123000.0	97307700.0	105970000.0	103019000.0	92060800.0	98901800.0	96400300.0	94398100.0	0	0.8469527039355236	-0.006463748232739893	False	0.04603741078021167	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8WWQ0	PHIP_HUMAN	PHIP	PH-interacting protein	8	8.0	2725320.0	3056290.0	3425150.0	2725600.0	2602660.0	3377170.0	2466790.0	2228820.0	3239210.0	2908870.0	3182190.0	3271790.0	1760260.0	3000750.0	2861540.0	3105390.0	3104720.0	3014220.0	0	0.8471748199926462	-0.0201050935622006	False	0.046043563869062276	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	2	1.0	2272730.0	1840380.0	2063540.0	1590830.0	2438370.0	2026310.0	1879790.0	1978630.0	2096990.0	2109670.0	2359940.0	2039970.0	1314410.0	2275130.0	2206900.0	1749950.0	2016660.0	1878820.0	0	0.8474352083627891	0.018852420484413625	False	0.04604971695791288	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	23	23.0	43363100.0	39567100.0	45677300.0	39652200.0	41366000.0	44683100.0	40362300.0	42792500.0	43009800.0	43456800.0	40892500.0	44465300.0	37547200.0	43884400.0	44386900.0	40543900.0	42461100.0	44739400.0	0	0.8474430419212691	-0.007202039958829871	False	0.046055870046763474	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8WUX2	CHAC2_HUMAN	CHAC2	Glutathione-specific gamma-glutamylcyclotransferase 2	5	5.0	1491360.0	1290410.0	1279870.0	1160390.0	1160110.0	1386910.0	1311460.0	1180190.0	1443090.0	1665780.0	1546650.0	1422840.0	596508.0	1153290.0	1269440.0	1162370.0	1220540.0	1468670.0	0	0.8476332643507554	0.024578379391152462	False	0.04606202313561408	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8WUD4	CCD12_HUMAN	CCDC12	Coiled-coil domain-containing protein 12	5	5.0	24999200.0	24294600.0	26466800.0	20140800.0	23875000.0	23539800.0	22135200.0	22783800.0	23184100.0	23063100.0	23863700.0	26171900.0	20018700.0	22703700.0	23309400.0	23360200.0	26464900.0	23991900.0	0	0.8479402415797581	-0.010390709602916185	False	0.046068176224464685	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99700	ATX2_HUMAN	ATXN2	Ataxin-2	19	19.0	11750900.0	11176400.0	11125200.0	8975310.0	11570900.0	10667300.0	11205200.0	12440900.0	11264500.0	12190200.0	10749700.0	11683300.0	8107910.0	11679300.0	10782000.0	11194000.0	12195900.0	10679000.0	0	0.8479406468734344	0.013242296571057032	False	0.04607432931331529	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	24	23.0	19656200.0	19254300.0	21636400.0	19188100.0	19367100.0	19754600.0	19241900.0	19838300.0	18882000.0	19798900.0	18850900.0	20559300.0	15706300.0	20359400.0	19736800.0	20654900.0	20612700.0	19511400.0	0	0.8482374680331375	0.008414563510834059	False	0.04608048240216589	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9UHA2	S18L2_HUMAN	SS18L2	SS18-like protein 2	2	2.0	756562.0	734337.0	1042220.0	584796.0	770390.0	734034.0	773875.0	593610.0	669862.0	748559.0	843287.0	1124430.0	526036.0	642442.0	642178.0	707537.0	701026.0	850738.0	0	0.8492357611642942	-0.02715680796696205	False	0.04608663549101649	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	17	16.0	23352400.0	23464700.0	21885800.0	22450700.0	24110300.0	21183900.0	20883000.0	24239300.0	22901600.0	24575800.0	24339800.0	21320300.0	23290900.0	23497000.0	20329200.0	22611800.0	21669200.0	21747800.0	0	0.8494163372382462	0.0077105973980945075	False	0.046092788579867094	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	25	25.0	12052000.0	12360300.0	12397500.0	11005500.0	13131800.0	11618900.0	12207600.0	11876000.0	13187600.0	12093300.0	11948600.0	12681200.0	9647150.0	12650900.0	12116600.0	11914700.0	13141400.0	12925400.0	0	0.8495849522122612	0.009461119932629632	False	0.0460989416687177	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P46821	MAP1B_HUMAN	MAP1B	Microtubule-associated protein 1B	47	46.0	20245300.0	19694600.0	21662400.0	18595700.0	20158600.0	22408000.0	20176500.0	20364800.0	21020300.0	20178300.0	20488500.0	21582700.0	16362200.0	20676500.0	21307300.0	20594000.0	20824200.0	21203700.0	0	0.8496643446147323	0.00870462777311647	False	0.046105094757568306	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	8	8.0	108263000.0	107300000.0	130534000.0	115291000.0	110127000.0	129200000.0	118296000.0	107113000.0	117672000.0	108194000.0	111922000.0	135187000.0	101944000.0	116195000.0	122810000.0	119392000.0	114161000.0	121555000.0	0	0.8497851421628775	-0.010416973915277081	False	0.04611124784641891	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q01658	NC2B_HUMAN	DR1	Protein Dr1	3	3.0	39167100.0	37364800.0	36371700.0	36633900.0	37138200.0	37040400.0	38383200.0	37483600.0	35494500.0	35211300.0	39033200.0	36563100.0	37730800.0	35208100.0	37875600.0	37668300.0	37408000.0	37421400.0	0	0.8498417087842409	0.004128904646120927	False	0.046117400935269504	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P49589	SYCC_HUMAN	CARS1	Cysteine--tRNA ligase, cytoplasmic	19	19.0	44968900.0	42433900.0	47189700.0	44822200.0	43475800.0	43511800.0	43710600.0	44365500.0	43512600.0	44603600.0	44344400.0	44813700.0	44342300.0	42683900.0	43629000.0	45818200.0	43906600.0	42884600.0	0	0.8500840120860865	0.003501228436248311	False	0.04612355402412011	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	2	2.0	2597550.0	2030410.0	1664750.0	49927.2	2067320.0	1687710.0	2086240.0	2189890.0	2095130.0	2507680.0	2146390.0	1652430.0	84229.4	2233800.0	1777460.0	2227930.0	2107650.0	2321080.0	2	0.8503701008445045	-0.05075684763159829	False	0.046129707112970715	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3	5	5.0	764884.0	683533.0	837754.0	383967.0	717743.0	776022.0	632409.0	544716.0	735214.0	809294.0	626551.0	834737.0	84229.4	593491.0	633882.0	793022.0	645517.0	895275.0	1	0.8505655845555691	0.038557667302405944	False	0.04613586020182132	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H9Q4	NHEJ1_HUMAN	NHEJ1	Non-homologous end-joining factor 1	1	1.0	8538960.0	29353.8	8439530.0	5576780.0	7778100.0	8632280.0	4973530.0	10720500.0	10151800.0	8194470.0	7200030.0	9854580.0	5078530.0	8710050.0	10628900.0	59394.8	8383010.0	9366310.0	2	0.8507484128404764	-0.057456304377108365	False	0.04614201329067192	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	15	15.0	6003530.0	6629810.0	6321780.0	7328520.0	6671430.0	6097190.0	6526710.0	6552860.0	6140060.0	6870030.0	6473850.0	6343620.0	6288360.0	6839350.0	6471740.0	6432620.0	6456890.0	6357340.0	0	0.8507654235474084	-0.00646983706736165	False	0.04614816637952252	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	3	3.0	48167100.0	45081100.0	45381000.0	51882800.0	36907400.0	50450300.0	47271100.0	48057100.0	45173800.0	52698800.0	46314200.0	52499800.0	15035000.0	51470800.0	51295900.0	46755300.0	46395800.0	48645600.0	0	0.8508066045039749	0.02525659025743981	False	0.046154319468373124	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q6P597	KLC3_HUMAN	KLC3	Kinesin light chain 3	1	1.0	781662.0	1089740.0	1117670.0	582339.0	1282530.0	1361100.0	1171800.0	1020070.0	1096030.0	677565.0	1300700.0	1431440.0	84229.4	1140420.0	1616390.0	1112170.0	992564.0	1450940.0	1	0.8511999714821925	-0.04535224453145915	False	0.046160472557223726	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96EX1	SIM12_HUMAN	SMIM12	Small integral membrane protein 12	2	2.0	47822.5	4084000.0	66903.0	4917910.0	4141180.0	4754800.0	5273140.0	4847450.0	61327.0	45168.4	48198.2	5274380.0	5847760.0	41383.1	63730.1	4081340.0	4938590.0	5788200.0	7	0.8512390241600198	0.10977732479080317	False	0.046166625646074336	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	29	27.0	11482000.0	12696900.0	12839900.0	10213100.0	12452800.0	11752000.0	11726600.0	11450700.0	12702100.0	12051200.0	12249900.0	11995100.0	9950560.0	12943700.0	12333300.0	11926600.0	11340800.0	11848600.0	0	0.8516815582688637	0.009121092678647288	False	0.04617277873492494	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	11	11.0	9139000.0	8153820.0	7538430.0	7838220.0	8456670.0	8292160.0	7012900.0	9818870.0	8491730.0	9100500.0	9728040.0	8552650.0	6556090.0	9110900.0	8010870.0	8057520.0	7629350.0	8713600.0	0	0.8517438305356755	-0.013787614724905703	False	0.04617893182377553	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4	16	16.0	23059600.0	25021500.0	23721800.0	22007300.0	24765500.0	25373000.0	24352200.0	24418400.0	24734300.0	24830800.0	25492600.0	26467400.0	17337700.0	24082700.0	24052800.0	25445000.0	24100700.0	24020100.0	0	0.8524960697758351	0.010813519165361402	False	0.04618508491262614	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9Y305	ACOT9_HUMAN	ACOT9	Acyl-coenzyme A thioesterase 9, mitochondrial	10	10.0	23973400.0	21189500.0	16627000.0	17237700.0	19902300.0	19001400.0	18104100.0	20268200.0	19933900.0	21118300.0	19819500.0	18524400.0	18782500.0	18780600.0	18069300.0	18479600.0	20526600.0	23759500.0	0	0.8527318175383495	-0.013223589095579339	False	0.046191238001476745	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	18	18.0	54249200.0	54203300.0	65996200.0	54557700.0	54357500.0	61058100.0	55230500.0	55470400.0	56432800.0	52962400.0	55035000.0	62785500.0	50210000.0	56012900.0	61863200.0	56095800.0	55311200.0	58068900.0	0	0.8529022097106816	0.009083670585946656	False	0.04619739109032735	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	29	29.0	33070200.0	31388400.0	40909300.0	30210200.0	32265400.0	38907200.0	33437500.0	33866900.0	36678800.0	33829300.0	32384700.0	41999300.0	26720700.0	34197800.0	37492200.0	32853900.0	33859000.0	34345800.0	0	0.8535113508871632	0.014236315223718037	False	0.046203544179177956	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8WUB8	PHF10_HUMAN	PHF10	PHD finger protein 10	5	5.0	6353200.0	5820510.0	4562310.0	5778940.0	4636640.0	5912420.0	4025230.0	4827070.0	5337270.0	5045680.0	4831910.0	4780890.0	6075160.0	4207330.0	5841810.0	5647630.0	5282460.0	4996200.0	0	0.8542393103698576	0.01672121878618576	False	0.04620969726802855	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	14	9.0	10610400.0	10846800.0	12372600.0	9421780.0	10997000.0	10836400.0	10353000.0	11354100.0	10887100.0	10773300.0	11096400.0	11718900.0	10037100.0	11330500.0	11495800.0	11566000.0	10004900.0	10237200.0	0	0.8545021875642784	-0.008554618132468201	False	0.046215850356879154	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	11	11.0	11566100.0	11285100.0	12909000.0	9208300.0	11088400.0	10912600.0	11051200.0	11456600.0	12306000.0	10933300.0	10408300.0	11714900.0	10952300.0	10940300.0	12423500.0	10552700.0	12436400.0	12146800.0	0	0.8545089561542989	-0.010242670908387456	False	0.046222003445729756	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	4	4.0	4160560.0	4179480.0	4252890.0	3513280.0	4311760.0	4550540.0	4374600.0	4422930.0	4611540.0	3886380.0	5351850.0	4910730.0	3455370.0	4287070.0	3978780.0	4003050.0	3515480.0	4591410.0	0	0.8549409501276461	0.015019277684399946	False	0.046228156534580365	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96GX5	GWL_HUMAN	MASTL	Serine/threonine-protein kinase greatwall	1	1.0	214920.0	150240.0	216051.0	49927.2	155276.0	293736.0	208035.0	180824.0	217842.0	189196.0	94316.5	145499.0	84229.4	229040.0	233563.0	281232.0	217454.0	266706.0	2	0.8549786185276964	-0.045778953700827685	False	0.04623430962343097	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9Y3C4	TPRKB_HUMAN	TPRKB	EKC/KEOPS complex subunit TPRKB	4	4.0	7784680.0	7867490.0	5408320.0	8705040.0	7467170.0	6687670.0	8117520.0	7975370.0	7403890.0	7125360.0	8185290.0	7137580.0	7911200.0	7655010.0	7365850.0	8192040.0	7118700.0	7317560.0	0	0.8550528856773227	-0.012601341219703686	False	0.04624046271228156	False	False	Human	True	False	False	False	diann231	manual	min	0.5
A6NDU8	RIMC1_HUMAN	RIMOC1	RAB7A-interacting MON1-CCZ1 complex subunit 1	4	4.0	3492570.0	3608390.0	4970520.0	3473180.0	3725020.0	4831920.0	3577810.0	3898350.0	4083700.0	3572160.0	3912710.0	5202520.0	1964850.0	4299650.0	3862730.0	4325920.0	3593420.0	4344180.0	0	0.855345409886914	0.02379351724728368	False	0.04624661580113217	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H1A4	APC1_HUMAN	ANAPC1	Anaphase-promoting complex subunit 1	29	29.0	15897600.0	17885300.0	16113700.0	16858500.0	17649200.0	17254400.0	16660100.0	18003800.0	16595100.0	17284500.0	18225800.0	15606000.0	15092200.0	18007500.0	17628800.0	17174400.0	16799400.0	17830000.0	0	0.8557796591663708	-0.006879215382210716	False	0.046252768889982775	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96EK9	KTI12_HUMAN	KTI12	Protein KTI12 homolog	12	12.0	10587800.0	10340400.0	13553300.0	8684850.0	10388700.0	11868600.0	10253800.0	10242100.0	11108900.0	10515100.0	11114600.0	12815200.0	7145690.0	10536300.0	12697400.0	10993400.0	10979400.0	11402300.0	0	0.8562442735239757	-0.01730623653419226	False	0.04625892197883338	False	False	Human	True	False	False	False	diann231	manual	min	0.5
