Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q13572	Q13572		ITPK1		9091.2	9050.86	8727.12	7678.63	9006.21	8127.4	7630.97	8037.72	7501.19	7905.62	8496.0	8353.22	9177.94	8906.41	8687.75	7542.35	7712.97	8845.03	0	0.143150782514069	0.07207006967534547	False	0.03507556675062972	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9BUA3	Q9BUA3		SPINDOC		9298.8	7391.51	6828.29	5809.94	7333.77	6321.53	7392.49	8090.22	6870.77	7119.61	8181.93	7069.15	6109.06	8229.44	7427.4	9027.99	6336.66	7720.5	0	0.1431642368740606	-0.13059734135569362	False	0.03508041077310599	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
O14818	O14818		PSMA7		449327.0	451990.0	435265.0	434150.0	417725.0	424270.0	428113.0	445212.0	454863.0	431038.0	452195.0	450507.0	428073.0	428506.0	438123.0	446648.0	450623.0	451775.0	0	0.14330933246132793	-0.026861085911363766	False	0.035085254795582256	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9C0C2	Q9C0C2		TNKS1BP1		46475.9	44894.3	43812.0	41449.5	42956.7	41162.2	44368.0	48181.1	46375.1	48369.9	45103.0	44500.1	43183.7	43554.5	43943.6	46854.1	46806.0	44607.6	0	0.14340022501553878	-0.046467681054646194	False	0.03509009881805852	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P47736	P47736		RAP1GAP		25157.8	26389.3	24407.4	23491.5	21914.4	24718.6	23177.7	22342.1	23304.9	21946.0	20099.8	22918.0	25352.0	25142.0	24190.6	20934.5	22776.0	24034.7	0	0.14354002657843326	0.07033987043576688	False	0.03509494284053478	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P12318	P12318		FCGR2A		33620.2	34362.9	34358.4	34467.9	32309.8	28110.2	35757.3	38965.0	35117.0	33895.0	36846.0	33736.3	32383.7	33774.8	32357.2	35390.4	38124.5	28448.0	0	0.14361627541809333	-0.08269516642729265	False	0.035099786863011045	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q96EK4	Q96EK4		THAP11		5878.76	6175.91	6863.57	5788.23	5295.16	5593.87	5008.59	5397.56	6278.25	5245.92	5835.58	5647.57	5547.78	3911.73	4347.49	6275.1	5899.28	4247.04	0	0.14365277842084792	0.14072560448200125	False	0.03510463088548731	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q8NI77	Q8NI77		KIF18A		8132.24	8643.38	9270.35	8364.78	8411.53	9233.86	9207.84	9437.79	9166.58	9245.98	7915.42	6514.95	7609.35	7230.78	9916.96	9458.7	9036.35	9917.45	0	0.14387215721819252	-0.10797013320159105	False	0.035109474907963574	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9ULM6	Q9ULM6		CNOT6		31818.0	34039.7	35042.6	33555.9	39746.8	32192.8	33065.1	35282.5	34663.1	33899.4	36657.0	33056.0	32693.5	36074.3	35651.5	34921.5	36202.4	35785.6	0	0.14400465266587817	-0.056658370257318076	False	0.03511431893043984	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q86UY5	Q86UY5		FAM83A		41639.6	48834.2	44638.2	45969.3	42400.4	39787.3	45784.6	43883.9	49651.3	40361.4	46870.4	44855.7	43484.8	46544.2	43830.9	41265.0	43480.8	48866.7	0	0.14420975461176955	-0.06550285879330776	False	0.0351191629529161	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9ULX9	Q9ULX9		MAFF		10287.1	11623.4	12249.1	10514.4	11821.1	11652.6	12298.0	13255.3	13817.2	12254.1	12228.0	10803.0	12848.3	13861.6	11201.4	11158.3	13112.9	10257.8	0	0.14438479606111743	-0.09571358379372914	False	0.03512400697539237	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q86TS9	Q86TS9		MRPL52		47202.7	46832.1	45723.9	46952.4	44041.4	44754.3	46815.0	46948.9	47300.2	46052.7	46266.6	48700.1	45912.8	46808.9	46862.8	47327.4	47486.4	47209.9	0	0.14441484298417284	-0.02356538732305526	False	0.03512885099786863	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
O94782	O94782		USP1		31892.5	33682.3	32476.0	31258.9	32554.7	32949.4	34820.5	35233.2	32174.0	36821.5	35310.2	31830.6	33336.1	35075.2	33541.1	33474.5	35236.4	31787.6	0	0.14451258973420597	-0.04710484001133426	False	0.0351336950203449	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q04446	Q04446		GBE1		52389.1	51117.9	50064.6	49503.1	49222.4	48281.5	51161.6	49944.3	52267.1	50780.6	51086.6	51929.5	49066.2	50267.9	50989.2	49856.2	52114.2	52607.2	0	0.14458450496646788	-0.02510147811746215	False	0.03513853904282116	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P42338	P42338		PIK3CB		22490.2	21688.5	24429.3	21002.1	23215.5	21092.2	23058.9	22833.3	22795.8	22715.1	23441.6	19547.7	21552.8	22167.5	22611.5	21829.4	23693.3	22575.8	0	0.14460970053719888	-0.05211729189432938	False	0.03514338306529742	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9UHD9	Q9UHD9		UBQLN2		50789.8	51439.7	45591.2	48360.3	46165.7	46349.8	48895.2	52449.0	48443.7	51130.1	49124.3	51445.2	45426.4	47818.9	49577.3	51959.4	51357.4	51920.5	0	0.14463571867396746	-0.04823542268359667	False	0.03514822708777369	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q5T447	Q5T447		HECTD3		21591.8	21836.3	20332.6	22271.2	22794.1	21126.3	22376.0	21691.6	23801.1	20155.4	22249.1	22308.0	22696.1	22593.4	21583.6	21603.1	23113.6	21782.2	0	0.14481179139845637	-0.04141297263286158	False	0.035153071110249956	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
A6NFI3	A6NFI3		ZNF316		35128.1	34979.9	33344.0	35400.4	32072.2	32212.3	36197.8	33580.4	34364.5	31606.8	31549.6	30764.7	32669.5	37363.1	33719.7	34342.1	33300.8	34696.3	0	0.1448509919139405	-0.051967062946818514	False	0.03515791513272622	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q96BX8	Q96BX8		MOB3A		304.13	6723.14	6273.11	266.48	176.173	6373.27	7535.54	5991.84	6233.17	6193.82	5771.86	6293.91	7006.69	5585.43	5786.34	7010.17	4772.74	6356.47	3	0.14515045966941104	-0.47468274640677244	False	0.035162759155202485	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q8TF46	Q8TF46		DIS3L		31665.2	34068.6	32912.6	33303.1	34466.7	34924.3	35906.3	34950.9	36462.7	34024.4	34300.5	34787.3	33056.6	35627.5	35003.1	34296.5	31896.5	32994.3	0	0.14521225744723537	-0.03863474948660617	False	0.035167603177678745	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
O94919	O94919		ENDOD1		4399.15	4050.79	3001.32	2971.71	3456.62	4018.03	5144.37	4006.57	4574.26	2303.71	3566.97	3621.39	3354.29	3770.66	3043.56	4935.74	2762.41	4137.43	0	0.14565595237104006	-0.20518691151485094	False	0.03517244720015501	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P51665	P51665		PSMD7		512310.0	501483.0	531839.0	483545.0	477819.0	504816.0	495847.0	448170.0	479408.0	468869.0	509786.0	500165.0	474725.0	487135.0	477367.0	468461.0	473299.0	491830.0	0	0.14566580251975214	0.0408092300803479	False	0.035177291222631274	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q5SVZ6	Q5SVZ6		ZMYM1		18857.2	17661.2	20588.0	19714.1	18734.0	20836.8	19604.1	20110.2	21759.1	18019.3	19745.9	17537.6	18510.2	20192.3	18580.8	22097.9	17587.0	19306.6	0	0.14579825954958567	-0.07041012406374986	False	0.03518213524510754	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q5JPI3	Q5JPI3		C3orf38		19547.1	21409.6	20030.3	22784.1	20567.8	25251.7	23023.3	19577.1	18997.6	20612.7	18718.8	19701.5	19227.4	19336.6	19917.7	21068.8	19915.5	16810.0	0	0.14597638712608457	0.09267040514758725	False	0.03518697926758381	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9Y6U3	Q9Y6U3		SCIN		5993.36	6181.95	4454.99	4769.51	4598.49	4354.74	5725.16	6363.73	4856.55	4705.67	5329.33	5204.44	5171.98	5541.03	4802.06	5520.92	6084.34	5085.91	0	0.14602112581607415	-0.11804366590176571	False	0.03519182329006006	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q96RL1	Q96RL1		UIMC1		18042.2	22178.7	22499.3	19272.6	22425.2	20017.2	20298.0	21061.6	22837.9	19721.6	21971.0	21960.2	21509.7	22714.9	22012.4	21444.1	22177.4	21547.2	0	0.14604503434322588	-0.06346319717166307	False	0.03519666731253633	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q8NG68	Q8NG68		TTL		13750.2	12409.4	12426.1	13480.7	11182.5	14123.5	11489.3	13842.7	13497.5	18902.5	12638.3	14940.5	10780.4	15007.5	10529.4	9343.75	10981.1	10668.4	0	0.1462954425554143	0.1758275527429983	False	0.0352015113350126	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P16591	P16591		FER		17014.2	15937.9	16780.5	18539.5	16540.2	19296.4	15110.3	16025.9	17842.0	15485.2	16096.6	16354.1	16159.3	16763.6	15641.3	15621.8	15984.3	16227.4	0	0.14636308762422684	0.0659236323266167	False	0.03520635535748886	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q69YQ0	Q69YQ0		SPECC1L		17893.4	19739.8	19357.7	20733.4	19911.4	18877.6	18489.4	18264.5	19933.3	19468.2	16767.8	18309.9	19218.5	19828.3	19108.8	18322.8	18819.2	18087.6	0	0.14636519304883874	0.04980905158224227	False	0.03521119937996513	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
O43482	O43482		OIP5		36023.7	40715.5	33685.9	36020.6	30258.3	32463.7	35288.7	41643.2	37624.8	42396.4	40295.1	38222.6	36906.8	37269.7	34892.2	43450.4	43031.8	36445.0	0	0.14636866821719793	-0.09917354139273432	False	0.03521604340244139	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P60660	P60660		MYL6		339164.0	332439.0	323586.0	308680.0	282536.0	290075.0	319324.0	342047.0	358091.0	350434.0	332501.0	363544.0	315598.0	314852.0	347291.0	346861.0	357779.0	330622.0	0	0.14706519246092772	-0.06944776224405626	False	0.035220887424917656	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q02809	Q02809		PLOD1		56194.9	55466.9	53343.7	58836.1	55568.2	55331.9	58192.0	57307.9	58357.4	57483.7	55610.3	58172.2	57622.4	57336.4	59615.2	58004.0	58188.4	55422.2	0	0.14708022157202721	-0.028160937187933024	False	0.03522573144739392	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9H009	Q9H009		NACA2		258542.0	204090.0	243277.0	278755.0	224864.0	238728.0	245647.0	180136.0	237605.0	256369.0	261385.0	258128.0	253897.0	202489.0	128.431	192345.0	247353.0	251005.0	1	0.14713302211803514	0.285954651637337	False	0.035230575469870185	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9H2K0	Q9H2K0		MTIF3		3823.9	5174.03	3806.73	4287.06	4871.24	4192.87	4881.43	4052.41	3808.92	4806.29	4064.5	4929.96	4347.46	4510.59	4714.24	3437.36	3504.16	4036.58	0	0.14771173939049226	0.12069127095707227	False	0.03523541949234645	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q5T5U3	Q5T5U3		ARHGAP21		16605.7	14753.3	15802.1	16736.6	18076.7	15921.4	14968.7	18222.8	17786.7	17693.9	18204.9	16655.1	16202.9	15827.3	17720.9	17733.8	17597.6	17213.8	0	0.14799500755440206	-0.06488476370185997	False	0.035240263514822706	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P55201	P55201		BRPF1		21669.8	25996.0	25407.6	25087.1	25676.2	26063.8	25560.3	23544.8	23106.7	27511.5	23022.2	23039.6	24427.4	27402.5	24156.0	20817.8	24166.3	20398.3	0	0.14806101360313098	0.0838949459172071	False	0.035245107537298974	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9H267	Q9H267		VPS33B		63268.3	62550.4	62892.4	61436.2	62328.0	57258.7	60266.2	64026.4	58740.2	61282.7	61353.9	62711.9	62989.1	60110.0	60129.6	61241.2	60975.6	58707.8	0	0.1481355331868954	0.029232145703795648	False	0.03524995155977524	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9H4K7	Q9H4K7		MTG2		5731.28	6138.35	5272.93	5945.43	7134.37	6326.6	5659.04	7434.74	6249.22	5795.41	6959.35	328.546	7457.5	7089.33	6155.58	7654.17	6370.9	6853.2	1	0.14819719917722923	-0.26947201594195985	False	0.0352547955822515	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q01664	Q01664		TFAP4		25416.7	25606.1	25344.4	26424.0	27753.6	23763.0	24632.7	27139.6	26055.3	27665.7	26855.6	25385.8	24215.7	27021.3	26546.6	28609.0	27243.6	25557.6	0	0.14824647607606053	-0.04951745085799052	False	0.03525963960472777	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9P2C4	Q9P2C4		TMEM181		2291.86	2258.91	2166.02	2902.77	3632.78	3767.31	2658.82	2702.82	2269.1	2143.58	1773.93	3537.44	2254.95	2752.91	2353.31	2657.03	2156.71	2033.2	0	0.14837661006730818	0.2245996730979689	False	0.03526448362720403	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9HCX4	Q9HCX4		TRPC7		71630.3	60628.8	58053.0	266.48	48944.4	59354.0	68363.9	65478.2	61794.5	70176.8	48323.0	328.546	55253.0	68096.7	64759.5	63156.5	66208.2	52782.7	2	0.14851883314678693	-0.39652890863787776	False	0.0352693276496803	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9NV31	Q9NV31		IMP3		113856.0	114477.0	120545.0	116719.0	116039.0	106134.0	118968.0	114902.0	118532.0	117659.0	124407.0	120489.0	119785.0	116521.0	118278.0	121219.0	116545.0	120949.0	0	0.14866482972460737	-0.03357038393212973	False	0.03527417167215656	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9P270	Q9P270		SLAIN2		11896.5	11622.6	10949.2	10720.9	11592.9	10332.0	10474.5	11525.8	11002.0	11750.8	11871.9	11399.3	10661.5	10311.8	12400.9	13193.9	13180.7	12664.9	0	0.14885969798688686	-0.07927109110046868	False	0.03527901569463283	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9BWW4	Q9BWW4		SSBP3		56204.8	62512.9	57901.2	55723.4	55288.7	49850.7	54855.7	59331.0	71686.3	58934.2	58133.3	55649.8	49302.1	52337.1	55270.8	58622.4	63752.3	59568.4	0	0.14901812814743	-0.0897738707988641	False	0.035283859717109095	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q8NDX1	Q8NDX1		PSD4		16420.9	16573.4	16375.3	16640.9	15450.4	14925.0	15289.0	15853.0	15735.7	15179.1	15621.0	16254.9	15918.4	14840.6	15249.6	16520.4	15412.2	15604.3	0	0.14920040223357037	0.03672191882227119	False	0.03528870373958535	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P30876	P30876		POLR2B		171005.0	169768.0	163740.0	167415.0	167986.0	165614.0	169492.0	169102.0	167858.0	168563.0	169296.0	172114.0	169525.0	167990.0	171077.0	172430.0	171424.0	171110.0	0	0.1492779743921362	-0.013310462324539422	False	0.03529354776206162	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P06748	P06748		NPM1		2734860.0	2648190.0	2599680.0	2745910.0	2685340.0	2687430.0	2800000.0	2745110.0	2635310.0	2688310.0	2733330.0	2910880.0	2855440.0	2888240.0	2809300.0	2798370.0	2887980.0	2836670.0	0	0.14935607199571665	-0.0335801589710274	False	0.035298391784537884	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P0CX80	P0CX80		CUP1-1		4251.31	4675.25	1112.21	1392.5	913.113	292.121	429.154	1680.22	1553.5	5498.29	735.899	3803.91	514.639	310.873	1228.97	2564.03	2611.77	1103.02	2	0.1494374915685304	0.8779887116267496	False	0.035303235807014145	False	True	Yeast	False	False	True	False	diatracer	manual	min	0.5
Q8IYT2	Q8IYT2		CMTR2		8984.42	8206.51	9568.17	10181.1	10628.2	9784.41	8835.62	8774.33	9554.09	8291.42	9770.76	9462.81	8971.66	8208.24	8237.79	8238.56	8868.01	9070.08	0	0.14964755890370382	0.07974278372344365	False	0.03530807982949041	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q96E14	Q96E14		RMI2		24195.0	27749.4	27140.5	28404.9	26542.6	25781.0	26650.4	23978.5	26823.4	23368.2	24607.9	26263.4	26485.7	26870.0	25839.5	23677.2	24537.6	23146.1	0	0.1498601727464701	0.061206927696508186	False	0.035312923851966674	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q92804	Q92804		TAF15		372725.0	376691.0	371467.0	379628.0	376350.0	364163.0	386474.0	375121.0	381067.0	372390.0	382646.0	386532.0	359634.0	374616.0	374570.0	384855.0	367186.0	378814.0	0	0.14992655661322238	-0.019521776753273382	False	0.03531776787444294	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9H074	Q9H074		PAIP1		156904.0	159892.0	166858.0	166969.0	157205.0	148096.0	168679.0	166686.0	172575.0	163185.0	155505.0	171113.0	167431.0	164027.0	166825.0	168679.0	165930.0	167834.0	0	0.14995620426210196	-0.03817631001982038	False	0.0353226118969192	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9BRQ6	Q9BRQ6		CHCHD6		8398.57	8635.12	6549.87	8790.75	6700.15	9022.55	8982.5	7177.8	8664.06	9653.1	6022.53	9856.99	7307.68	7616.38	6291.43	7473.54	8584.11	6793.16	0	0.14998233606366382	0.1481095431179887	False	0.03532745591939547	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P09417	P09417		QDPR		57179.1	59535.3	54660.1	57131.7	61179.7	58087.9	58750.2	58309.7	59151.0	55373.4	62074.7	55392.4	59433.4	59477.7	59174.1	57457.3	61598.9	55471.0	0	0.15042950628153945	-0.037096701804552885	False	0.03533229994187174	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9BXJ8	Q9BXJ8		TMEM120A		2905.79	3559.69	3040.85	3907.65	3407.51	3213.24	2859.78	2729.73	3207.31	2236.56	3458.4	2735.99	3869.74	2621.0	3050.71	2443.83	2632.59	2975.49	0	0.15058256836790354	0.15258485579434355	False	0.03533714396434799	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9Y3T6	Q9Y3T6		R3HCC1		6885.14	6905.71	4897.12	8066.0	6815.62	6007.32	7469.46	8265.96	6126.67	6413.54	7067.63	6457.42	6539.32	7168.85	6400.61	8161.43	6415.15	7024.5	0	0.15085820912429526	-0.11992852416351842	False	0.03534198798682426	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q8IWE5	Q8IWE5		PLEKHM2		7896.37	7689.41	7820.97	9157.02	7178.82	7881.13	6996.54	7931.09	6348.65	6995.18	8409.74	9846.18	8797.99	8472.94	6808.69	7314.1	8579.28	6625.85	0	0.15092508846628094	0.1184790989591475	False	0.03534683200930053	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q562E7	Q562E7		WDR81		7073.02	7285.99	8537.77	8224.49	7970.03	7386.55	7474.3	8025.81	7373.21	8385.81	9052.14	8308.16	7873.28	6677.97	6463.22	7674.37	6896.82	7085.47	0	0.15102146039434355	0.09054429026927094	False	0.03535167603177679	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P02042	P02042		HBD		1187390.0	1197940.0	1127280.0	1182220.0	1149030.0	1178700.0	1206800.0	1182980.0	1204310.0	1168930.0	1183350.0	1256620.0	1179010.0	1215200.0	1232090.0	1186550.0	1207540.0	1189570.0	0	0.1513109826516193	-0.024400964967135265	False	0.035356520054253056	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q8N4N3	Q8N4N3		KLHL36		3049.7	3363.27	3233.56	2967.43	3173.43	4095.43	3078.23	2362.91	3180.8	2661.32	3403.17	2774.79	3084.41	2488.92	3185.76	2290.15	2791.01	3013.97	0	0.15132894744974487	0.13897361667485492	False	0.03536136407672932	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P22626	P22626		HNRNPA2B1		4130660.0	4050280.0	3911360.0	3886750.0	3953850.0	3908940.0	4235960.0	4068820.0	4050100.0	4332690.0	4062600.0	4212110.0	3923950.0	4115730.0	4054040.0	4253480.0	4145320.0	4137120.0	0	0.15133945653925912	-0.03192953724387589	False	0.035366208099205584	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P16083	P16083		NQO2		85600.1	80768.0	84583.2	92112.9	89663.5	89740.2	80308.0	79487.5	79897.2	84631.7	88505.8	82443.6	82701.1	83642.5	83999.4	85428.6	85132.8	83730.4	0	0.15138285918004854	0.04191244499421261	False	0.035371052121681845	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P58546	P58546		MTPN		404598.0	416429.0	409978.0	394981.0	402177.0	367628.0	359678.0	420523.0	372525.0	404292.0	372160.0	388614.0	374431.0	389294.0	377590.0	399161.0	393141.0	365526.0	0	0.15144317073559702	0.04671606428492578	False	0.03537589614415811	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q8NEU8	Q8NEU8		APPL2		1947.84	2093.78	2441.22	3195.41	3795.71	4511.64	1997.46	216.027	2113.72	3642.96	3905.01	4407.41	4067.45	3530.93	3175.32	2257.19	2729.59	3451.36	1	0.15156252516428606	0.3648618535587316	False	0.03538074016663438	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9NXE4	Q9NXE4		SMPD4		11285.5	9616.23	10525.9	11201.7	11031.3	11017.0	12046.6	8934.65	10101.8	8842.89	10994.2	10796.4	11249.6	9122.08	9549.21	10130.8	9345.28	9401.46	0	0.1516301600477614	0.0925866861444067	False	0.035385584189110635	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P50502	P50502		ST13		556107.0	545590.0	534004.0	513876.0	534641.0	526531.0	506272.0	552213.0	560675.0	552515.0	552654.0	560742.0	544938.0	541480.0	560115.0	573284.0	570899.0	566479.0	0	0.15178145920769665	-0.03371571265893896	False	0.0353904282115869	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
O43464	O43464		HTRA2		24120.4	25700.5	25844.7	25258.1	22297.2	25423.3	23242.1	24353.1	23137.9	21973.9	23031.6	25133.2	22693.0	22811.2	23377.8	24408.1	22637.6	23689.7	0	0.15192891077476794	0.05214978289203837	False	0.03539527223406317	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9ULD4	Q9ULD4		BRPF3		897.986	1140.56	868.747	1970.5	1573.87	1623.34	1413.48	1606.93	1477.74	1608.45	1584.3	1549.88	979.207	1690.81	2068.05	1236.65	1419.38	1828.9	0	0.15246447215206343	-0.2302967285880273	False	0.03540011625653943	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P84243	P84243		H3-3A		207706.0	233676.0	214998.0	218773.0	233855.0	212196.0	216064.0	196295.0	203291.0	194216.0	205032.0	193504.0	182248.0	180419.0	218143.0	180795.0	204708.0	182601.0	0	0.1525181807183476	0.0814600236194612	False	0.0354049602790157	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P54687	P54687		BCAT1		186977.0	188435.0	178939.0	185064.0	181178.0	179612.0	186599.0	180152.0	186126.0	179327.0	179885.0	186603.0	190165.0	189584.0	194833.0	186546.0	189433.0	193517.0	0	0.15273085722180782	-0.026218005157100256	False	0.03540980430149196	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q9HAN9	Q9HAN9		NMNAT1		33583.0	35058.8	38148.2	39362.4	36077.4	35654.8	36325.4	37173.7	36249.1	35285.0	38180.5	37101.4	33306.7	36405.7	37000.4	34979.7	38623.2	39808.5	0	0.152923038949775	-0.04895549333685173	False	0.03541464832396823	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
Q14542	Q14542		SLC29A2		10870.0	10288.0	12511.4	11789.2	7718.83	10718.5	9890.22	14650.3	11789.2	13991.3	11889.8	10915.4	10350.7	11190.9	11817.1	13225.7	12348.6	12119.1	0	0.15301050729598126	-0.13554794290860211	False	0.03541949234644449	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P12074	P12074		COX6A1		119936.0	123869.0	107835.0	113548.0	110080.0	100985.0	94253.9	125945.0	117836.0	118724.0	103742.0	109725.0	108129.0	60016.0	97710.0	91879.2	131808.0	77523.5	0	0.1530685106178105	0.16925311735193901	False	0.035424336368920756	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
P29353	P29353		SHC1		37185.3	37639.1	37044.5	38363.8	34962.6	36043.3	35101.0	37013.2	37312.3	37624.3	37112.7	37194.4	36058.7	34927.1	35958.9	37290.2	35740.0	35161.2	0	0.1531364297098773	0.028512977339057034	False	0.035429180391397024	False	False	Human	True	False	False	False	diatracer	manual	min	0.5
