Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P62256	UBE2H_HUMAN	UBE2H	Ubiquitin-conjugating enzyme E2 H	5	5.0	56868.9	52455.3	58757.1	46318.9	53203.4	49668.7	53891.1	53776.3	43619.7	52400.4	50079.1	57615.3	50663.2	51605.4	55994.9	55506.1	56862.2	53701.5	0	0.3594644689420755	-0.04805060105274868	False	0.03926627793974733	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9UNL2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma	1	1.0	72335.9	43557.1	48981.7	62095.8	43297.9	32722.2	51343.0	42334.3	51251.2	65468.9	52740.9	44356.2	71692.2	51905.3	59065.2	48168.1	50158.1	46475.3	0	0.35955771097673184	-0.12963247723908483	False	0.03927113702623907	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P83111	LACTB_HUMAN	LACTB	Serine beta-lactamase-like protein LACTB, mitochondrial	5	5.0	57936.0	51351.6	60749.6	54898.3	47979.0	44623.0	52105.4	53846.3	49145.3	57664.4	56767.0	46323.2	58506.9	55759.4	57978.6	53258.7	52169.3	52237.9	0	0.3599276915642483	-0.054014598391351976	False	0.03927599611273081	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	41	41.0	1281920.0	1209420.0	1222330.0	1244310.0	1183730.0	1225410.0	1198140.0	1236230.0	1187460.0	1225090.0	1242250.0	1206840.0	1200340.0	1192780.0	1188650.0	1211530.0	1189700.0	1228460.0	0	0.3600601065717144	0.013627312131940229	False	0.03928085519922255	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q86VX9	MON1A_HUMAN	MON1A	Vacuolar fusion protein MON1 homolog A	3	3.0	39838.5	47137.2	42215.3	45018.2	39341.7	49131.7	45949.8	45104.4	40599.0	43565.4	42609.0	42375.9	35675.3	42084.2	47169.6	45523.1	42653.6	39049.3	0	0.360233931228497	0.05074965876721466	False	0.039285714285714285	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8TE04	PANK1_HUMAN	PANK1	Pantothenate kinase 1	2	2.0	20448.1	16585.8	16364.7	16653.1	18506.1	18986.0	17190.3	14700.0	7583.36	21473.6	18342.5	22045.1	20515.4	17327.5	14384.9	11866.4	18702.7	16407.9	0	0.36041729915110143	-0.13166448078410892	False	0.039290573372206025	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	6	6.0	33321.2	32578.4	37418.7	35695.1	38864.6	31256.6	34107.5	38459.5	29415.0	37878.4	36192.9	33577.3	30342.1	30837.8	32170.5	30752.8	38661.5	25811.8	0	0.3604234387599964	0.0707614841699072	False	0.039295432458697765	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	5	3.0	105021.0	99708.5	96788.5	107296.0	97237.6	109320.0	105922.0	100095.0	98408.4	113441.0	111018.0	121800.0	114544.0	95852.8	102789.0	103146.0	92744.6	96026.3	0	0.3606885043782503	-0.04867845408323254	False	0.039300291545189506	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NVN8	GNL3L_HUMAN	GNL3L	Guanine nucleotide-binding protein-like 3-like protein	10	10.0	370013.0	401859.0	376456.0	380084.0	376534.0	423962.0	380409.0	413105.0	367511.0	376591.0	385193.0	384074.0	389175.0	402931.0	380953.0	369171.0	357950.0	376429.0	0	0.361024168711488	0.028162708888286096	False	0.039305150631681246	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	32	32.0	2276910.0	2164200.0	2084950.0	2168400.0	2060080.0	2067940.0	2143610.0	2219460.0	2116030.0	2202150.0	2200890.0	2135160.0	2286950.0	2149150.0	2072740.0	2274720.0	2212870.0	2067670.0	0	0.36117261311901294	-0.02230399095486514	False	0.039310009718172986	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BTT4	MED10_HUMAN	MED10	Mediator of RNA polymerase II transcription subunit 10	4	4.0	147344.0	166944.0	157927.0	170595.0	163690.0	174035.0	177543.0	172529.0	166168.0	165570.0	172468.0	166377.0	157268.0	164242.0	158598.0	160729.0	158631.0	163274.0	0	0.3612658809441487	0.02883410556156813	False	0.03931486880466473	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P03886	NU1M_HUMAN	MT-ND1	NADH-ubiquinone oxidoreductase chain 1	2	2.0	281256.0	291066.0	250210.0	278810.0	284224.0	278866.0	265807.0	288645.0	301134.0	272798.0	286682.0	273431.0	264608.0	267153.0	291512.0	263434.0	242991.0	295362.0	0	0.36184433092065627	0.0359661442617551	False	0.03931972789115647	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BQ70	TCF25_HUMAN	TCF25	Ribosome quality control complex subunit TCF25	10	10.0	62200.0	56458.6	49350.8	54166.2	54119.4	63719.5	54038.5	55617.6	60558.0	50412.4	64545.0	65741.8	56844.7	57782.0	51194.7	68911.5	59599.0	57244.8	0	0.36213857305541197	-0.06103047741431395	False	0.03932458697764821	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BSB4	ATGA1_HUMAN	ATG101	Autophagy-related protein 101	2	2.0	57442.4	40743.0	50367.8	40044.7	37254.7	57122.4	45708.2	55602.2	47892.0	47171.2	57775.5	42845.4	35109.1	40503.2	55171.5	44827.8	28654.9	46632.1	0	0.36237331204431134	0.11635367791275185	False	0.03932944606413995	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	5	5.0	210948.0	164951.0	151491.0	135036.0	147861.0	149337.0	160513.0	156317.0	144991.0	173825.0	158369.0	161258.0	184780.0	169311.0	155638.0	183796.0	164345.0	142614.0	0	0.3625198368449505	-0.07176006673905225	False	0.03933430515063168	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9UPT8	ZC3H4_HUMAN	ZC3H4	Zinc finger CCCH domain-containing protein 4	18	18.0	282365.0	267022.0	266792.0	302156.0	282764.0	261003.0	263873.0	266951.0	264942.0	287929.0	293532.0	286744.0	279928.0	269174.0	261970.0	270657.0	272986.0	282611.0	0	0.36254026913691384	-0.027708950068221303	False	0.03933916423712342	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H7H0	MET17_HUMAN	METTL17	Ribosome assembly protein METTL17, mitochondrial	2	2.0	55682.4	40304.2	49489.6	33344.5	48245.7	42921.3	32489.8	50289.7	44782.3	47821.7	49055.1	44421.0	48330.5	45268.9	48280.9	54857.6	45886.8	38841.3	0	0.3626639244682447	-0.08871734277160111	False	0.03934402332361516	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NR31	SAR1A_HUMAN	SAR1A	Small COPII coat GTPase SAR1A	6	4.0	412577.0	452364.0	468614.0	444764.0	459806.0	475877.0	440950.0	483589.0	466458.0	422399.0	449315.0	477646.0	457497.0	465790.0	479253.0	468393.0	487655.0	479654.0	0	0.3628229214763281	-0.028742460942258942	False	0.0393488824101069	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	5	5.0	70486.7	67016.4	80960.2	80033.8	82088.3	85576.3	76176.7	85005.2	85585.1	68661.4	71543.9	83810.2	77932.3	70586.6	75960.1	76703.1	84493.9	78760.4	0	0.36318279798954456	0.05040193869991166	False	0.03935374149659864	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9UI43	MRM2_HUMAN	MRM2	rRNA methyltransferase 2, mitochondrial	2	2.0	21704.7	29008.3	22817.9	31113.8	28720.3	28901.2	21144.7	26078.9	39552.2	31625.3	20169.2	29048.0	21176.8	29272.8	23649.4	19156.9	23402.5	30549.0	0	0.3632584635947227	0.12703953035069068	False	0.03935860058309038	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8IYJ2	CJ067_HUMAN	C10orf67	Uncharacterized protein C10orf67, mitochondrial	1	1.0	1694.59	83954.6	86828.4	91615.8	42178.8	68543.2	73905.3	62071.2	53931.2	145455.0	122927.0	1095.9	152183.0	1168.67	108514.0	766.632	121638.0	111244.0	4	0.36329491327414254	-0.4379014212463155	False	0.03936345966958212	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P51649	SSDH_HUMAN	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	6	6.0	97845.4	83671.2	82476.5	93115.5	98380.6	100203.0	94925.9	93051.0	101262.0	93378.1	86957.9	97033.7	89148.2	89414.5	91050.3	87661.2	86158.5	100619.0	0	0.3633476587921455	0.040711167987740535	False	0.03936831875607386	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase/translocase subunit XPB	15	15.0	150146.0	125477.0	140823.0	139193.0	132124.0	136560.0	145898.0	136357.0	135100.0	136627.0	131213.0	142079.0	130060.0	137007.0	138290.0	132324.0	135188.0	135697.0	0	0.3638083352140852	0.027202601954511574	False	0.0393731778425656	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	9	6.0	452788.0	472812.0	449953.0	495300.0	464428.0	474669.0	460409.0	447284.0	465149.0	478067.0	461955.0	488106.0	486103.0	460705.0	462513.0	474803.0	452469.0	472107.0	0	0.3644739222062229	-0.018518303578161144	False	0.03937803692905734	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O75896	TUSC2_HUMAN	TUSC2	Tumor suppressor candidate 2	1	1.0	1694.59	22593.2	2533.55	18578.7	2515.21	22207.9	19883.6	17790.3	3025.67	16063.3	1633.26	16407.3	16476.6	18380.1	1896.33	766.632	3100.73	1305.89	9	0.36453084054423424	0.5436102909879501	False	0.039382896015549076	False	True	Human	True	False	False	False	diann231	manual	min	0.5
Q9H867	MT21D_HUMAN	VCPKMT	Protein N-lysine methyltransferase METTL21D	2	2.0	72623.0	66717.1	47458.6	80802.1	83095.6	115290.0	90270.4	60824.8	87394.9	72228.5	74082.8	83914.3	52570.7	68120.9	73836.0	65558.6	66129.5	85964.6	0	0.3646242992936529	0.13306643881589003	False	0.03938775510204082	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BPZ3	PAIP2_HUMAN	PAIP2	Polyadenylate-binding protein-interacting protein 2	1	1.0	57203.6	45365.4	49102.1	25354.1	42502.6	41943.4	39250.7	37384.1	32311.9	38850.9	35689.8	49210.5	47537.3	48827.6	50828.8	47312.4	40595.4	41743.1	0	0.3648158779705303	-0.11299347867452077	False	0.03939261418853256	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9Y3B7	RM11_HUMAN	MRPL11	Large ribosomal subunit protein uL11m	7	7.0	189435.0	187478.0	203774.0	204397.0	188542.0	197061.0	198817.0	215717.0	207650.0	188400.0	203306.0	192100.0	190614.0	198733.0	191389.0	190854.0	198556.0	206450.0	0	0.3649467880453635	0.026366771775551565	False	0.0393974732750243	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	3	3.0	695351.0	719821.0	747304.0	749829.0	769845.0	756126.0	762556.0	770984.0	736417.0	711099.0	683079.0	681742.0	747066.0	785901.0	750659.0	762234.0	668850.0	775046.0	0	0.36506486104510305	0.030989241325145522	False	0.03940233236151604	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	8	8.0	1505410.0	1554940.0	1556360.0	1726830.0	1631370.0	1724420.0	1724800.0	1736260.0	1637470.0	1687220.0	1716670.0	1666730.0	1598040.0	1595950.0	1595930.0	1580670.0	1494090.0	1544710.0	0	0.36511997430672294	0.03132595610943849	False	0.03940719144800778	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H6H4	REEP4_HUMAN	REEP4	Receptor expression-enhancing protein 4	1	1.0	1694.59	26743.7	23394.2	27617.4	2515.21	23623.4	24813.9	66.2308	3025.67	25898.7	23111.7	21526.7	21755.6	22213.2	24617.8	766.632	19257.4	15365.5	5	0.3653054838882941	-0.3865582780544919	False	0.03941205053449952	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96PZ2	F111A_HUMAN	FAM111A	Serine protease FAM111A	2	2.0	36731.8	2347.24	17785.9	36935.9	21187.7	15767.1	17090.9	66.2308	3025.67	1807.3	22898.0	1095.9	24141.2	24748.1	1896.33	20334.9	3100.73	1305.89	8	0.3653185050532256	0.5749224034233911	False	0.03941690962099126	False	True	Human	True	False	False	False	diann231	manual	min	0.5
Q7Z2E3	APTX_HUMAN	APTX	Aprataxin	3	3.0	56754.7	59598.7	68705.0	65149.2	69105.1	58590.1	65550.1	64930.1	66815.9	55682.6	69601.4	65254.6	63075.3	62224.4	57632.2	65868.8	62072.6	55300.3	0	0.3654588264313996	0.04712921748535728	False	0.039421768707483	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P16383	GCFC2_HUMAN	GCFC2	Intron Large complex component GCFC2	10	10.0	79363.7	78008.4	83617.5	82893.0	82040.6	87034.5	91142.5	97733.3	79297.0	101092.0	83052.1	91457.4	91221.6	92411.1	84463.4	83144.6	81688.1	79122.7	0	0.3656291691987066	-0.049416358394821655	False	0.03942662779397474	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H257	CARD9_HUMAN	CARD9	Caspase recruitment domain-containing protein 9	9	9.0	119536.0	109189.0	116423.0	102970.0	111719.0	108390.0	119638.0	119024.0	121059.0	110725.0	110490.0	116926.0	115821.0	112471.0	105607.0	111494.0	112561.0	111687.0	0	0.3658229133542623	0.028583692227921127	False	0.03943148688046647	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96DR4	STAR4_HUMAN	STARD4	StAR-related lipid transfer protein 4	1	1.0	22470.5	20989.5	32466.5	23485.5	27613.5	25358.8	26463.0	39104.7	27235.4	25664.0	29231.1	22344.1	27701.2	24539.5	26139.8	23277.9	24272.9	25085.8	0	0.365868126171913	0.10323016195814834	False	0.03943634596695821	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8NB91	FANCB_HUMAN	FANCB	Fanconi anemia group B protein	5	5.0	24384.1	28312.5	26054.1	29843.3	22840.6	37884.4	34710.2	19319.0	32322.1	28841.7	32340.4	30361.7	33291.6	26665.4	37918.5	26218.0	27013.8	32900.7	0	0.3660064554016299	-0.10803897207876369	False	0.03944120505344995	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X	10	10.0	530011.0	537993.0	533338.0	494369.0	507604.0	544184.0	501090.0	553422.0	531323.0	537531.0	517615.0	497193.0	501301.0	510567.0	536095.0	518270.0	524214.0	521885.0	0	0.3664457317776677	0.021081395941969183	False	0.03944606413994169	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	23	13.0	302860.0	296752.0	304925.0	291833.0	300561.0	297919.0	306011.0	289395.0	297530.0	306961.0	293982.0	298191.0	306170.0	301965.0	297050.0	301403.0	293912.0	311051.0	0	0.3665039783263053	-0.012239195831003719	False	0.03945092322643343	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P63027	VAMP2_HUMAN	VAMP2	Vesicle-associated membrane protein 2	3	1.0	348310.0	351380.0	315563.0	292428.0	307459.0	301997.0	239752.0	294524.0	239216.0	352359.0	329636.0	322174.0	322625.0	286862.0	295894.0	325117.0	317997.0	269757.0	0	0.36669240518151325	-0.06898972302523619	False	0.03945578231292517	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q17R31	TATD3_HUMAN	TATDN3	Deoxyribonuclease TATDN3	7	7.0	34727.1	39199.8	36681.6	40071.2	40845.5	46717.9	31382.4	39002.0	44624.6	43000.2	39715.5	42461.3	38544.0	41262.7	44054.7	39726.3	38858.0	40009.3	0	0.36701440809839314	-0.05756421234786911	False	0.039460641399416914	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NSG2	FIRRM_HUMAN	FIRRM	FIGNL1-interacting regulator of recombination and mitosis	9	9.0	48187.4	56749.7	59206.2	53799.9	55369.6	55554.5	48535.5	56396.0	52668.8	46974.4	52703.3	52769.7	54702.1	56651.5	59456.6	58599.1	59388.0	61615.4	0	0.3671007258823288	-0.04781336471185016	False	0.039465500485908654	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96KG9	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein	13	13.0	133077.0	133350.0	115258.0	126999.0	126728.0	123781.0	118106.0	124479.0	104666.0	133672.0	126490.0	124795.0	130636.0	119664.0	123559.0	131484.0	124566.0	120546.0	0	0.36730257569562663	-0.037285459985042436	False	0.039470359572400394	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q12766	HMGX3_HUMAN	HMGXB3	HMG domain-containing protein 3	1	1.0	8455.39	8113.76	2533.55	9525.6	2515.21	7525.36	2602.38	66.2308	7913.43	12026.4	8317.73	8674.74	9439.31	1168.67	7742.67	766.632	7731.9	7553.27	6	0.3673041347847775	-0.36481754567595487	False	0.039475218658892135	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P78560	CRADD_HUMAN	CRADD	Death domain-containing protein CRADD	6	6.0	143505.0	169279.0	156021.0	168361.0	164389.0	162571.0	165920.0	167308.0	176707.0	163628.0	151131.0	169737.0	143842.0	162816.0	152501.0	158821.0	158075.0	175761.0	0	0.36745479748221943	0.03742705792696332	False	0.03948007774538387	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96I25	SPF45_HUMAN	RBM17	Splicing factor 45	12	12.0	604941.0	605482.0	620268.0	608167.0	623951.0	654248.0	592544.0	648599.0	671798.0	594919.0	586246.0	653712.0	576245.0	648753.0	645919.0	566117.0	608846.0	630206.0	0	0.36844301026946147	0.03082996869577223	False	0.03948493683187561	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8IXM3	RM41_HUMAN	MRPL41	Large ribosomal subunit protein mL41	3	3.0	198950.0	178309.0	166101.0	183403.0	165900.0	171734.0	166597.0	179975.0	160937.0	142232.0	175428.0	162329.0	184613.0	199865.0	178297.0	195318.0	199255.0	198799.0	0	0.3685450018582941	-0.057777726941058975	False	0.03948979591836735	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P48735	IDHP_HUMAN	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	18	18.0	1119620.0	1214650.0	1246180.0	1252940.0	1247580.0	1247940.0	1226230.0	1282700.0	1284640.0	1188970.0	1210510.0	1248030.0	1212150.0	1239040.0	1231260.0	1203580.0	1233620.0	1206350.0	0	0.36855316627526524	0.019453442603660644	False	0.03949465500485909	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9Y6G5	COMDA_HUMAN	COMMD10	COMM domain-containing protein 10	4	4.0	82080.3	74533.7	68033.7	61206.3	66293.9	69079.8	79070.9	86471.3	74999.5	54396.1	74013.0	83779.9	56789.1	70198.7	78501.9	61816.5	71813.4	74857.7	0	0.36930190936467633	0.07978271810570683	False	0.03949951409135083	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	15	14.0	543913.0	508048.0	530978.0	527639.0	503059.0	532963.0	505575.0	548656.0	509014.0	501362.0	546315.0	536933.0	484435.0	497642.0	552031.0	484024.0	516065.0	504693.0	0	0.36945393311684804	0.026694193189152438	False	0.03950437317784256	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q6P4F7	RHGBA_HUMAN	ARHGAP11A	Rho GTPase-activating protein 11A	2	1.0	14406.4	14466.0	21142.7	17146.3	20908.9	15872.3	2602.38	17921.6	19855.1	16349.3	17347.1	22056.0	18884.7	18640.0	18805.6	13145.4	15870.9	20710.8	1	0.3697089345855069	-0.16501094941512667	False	0.03950923226433431	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	7	6.0	209702.0	203456.0	210705.0	199959.0	201897.0	203675.0	208339.0	209230.0	220063.0	206375.0	212922.0	210962.0	201318.0	217743.0	216758.0	208735.0	211053.0	203900.0	0	0.369777094382	-0.017465585484577224	False	0.03951409135082605	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99729	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	8	8.0	4989780.0	5084640.0	5106490.0	5086510.0	5236440.0	5157340.0	4830230.0	5254840.0	5223540.0	5126050.0	4971370.0	5073750.0	5099360.0	5303570.0	5222630.0	5147140.0	5106590.0	5470540.0	0	0.3698776072376425	-0.017195405543163608	False	0.03951895043731779	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9UBU7	DBF4A_HUMAN	DBF4	Protein DBF4 homolog A	7	7.0	155189.0	175229.0	189018.0	182432.0	181207.0	165520.0	161917.0	187492.0	184552.0	153088.0	138141.0	154843.0	162533.0	148655.0	185423.0	165531.0	169722.0	225172.0	0	0.370221349964001	0.07430787922641412	False	0.03952380952380953	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q7L3V2	BOP_HUMAN	RTL10	Protein Bop	4	4.0	1694.59	49592.2	45144.3	2987.76	2515.21	57744.1	57880.7	66.2308	66580.1	40422.8	40469.1	46254.5	57149.0	41945.5	1896.33	50230.4	42754.0	55247.0	5	0.3707186257434191	-0.4052134811013967	False	0.039528668610301264	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase F(1) complex subunit gamma, mitochondrial	6	6.0	2122420.0	2211420.0	2246970.0	2170700.0	2147600.0	2229770.0	2148530.0	2256010.0	2084360.0	2230690.0	2154230.0	2282280.0	2087330.0	2163160.0	2191410.0	2349190.0	2218250.0	2207400.0	0	0.37108340100264503	-0.019441863454285207	False	0.039533527696793004	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q15464	SHB_HUMAN	SHB	SH2 domain-containing adapter protein B	2	2.0	17274.0	26716.0	23656.8	26443.4	21008.5	29928.4	31641.1	31243.6	25257.6	19089.5	25753.1	25185.4	18639.0	29012.7	22573.5	28647.7	23998.0	23658.7	0	0.371253514776391	0.10662766470814254	False	0.039538386783284744	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	10	10.0	124626.0	108583.0	111364.0	93400.0	90582.4	120639.0	103359.0	116293.0	115230.0	118035.0	115513.0	110163.0	113261.0	125618.0	125399.0	108261.0	109116.0	98772.0	0	0.3713805835662932	-0.05756789748098872	False	0.039543245869776485	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P62888	RL30_HUMAN	RPL30	Large ribosomal subunit protein eL30	3	3.0	385413.0	337861.0	417361.0	472387.0	466416.0	372961.0	345498.0	541317.0	455255.0	394293.0	430224.0	472583.0	447489.0	400186.0	499614.0	344752.0	502329.0	566223.0	0	0.37141177081742205	-0.09676170845480386	False	0.039548104956268225	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	7	7.0	191643.0	187205.0	178205.0	179678.0	168491.0	182309.0	181546.0	191043.0	183999.0	187113.0	186380.0	173347.0	178719.0	179571.0	178739.0	172718.0	175517.0	186866.0	0	0.3715929860398065	0.02223847157984595	False	0.03955296404275996	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	20	20.0	5893380.0	5757610.0	5655800.0	5970200.0	5689710.0	5641010.0	5821920.0	5658030.0	5266120.0	6037620.0	5763300.0	5722740.0	6074670.0	5849520.0	5526360.0	6060790.0	5493220.0	5654750.0	0	0.3718651582872692	-0.023108584682679463	False	0.0395578231292517	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8N137	CNTRB_HUMAN	CNTROB	Centrobin	1	1.0	23287.8	16254.8	16460.4	17778.6	19236.0	24174.9	15419.2	17578.1	26087.9	16745.7	21346.5	1095.9	24925.4	16892.3	17879.2	12508.3	18643.3	23717.3	1	0.3721339092395951	0.19722697297145717	False	0.039562682215743446	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	3	3.0	444418.0	407256.0	389935.0	509199.0	470765.0	484260.0	458409.0	463155.0	428199.0	518009.0	516681.0	490217.0	475561.0	443185.0	389161.0	481592.0	440541.0	453625.0	0	0.3723894902613881	-0.05341685429829828	False	0.039567541302235186	False	False	Human	True	False	False	False	diann231	manual	min	0.5
